id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'विचारक, विश्वास और इमारतें' नामक अध्याय किस काल के धार्मिक और सांस्कृतिक विकास से संबंधित है?|1500 ई.पू. से 600 ई.पू.|600 ई.पू. से 600 ई.|600 ई. से 1200 ई.|1200 ई. से 1700 ई.|600 ई.पू. से 600 ई.|History_C4|30
2|साँची का स्तूप कहाँ स्थित है?|उत्तर प्रदेश|मध्य प्रदेश|बिहार|महाराष्ट्र|मध्य प्रदेश|History_C4|30
3|साँची स्तूप की खोज किस वर्ष हुई?|1814|1818|1820|1825|1818|History_C4|30
4|साँची स्तूप के संरक्षण में किस महिला शासक ने महत्वपूर्ण भूमिका निभाई?|रज़िया सुल्तान|सुल्ताना जहाँ बेगम|नूर जहाँ|चाँद बीबी|सुल्ताना जहाँ बेगम|History_C4|30
5|बौद्ध धर्म के संस्थापक कौन थे?|महावीर स्वामी|गौतम बुद्ध|आदि शंकराचार्य|गुरु नानक|गौतम बुद्ध|History_C4|30
6|गौतम बुद्ध का जन्म कब और कहाँ हुआ था?|563 ई.पू., लुम्बिनी|483 ई.पू., बोधगया|540 ई.पू., कुंडग्राम|468 ई.पू., पावापुरी|563 ई.पू., लुम्बिनी|History_C4|30
7|गौतम बुद्ध को ज्ञान की प्राप्ति कहाँ हुई थी?|लुम्बिनी|सारनाथ|कुशीनगर|बोधगया|बोधगया|History_C4|30
8|गौतम बुद्ध का पहला उपदेश (धर्मचक्रप्रवर्तन) कहाँ हुआ था?|कपिलवस्तु|राजगृह|सारनाथ|श्रावस्ती|सारनाथ|History_C4|30
9|बुद्ध के पहले उपदेश को किस नाम से जाना जाता है?|महाभिनिष्क्रमण|धर्मचक्रप्रवर्तन|परिनिर्वाण|महापरिणाम|धर्मचक्रप्रवर्तन|History_C4|30
10|जैन धर्म के 24वें तीर्थंकर कौन थे?|ऋषभदेव|पार्श्वनाथ|महावीर स्वामी|नेमिनाथ|महावीर स्वामी|History_C4|30
11|महावीर स्वामी का जन्म कब और कहाँ हुआ था?|540 ई.पू., कुंडग्राम|563 ई.पू., लुम्बिनी|483 ई.पू., पावापुरी|468 ई.पू., वैशाली|540 ई.पू., कुंडग्राम|History_C4|30
12|जैन धर्म के अनुसार, 'त्रिरत्न' क्या हैं?|अहिंसा, सत्य, अपरिग्रह|सम्यक ज्ञान, सम्यक दर्शन, सम्यक आचरण|स्थूलभद्र, भद्रबाहु, गौतम|तीर्थंकर, जिन, अरिहंत|सम्यक ज्ञान, सम्यक दर्शन, सम्यक आचरण|History_C4|30
13|जैन धर्म के दो प्रमुख संप्रदाय कौन से हैं?|हीनयान और महायान|दिगंबर और श्वेतांबर|वज्रयान और सहजयान|थेरवाद और मूलसर्वास्तिवाद|दिगंबर और श्वेतांबर|History_C4|30
14|बुद्ध के अनुयायियों के लिए भिक्षुओं के नियमों का संग्रह किस ग्रंथ में है?|सुत्त पिटक|विनय पिटक|अभिधम्म पिटक|जातक कथाएँ|विनय पिटक|History_C4|30
15|बुद्ध के उपदेशों का संग्रह किस पिटक में है?|विनय पिटक|सुत्त पिटक|अभिधम्म पिटक|जातक कथाएँ|सुत्त पिटक|History_C4|30
16|किस पेड़ के नीचे बुद्ध को ज्ञान की प्राप्ति हुई थी?|बरगद|आम|पीपल|शाल|पीपल|History_C4|30
17|स्तूप (Stupa) किस धर्म से संबंधित है?|जैन धर्म|हिन्दू धर्म|बौद्ध धर्म|सिख धर्म|बौद्ध धर्म|History_C4|30
18|स्तूप का शाब्दिक अर्थ क्या है?|विश्राम गृह|पूजा स्थल|टीला (Mound)|शिक्षा केंद्र|टीला (Mound)|History_C4|30
19|साँची और भरहुत के स्तूप किस काल में निर्मित हुए थे?|मौर्य काल|शुंग काल|गुप्त काल|कुषाण काल|शुंग काल|History_C4|30
20|बौद्ध धर्म की किस शाखा ने बुद्ध को देवता मानकर उनकी पूजा शुरू की?|हीनयान|महायान|थेरवाद|वज्रयान|महायान|History_C4|30
21|हीनयान संप्रदाय के लोग किसे श्रेष्ठ मानते थे?|बुद्ध के मौलिक उपदेशों को|बुद्ध की मूर्तियों को|बोधिसत्वों को|तन्त्र-मन्त्र को|बुद्ध के मौलिक उपदेशों को|History_C4|30
22|'जातक कथाएँ' किस धर्म से संबंधित हैं?|जैन धर्म|वैष्णव धर्म|बौद्ध धर्म|शैव धर्म|बौद्ध धर्म|History_C4|30
23|जातक कथाएँ क्या बताती हैं?|महावीर के सिद्धांत|बुद्ध के पूर्व जन्म की कथाएँ|अशोक के प्रशासनिक नियम|गुप्त राजाओं की वंशावली|बुद्ध के पूर्व जन्म की कथाएँ|History_C4|30
24|वैष्णव परंपरा में विष्णु के कितने अवतारों की कल्पना की गई है?|8|10|12|16|10|History_C4|30
25|शिव को समर्पित सबसे पुराना लिंग किस स्थल पर मिला है?|एरण|साँची|अमरावती|भरहुत|एरण|History_C4|30
26|हिंदू धर्म में 'गर्भ गृह' (Garbha Griha) किसे कहते हैं?|जहाँ भक्त एकत्र होते हैं|मंदिर का प्रवेश द्वार|जहाँ मुख्य देवता की मूर्ति रखी जाती है|मंदिर की छत|जहाँ मुख्य देवता की मूर्ति रखी जाती है|History_C4|30
27|अमरावती का स्तूप कहाँ स्थित है?|आंध्र प्रदेश|महाराष्ट्र|ओडिशा|कर्नाटक|आंध्र प्रदेश|History_C4|30
