id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'महात्मा गाँधी और राष्ट्रीय आंदोलन' नामक अध्याय मुख्य रूप से किस कालखंड से संबंधित है?|1857-1905|1915-1948|1950-1980|1800-1850|1915-1948|History_C13|30
2|महात्मा गाँधी दक्षिण अफ्रीका से भारत कब लौटे?|1905 ई.|1915 ई.|1920 ई.|1930 ई.|1915 ई.|History_C13|30
3|महात्मा गाँधी ने अपना पहला सफल सत्याग्रह कहाँ से शुरू किया था?|खेड़ा|अहमदाबाद|चंपारण|बारदोली|चंपारण|History_C13|30
4|चंपारण सत्याग्रह (1917) किसलिए किया गया था?|नमक कर के विरोध में|नील की जबरन खेती के विरोध में|ज़मींदारी प्रथा के विरोध में|खिलाफत आंदोलन के समर्थन में|नील की जबरन खेती के विरोध में|History_C13|30
5|गाँधीजी ने किस वर्ष अहमदाबाद मिल मजदूर हड़ताल का नेतृत्व किया?|1917 ई.|1918 ई.|1919 ई.|1920 ई.|1918 ई.|History_C13|30
6|गाँधीजी ने 'रौलेट एक्ट' के विरुद्ध सत्याग्रह कब शुरू किया था?|1918 ई.|1919 ई.|1920 ई.|1922 ई.|1919 ई.|History_C13|30
7|जलियाँवाला बाग हत्याकांड कब हुआ था?|10 मार्च 1919|13 अप्रैल 1919|13 मार्च 1920|10 अप्रैल 1920|13 अप्रैल 1919|History_C13|30
8|किस घटना के बाद महात्मा गाँधी ने असहयोग आंदोलन (Non-Cooperation Movement) वापस ले लिया था?|जलियाँवाला बाग हत्याकांड|चौरी-चौरा कांड|साइमन कमीशन का आगमन|डांडी मार्च|चौरी-चौरा कांड|History_C13|30
9|महात्मा गाँधी द्वारा असहयोग आंदोलन कब शुरू किया गया था?|1919 ई.|1920 ई.|1922 ई.|1928 ई.|1920 ई.|History_C13|30
10|चौरी-चौरा कांड कब हुआ था?|1920 ई.|1921 ई.|1922 ई.|1929 ई.|1922 ई.|History_C13|30
11|गाँधीजी ने नमक कानून तोड़ने के लिए 'डांडी मार्च' कब शुरू किया था?|1928 ई.|1929 ई.|1930 ई.|1932 ई.|1930 ई.|History_C13|30
12|डांडी मार्च किस आंदोलन की शुरुआत थी?|असहयोग आंदोलन|सविनय अवज्ञा आंदोलन|भारत छोड़ो आंदोलन|खिलाफत आंदोलन|सविनय अवज्ञा आंदोलन|History_C13|30
13|गाँधीजी ने डांडी पहुँचकर कब नमक कानून तोड़ा?|6 मार्च 1930|6 अप्रैल 1930|12 मार्च 1930|6 मई 1930|6 अप्रैल 1930|History_C13|30
14|गाँधी-इरविन समझौता कब हुआ था?|1930 ई.|1931 ई.|1932 ई.|1935 ई.|1931 ई.|History_C13|30
15|गाँधीजी ने किस गोलमेज सम्मेलन (Round Table Conference) में भाग लिया था?|प्रथम|द्वितीय|तृतीय|किसी में नहीं|द्वितीय|History_C13|30
16|'करो या मरो' (Do or Die) का नारा किस आंदोलन से जुड़ा है?|सविनय अवज्ञा आंदोलन|असहयोग आंदोलन|भारत छोड़ो आंदोलन|खिलाफत आंदोलन|भारत छोड़ो आंदोलन|History_C13|30
17|महात्मा गाँधी ने 'भारत छोड़ो आंदोलन' कब शुरू किया था?|1940 ई.|1942 ई.|1945 ई.|1946 ई.|1942 ई.|History_C13|30
18|किस आंदोलन के तुरंत बाद महात्मा गाँधी को गिरफ्तार कर लिया गया?|चंपारण सत्याग्रह|सविनय अवज्ञा आंदोलन|भारत छोड़ो आंदोलन|असहयोग आंदोलन|भारत छोड़ो आंदोलन|History_C13|30
19|गाँधीजी के राजनीतिक गुरु कौन थे?|बाल गंगाधर तिलक|गोपाल कृष्ण गोखले|रवीन्द्रनाथ टैगोर|लाला लाजपत राय|गोपाल कृष्ण गोखले|History_C13|30
20|'हिंद स्वराज' (Hind Swaraj) पुस्तक के लेखक कौन थे?|जवाहरलाल नेहरू|सरदार पटेल|महात्मा गाँधी|बी.आर. अम्बेडकर|महात्मा गाँधी|History_C13|30
21|महात्मा गाँधी को 'महात्मा' की उपाधि किसने दी थी?|गोपाल कृष्ण गोखले|रवीन्द्रनाथ टैगोर|सुभाष चंद्र बोस|जवाहरलाल नेहरू|रवीन्द्रनाथ टैगोर|History_C13|30
22|'पुणे समझौता' (Poona Pact) किनके बीच हुआ था?|गाँधीजी और लॉर्ड इरविन|गाँधीजी और बी.आर. अम्बेडकर|गाँधीजी और मुहम्मद अली जिन्ना|गाँधीजी और सुभाष चंद्र बोस|गाँधीजी और बी.आर. अम्बेडकर|History_C13|30
23|पुणे समझौता कब हुआ था?|1930 ई.|1931 ई.|1932 ई.|1935 ई.|1932 ई.|History_C13|30
24|गाँधीजी ने किस वर्ग के उत्थान के लिए अपना जीवन समर्पित किया?|किसान|श्रमिक|अछूत (हरिजन)|ज़मींदार|अछूत (हरिजन)|History_C13|30
25|गाँधीजी ने कांग्रेस के किस वार्षिक अधिवेशन की अध्यक्षता की थी?|लाहौर 1929|कराची 1931|बेलगाम 1924|लखनऊ 1916|बेलगाम 1924|History_C13|30
26|'असहयोग' का अर्थ क्या था?|हिंसा का प्रयोग करना|सरकारी संस्थाओं का बहिष्कार करना|केवल विदेशी वस्तुओं का बहिष्कार|केवल स्वदेशी वस्तुओं का प्रयोग|सरकारी संस्थाओं का बहिष्कार करना|History_C13|30
27|साइमन कमीशन भारत कब आया था?|1927 ई.|1928 ई.|1929 ई.|1930 ई.|1928 ई.|History_C13|30
28|'नमक सत्याग्रह' में महिलाओं की भागीदारी का उल्लेख किसने किया है?|जवाहरलाल नेहरू|सरोजिनी नायडू|कस्तूरबा गाँधी|कमलादेवी चट्टोपाध्याय|कमलादेवी चट्टोपाध्याय|History_C13|30
29|गाँधीजी ने 'ख़िलाफ़त आंदोलन' का समर्थन क्यों किया?|तुर्की के सुल्तान के लिए|मुस्लिम समुदाय का समर्थन प्राप्त करने के लिए|सिर्फ धार्मिक कारणों से|तुर्की में भारतीय सैनिकों के लिए|मुस्लिम समुदाय का समर्थन प्राप्त करने के लिए|History_C13|30
30|गाँधीजी के दर्शन में 'सत्याग्रह' का मूल सिद्धांत क्या था?|प्रतिशोध और हिंसा|शांति और अहिंसा|बलपूर्वक प्रतिरोध|व्यावहारिक राजनीति|शांति और अहिंसा|History_C13|30
31|किस आंदोलन में मुस्लिम समुदाय ने बड़े पैमाने पर भाग लिया था?|भारत छोड़ो आंदोलन|सविनय अवज्ञा आंदोलन|असहयोग-खिलाफत आंदोलन|चंपारण सत्याग्रह|असहयोग-खिलाफत आंदोलन|History_C13|30
32|कांग्रेस ने 'पूर्ण स्वराज' का प्रस्ताव कब पारित किया?|1929 ई.|1930 ई.|1931 ई.|1932 ई.|1929 ई.|History_C13|30
33|पूर्ण स्वराज का प्रस्ताव कहाँ पारित हुआ था?|कलकत्ता|लाहौर|कराची|बंबई|लाहौर|History_C13|30
34|1946 में 'कैबिनेट मिशन' भारत क्यों आया था?|द्वितीय विश्व युद्ध के बाद आर्थिक मदद के लिए|भारत में शांति स्थापित करने के लिए|सत्ता हस्तांतरण की योजना पर चर्चा करने के लिए|गाँधीजी से मुलाकात करने के लिए|सत्ता हस्तांतरण की योजना पर चर्चा करने के लिए|History_C13|30
35|गाँधीजी ने 'राजद्रोह' (Sedition) के आरोप में किस वर्ष ट्रायल का सामना किया?|1920 ई.|1922 ई.|1930 ई.|1942 ई.|1922 ई.|History_C13|30
36|भारत छोड़ो आंदोलन का एक तात्कालिक परिणाम क्या था?|गाँधीजी की रिहाई|कांग्रेस नेताओं की बड़े पैमाने पर गिरफ्तारी|सत्ता का हस्तांतरण|सांप्रदायिक एकता|कांग्रेस नेताओं की बड़े पैमाने पर गिरफ्तारी|History_C13|30
37|गाँधीजी ने किस पत्रिका के माध्यम से अपने विचारों का प्रचार किया?|केसरी|यंग इंडिया|मराठा|वंदे मातरम|यंग इंडिया|History_C13|30
38|1930 में 'डांडी मार्च' कहाँ से शुरू हुआ था?|डांडी|साबरमती आश्रम|चंपारण|सेवाग्राम|साबरमती आश्रम|History_C13|30
39|'सविनय अवज्ञा आंदोलन' का मुख्य उद्देश्य क्या था?|हिंसा से ब्रिटिश शासन को उखाड़ फेंकना|असहयोग करना|ब्रिटिश कानूनों को अहिंसक रूप से तोड़ना|केवल नमक कर का उन्मूलन|ब्रिटिश कानूनों को अहिंसक रूप से तोड़ना|History_C13|30
40|'सीमांत गाँधी' (Frontier Gandhi) के नाम से किसे जाना जाता है?|सरदार पटेल|खान अब्दुल गफ्फार खान|मौलाना अबुल कलाम आज़ाद|मुहम्मद अली जिन्ना|खान अब्दुल गफ्फार खान|History_C13|30
41|गाँधीजी ने 'अस्पृश्यता' (Untouchability) के विरोध में कौन सा नाम दिया था?|शूद्र|दलित|हरिजन|निम्न वर्ग|हरिजन|History_C13|30
42|1920 के दशक में 'अखिल भारतीय खिलाफत कमेटी' के नेता कौन थे?|मुहम्मद अली जिन्ना|गाँधीजी|अली बंधु (मुहम्मद अली और शौकत अली)|जवाहरलाल नेहरू|अली बंधु (मुहम्मद अली और शौकत अली)|History_C13|30
43|गाँधीजी की आत्मकथा का क्या नाम है?|भारत एक खोज|सत्य के साथ मेरे प्रयोग|हिंद स्वराज|मेरे विचार|सत्य के साथ मेरे प्रयोग|History_C13|30
44|भारत छोड़ो आंदोलन को अन्य किस नाम से जाना जाता है?|अगस्त क्रांति|मार्च क्रांति|सविनय क्रांति|खिलाफत क्रांति|अगस्त क्रांति|History_C13|30
45|किस प्रस्ताव को गाँधीजी ने 'आगे की तारीख का चेक' (Post-dated Cheque) कहा था?|कैबिनेट मिशन|साइमन कमीशन|क्रिप्स मिशन|वेवेल योजना|क्रिप्स मिशन|History_C13|30
46|'गाँधी-इरविन समझौता' का मुख्य उद्देश्य क्या था?|दूसरे गोलमेज सम्मेलन में कांग्रेस की भागीदारी सुनिश्चित करना|नमक कानून को तोड़ना|भारत को स्वतंत्रता देना|सांप्रदायिक समस्या हल करना|दूसरे गोलमेज सम्मेलन में कांग्रेस की भागीदारी सुनिश्चित करना|History_C13|30
47|गाँधीजी की हत्या कब हुई थी?|30 जनवरी 1947|15 अगस्त 1947|30 जनवरी 1948|2 अक्टूबर 1948|30 जनवरी 1948|History_C13|30
48|गाँधीजी के अनुसार, सच्चे भारतीय होने के लिए क्या आवश्यक था?|केवल अंग्रेजी बोलना|केवल शहरों में रहना|स्वदेशी वस्तुओं का उपयोग करना|सरकारी नौकरी करना|स्वदेशी वस्तुओं का उपयोग करना|History_C13|30
49|किस वर्ष गाँधीजी ने औपचारिक रूप से कांग्रेस छोड़ दी थी?|1925 ई.|1934 ई.|1940 ई.|1945 ई.|1934 ई.|History_C13|30
50|गाँधीजी ने खेड़ा (Kheda) में किसान सत्याग्रह कब किया था?|1917 ई.|1918 ई.|1919 ई.|1920 ई.|1918 ई.|History_C13|30
