id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'भक्ति-सूफ़ी परंपराएँ' नामक अध्याय मुख्य रूप से किस काल से संबंधित है?|600 ई.पू. से 600 ई.|8वीं से 18वीं शताब्दी|19वीं शताब्दी|हड़प्पा काल|8वीं से 18वीं शताब्दी|History_C6|30
2|अलवार (Alvars) किस देवता के भक्त थे?|शिव|विष्णु|ब्रह्मा|दुर्गा|विष्णु|History_C6|30
3|नयनार (Nayanars) किस देवता के भक्त थे?|विष्णु|शिव|ब्रह्मा|लक्ष्मी|शिव|History_C6|30
4|अलवार और नयनार संत किस क्षेत्र से संबंधित थे?|उत्तर भारत|दक्षिण भारत (तमिलनाडु)|पूर्वी भारत|पश्चिमी भारत|दक्षिण भारत (तमिलनाडु)|History_C6|30
5|दक्षिण भारत की प्रसिद्ध महिला अलवार संत कौन थीं?|मीराबाई|अंडाल|करैकाल अम्माईयार|रबिया|अंडाल|History_C6|30
6|वीरशैव (लिंगायत) आंदोलन के संस्थापक कौन थे?|रामानुज|बस वन्ना|शंकराचार्य|कबीर|बस वन्ना|History_C6|30
7|लिंगायत संप्रदाय किस देवता की पूजा करता है?|विष्णु|शिव (लिंग के रूप में)|सूर्य|गणेश|शिव (लिंग के रूप में)|History_C6|30
8|लिंगायत आंदोलन का उदय किस क्षेत्र में हुआ?|तमिलनाडु|केरल|कर्नाटक|आंध्र प्रदेश|कर्नाटक|History_C6|30
9|महाराष्ट्र में भक्ति आंदोलन के प्रमुख संत कौन थे?|चैतन्य महाप्रभु|ज्ञानेश्वर और नामदेव|रामानुज|कबीर|ज्ञानेश्वर और नामदेव|History_C6|30
10|उत्तर भारत के प्रसिद्ध निर्गुण भक्ति संत कौन थे, जिनके उपदेश 'गुरु ग्रंथ साहिब' में संकलित हैं?|सूरदास|तुलसीदास|कबीर|मीराबाई|कबीर|History_C6|30
11|कबीर के अनुयायियों को क्या कहा जाता है?|शैव|वैष्णव|कबीरपंथी|सूफ़ी|कबीरपंथी|History_C6|30
12|मीराबाई किस क्षेत्र की राजपूत राजकुमारी थीं?|मेवाड़|मारवाड़|मालवा|बूंदी|मेवाड़|History_C6|30
13|मीराबाई किस देवता को अपना पति मानती थीं?|शिव|राम|कृष्ण|ब्रह्मा|कृष्ण|History_C6|30
14|सूफ़ीवाद का जन्म कहाँ हुआ था?|भारत|ईरान और इराक|चीन|यूनान|ईरान और इराक|History_C6|30
15|सूफ़ी संतों के निवास स्थान को क्या कहा जाता था?|खानकाह|दरगाह|ईदगाह|मस्जिद|खानकाह|History_C6|30
16|सूफ़ी संत किस आध्यात्मिक संगीत का आयोजन करते थे?|कव्वाली|ग़ज़ल|ध्रुपद|ख़याल|कव्वाली|History_C6|30
17|भारत में सबसे प्रसिद्ध सूफ़ी सिलसिला कौन सा था?|सुहरावर्दी|चिश्ती|नक्शबंदी|कादिरी|चिश्ती|History_C6|30
18|ख्वाजा मोइनुद्दीन चिश्ती की दरगाह कहाँ स्थित है?|दिल्ली|लाहौर|अजमेर|फ़तेहपुर सीकरी|अजमेर|History_C6|30
19|ख्वाजा मोइनुद्दीन चिश्ती किस शासक के समय भारत आए थे?|मुहम्मद गोरी|अलाउद्दीन खिलजी|इल्तुतमिश|अकबर|मुहम्मद गोरी|History_C6|30
20|सूफ़ी परंपरा में 'पीर' किसे कहा जाता है?|शिष्य|संत|शिक्षक/गुरु|राजा|शिक्षक/गुरु|History_C6|30
21|सूफ़ी परंपरा में 'ज़ियारत' क्या है?|सूफ़ी संगीत|तीर्थयात्रा (दरगाह पर)|उपवास रखना|नाम जपना|तीर्थयात्रा (दरगाह पर)|History_C6|30
22|निज़ामुद्दीन औलिया की दरगाह कहाँ स्थित है?|दिल्ली|आगरा|अजमेर|लाहौर|दिल्ली|History_C6|30
23|सूफ़ी संतों द्वारा गाए जाने वाले गीतों को क्या कहा जाता है?|भजन|कीर्तन|कव्वाली|आरती|कव्वाली|History_C6|30
24|अलवार और नयनार संतों द्वारा किस जाति व्यवस्था का विरोध किया गया?|केवल ब्राह्मणों का|केवल क्षत्रियों का|वर्ण और जाति व्यवस्था का|केवल वैश्यों का|वर्ण और जाति व्यवस्था का|History_C6|30
25|बस वन्ना ने किस प्रथा का विरोध किया?|मूर्ति पूजा|ब्राह्मणों का वर्चस्व और जाति व्यवस्था|उपवास|नृत्य|ब्राह्मणों का वर्चस्व और जाति व्यवस्था|History_C6|30
26|'गुरु ग्रंथ साहिब' में किस संत की रचनाओं को संकलित किया गया है?|तुलसीदास|सूरदास|कबीर|गुरु नानक और अन्य संत|गुरु नानक और अन्य संत|History_C6|30
27|गुरु नानक देव जी का जन्म कहाँ हुआ था?|अमृतसर|तलवंडी (ननकाना साहिब)|लाहौर|करतारपुर|तलवंडी (ननकाना साहिब)|History_C6|30
28|तुलसीदास ने 'रामचरितमानस' की रचना किस भाषा में की थी?|संस्कृत|अवधी|ब्रजभाषा|हिंदी|अवधी|History_C6|30
29|सूफ़ी संतों ने किस भाषा को अपनाया और उसे लोकप्रिय बनाया?|संस्कृत|उर्दू|फ़ारसी|स्थानीय भाषाएँ (जैसे हिन्दवी)|स्थानीय भाषाएँ (जैसे हिन्दवी)|History_C6|30
30|'हमज़-ए-शमश' किस सूफी संत का प्रसिद्ध ग्रंथ है?|निज़ामुद्दीन औलिया|ख्वाजा मोइनुद्दीन चिश्ती|बाबा फ़रीद|जलालुद्दीन रूमी|जलालुद्दीन रूमी|History_C6|30
31|अलवार संतों के भजनों का संकलन किस ग्रंथ में है?|वेद|त्रिपिटक|नालायिरा दिव्यप्रबंधम|दिव्यावदन|नालायिरा दिव्यप्रबंधम|History_C6|30
32|सूफ़ीवाद के अंतर्गत 'सिलसिला' का क्या अर्थ है?|मठ|आध्यात्मिक गुरु-शिष्य परंपरा की कड़ी|गाँव|बाज़ार|आध्यात्मिक गुरु-शिष्य परंपरा की कड़ी|History_C6|30
33|सूफ़ी संप्रदाय में 'मुरीद' किसे कहा जाता है?|संत|शिष्य|राजा|पुजारी|शिष्य|History_C6|30
34|सूफ़ी संतों का मुख्य उद्देश्य क्या था?|राजनीतिक शक्ति प्राप्त करना|ईश्वर से सीधा जुड़ाव और प्रेम|धन कमाना|केवल उपदेश देना|ईश्वर से सीधा जुड़ाव और प्रेम|History_C6|30
35|बस वन्ना के अनुयायी किस धार्मिक अनुष्ठान को नहीं मानते थे?|उपवास|यज्ञ और कर्मकांड|तीर्थयात्रा|दान देना|यज्ञ और कर्मकांड|History_C6|30
36|कबीर किसके शिष्य थे?|गुरु नानक|रामानंद|चैतन्य महाप्रभु|निज़ामुद्दीन औलिया|रामानंद|History_C6|30
37|मीराबाई के गुरु कौन माने जाते हैं?|कबीर|रैदास (संत रविदास)|रामानंद|नानक|रैदास (संत रविदास)|History_C6|30
38|सूफ़ी संत 'बाबा फ़रीद' का मज़ार कहाँ स्थित है?|दिल्ली|अजोधन (पाकिस्तान)|मुल्तान|लाहौर|अजोधन (पाकिस्तान)|History_C6|30
39|सूफ़ी संतों ने किस सामाजिक बुराई का विरोध किया?|गरीबी|असमानता और भेदभाव|व्यापार|राजनीति|असमानता और भेदभाव|History_C6|30
40|'तज़किरा' क्या है?|सूफ़ी संतों की जीवनी|धार्मिक ग्रंथ|शाही फरमान|सूफ़ी संगीत|सूफ़ी संतों की जीवनी|History_C6|30
41|सूफ़ी परंपरा में 'समा' क्या है?|शांत रहने की प्रथा|अध्यात्मिक संगीत और नृत्य|उपवास|गरीबों को भोजन देना|अध्यात्मिक संगीत और नृत्य|History_C6|30
42|किस अलवार संत ने कहा कि 'शिव और विष्णु एक ही हैं'?|अंडाल|तिरुप्पनाळवार|कुळशेखर|इनमें से कोई नहीं|कुळशेखर|History_C6|30
43|महाराष्ट्र के किस संत ने 'अभंग' नामक भक्ति गीत लिखे?|नामदेव|ज्ञानेश्वर|तुकाराम|चोखामेला|तुकाराम|History_C6|30
44|चिश्ती सिलसिले में 'शेख' किसे कहा जाता था?|बादशाह|सेनापति|संत (पीर)|व्यापारी|संत (पीर)|History_C6|30
45|भक्ति आंदोलन में 'निराकार' (निर्गुण) ईश्वर की पूजा करने वाले संत कौन थे?|कबीर और गुरु नानक|सूरदास और तुलसीदास|रामानुज और माधवाचार्य|चैतन्य महाप्रभु और शंकरदेव|कबीर और गुरु नानक|History_C6|30
