id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'राजा और विभिन्न वृत्तांत' नामक अध्याय मुख्य रूप से किस साम्राज्य से संबंधित है?|विजयनगर साम्राज्य|मुगल साम्राज्य|मौर्य साम्राज्य|गुप्त साम्राज्य|मुगल साम्राज्य|History_C9|30
2|मुगल काल के वृत्तांतों को क्या कहा जाता था?|इतिवृत्त (Chronicles)|अभिलेख|फ़रमान|तजकिरा|इतिवृत्त (Chronicles)|History_C9|30
3|मुगल बादशाह बाबर की आत्मकथा का क्या नाम है?|बाबरनामा|हुमायूँनामा|अकबरनामा|तुज़ुक-ए-जहाँगीरी|बाबरनामा|History_C9|30
4|बाबरनामा (Tuzuk-i-Baburi) किस भाषा में लिखी गई थी?|फ़ारसी|उर्दू|तुर्की (चग़ताई)|हिन्दी|तुर्की (चग़ताई)|History_C9|30
5|मुगल दरबार में वृत्तांत लिखने वाले लेखक आमतौर पर किस भाषा का प्रयोग करते थे?|संस्कृत|फ़ारसी|तुर्की|अरबी|फ़ारसी|History_C9|30
6|अकबरनामा (Akbarnama) का लेखक कौन था?|बाबर|अबुल फजल|बदायूंनी|फैज़ी|अबुल फजल|History_C9|30
7|अकबरनामा कितने भागों (Daftars) में विभाजित है?|दो|तीन|चार|पाँच|तीन|History_C9|30
8|अकबरनामा का तीसरा भाग किस नाम से जाना जाता है?|बाबरनामा|आइना-ए-अकबरी|हुमायूँनामा|तारीख़-ए-अकबरी|आइना-ए-अकबरी|History_C9|30
9|किस मुगल बादशाह ने वृत्तांत लेखन को प्रोत्साहित किया?|बाबर|हुमायूँ|अकबर|औरंगजेब|अकबर|History_C9|30
10|मुगल वृत्तांतों में 'प्रकाश की किरण' या 'दैवीय प्रकाश' के सिद्धांत का प्रयोग किस शासक के लिए किया गया?|बाबर|हुमायूँ|अकबर|शाहजहाँ|अकबर|History_C9|30
11|दैवीय प्रकाश (Farr-i-Izadi) का सिद्धांत किसने विकसित किया?|अबुल फजल|बदायूंनी|ईरानी सूफी सिद्धांत|टोडरमल|अबुल फजल|History_C9|30
12|मुगल विचारधारा में 'सुलह-ए-कुल' (Sulh-i-Kul) का क्या अर्थ है?|पूर्ण शांति|सार्वभौमिक शांति|धार्मिक कट्टरता|सैनिक गठबंधन|सार्वभौमिक शांति|History_C9|30
13|सुलह-ए-कुल के विचार को किस मुगल सम्राट ने बढ़ावा दिया?|बाबर|हुमायूँ|अकबर|जहाँगीर|अकबर|History_C9|30
14|मुगल काल में बादशाह को 'जनता का चरवाहा' क्यों कहा जाता था?|वह भेड़ें चराता था|वह सभी धर्मों के लोगों की रक्षा करता था|वह किसानों का शोषण करता था|वह केवल युद्ध करता था|वह सभी धर्मों के लोगों की रक्षा करता था|History_C9|30
15|अबुल फजल ने राज्य को किस रूप में परिभाषित किया?|केवल सैन्य शक्ति|दैवीय शक्ति का अवतार|केवल राजा का निवास|धार्मिक केंद्र|दैवीय शक्ति का अवतार|History_C9|30
16|मुगल दरबार में बैठने का सबसे महत्वपूर्ण नियम क्या था?|राजा से हाथ मिलाना|राजा से झुककर अभिवादन करना|राजा के सिंहासन से दूरी|उपहार देना|राजा के सिंहासन से दूरी|History_C9|30
17|मुगल काल में 'झरोखा दर्शन' (Jharokha Darshan) की प्रथा किसने शुरू की?|बाबर|हुमायूँ|अकबर|शाहजहाँ|अकबर|History_C9|30
18|मुगल दरबार में 'चार तस्लीम' क्या था?|चार प्रकार के उपहार|झुकर अभिवादन करने की एक विधि|चार प्रकार के वस्त्र|चार प्रमुख मंत्री|झुकर अभिवादन करने की एक विधि|History_C9|30
19|मुगल काल में 'पादशाह' (Padshah) शब्द का अर्थ क्या है?|उत्तरी राजा|पूर्व का शासक|स्वामी या राजा|सैनिक प्रमुख|स्वामी या राजा|History_C9|30
20|मुगल कला में सबसे महत्वपूर्ण चित्रण किस बात का होता था?|राजा और दरबार|किसान जीवन|जंगल और शिकार|धार्मिक संत|राजा और दरबार|History_C9|30
21|किस मुगल सम्राट ने चित्रकला के विकास को अत्यधिक प्रोत्साहित किया?|बाबर|हुमायूँ|अकबर|औरंगजेब|अकबर|History_C9|30
22|मुगल चित्रकला में 'न्याय की अवधारणा' को किस रूप में दर्शाया गया है?|शेर और बकरी का एक साथ रहना|तराजू|केवल राजा का चित्रण|युद्ध का मैदान|शेर और बकरी का एक साथ रहना|History_C9|30
23|मुगल दरबार में सबसे अधिक मांग वाली 'कीमती वस्तु' कौन सी थी?|सोना|चित्रित पांडुलिपियाँ|हीरे|घोड़े|चित्रित पांडुलिपियाँ|History_C9|30
24|जहाँगीर की आत्मकथा का क्या नाम है?|बाबरनामा|तुज़ुक-ए-जहाँगीरी|आइना-ए-जहाँगीरी|पादशाहनामा|तुज़ुक-ए-जहाँगीरी|History_C9|30
25|शाहजहाँ के शासनकाल का आधिकारिक इतिहास (क्रॉनिकल) कौन सा है?|शाहजहाँनामा|पादशाहनामा|आलमगीरनामा|मुंतखब-उल-लुबाब|पादशाहनामा|History_C9|30
26|मुगल काल में 'तुलदान' (Tuladan) क्या था?|सोना तौलना|राजा को उसके वजन के बराबर तौलना|एक प्रकार का कर|राजस्व का संग्रह|राजा को उसके वजन के बराबर तौलना|History_C9|30
27|मुगल काल में 'जमा' (Jama) क्या था?|वास्तविक राजस्व संग्रह|निर्धारित राजस्व राशि|एक प्रकार का जुर्माना|उपहार की राशि|निर्धारित राजस्व राशि|History_C9|30
28|मुगल काल में 'हासिल' (Hasil) क्या था?|निर्धारित राजस्व राशि|वास्तविक राजस्व संग्रह|साम्राज्य की इकाई|सैनिकों की संख्या|वास्तविक राजस्व संग्रह|History_C9|30
29|मुगल दरबार में 'मीना बाजार' (Mina Bazaar) की परंपरा किसने शुरू की थी?|बाबर|हुमायूँ|अकबर|जहाँगीर|अकबर|History_C9|30
30|मुगल दरबार में 'तख़्त-ए-ताऊस' (मयूर सिंहासन) का निर्माण किसने करवाया था?|अकबर|जहाँगीर|शाहजहाँ|औरंगजेब|शाहजहाँ|History_C9|30
31|किस मुगल बादशाह को 'जिंदा पीर' (Living Saint) कहा जाता था?|अकबर|शाहजहाँ|औरंगजेब|बाबर|औरंगजेब|History_C9|30
32|मुगल काल में 'खुतबा' (Khutbah) क्या था?|शाही सिक्का|शुक्रवार की नमाज में राजा का नाम पढ़ना|एक प्रकार का कर|शाही वस्त्र|शुक्रवार की नमाज में राजा का नाम पढ़ना|History_C9|30
33|मुगल अभिलेखों में 'तवारीख़' (Tarikh) शब्द का अर्थ क्या है?|राजा का नाम|इतिहास या समय|प्रशासनिक नियम|सैनिक शक्ति|इतिहास या समय|History_C9|30
34|मुगल दरबार में 'कदम चूमी' (Kissing the ground) की प्रथा किसके शासनकाल में शुरू हुई?|बाबर|हुमायूँ|शाहजहाँ|औरंगजेब|शाहजहाँ|History_C9|30
35|मुगल इतिहास में 'शब-ए-बारात' (Shab-e-Barat) किस प्रकार का त्योहार था?|सैन्य विजय|धार्मिक त्योहार|राज्याभिषेक|शाही दावत|धार्मिक त्योहार|History_C9|30
36|मुगल दरबार में इस्तेमाल किए जाने वाले 'कुर्सी' शब्द का क्या अर्थ था?|सिंहासन|वंशावली|शाही आदेश|दरबार में पद|वंशावली|History_C9|30
37|अकबर के शासनकाल में 'इबादतखाना' (Ibadat Khana) कहाँ स्थित था?|दिल्ली|आगरा|फ़तेहपुर सीकरी|लाहौर|फ़तेहपुर सीकरी|History_C9|30
38|'इबादतखाना' का उपयोग किसलिए किया जाता था?|सैन्य बैठकें|धार्मिक चर्चाएँ|व्यापारिक केंद्र|सरकारी कार्यालय|धार्मिक चर्चाएँ|History_C9|30
39|मुगल काल में 'दीवान-ए-आम' (Diwan-i-Aam) का उपयोग किसलिए किया जाता था?|निजी बैठकें|आम जनता की शिकायतें सुनना|सैन्य अभ्यास|धार्मिक प्रार्थना|आम जनता की शिकायतें सुनना|History_C9|30
40|मुगल काल में 'दीवान-ए-खास' (Diwan-i-Khas) का उपयोग किसलिए किया जाता था?|आम जनता की शिकायतें सुनना|विशेष मंत्री और कुलीनों से चर्चा|शाही खजाना|शाही भोजन|विशेष मंत्री और कुलीनों से चर्चा|History_C9|30
