id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'विभाजन को समझना' नामक अध्याय मुख्य रूप से किस घटना पर केंद्रित है?|1857 का विद्रोह|बंगाल का विभाजन|भारत का विभाजन|जलियाँवाला बाग हत्याकांड|भारत का विभाजन|History_C14|30
2|भारत का विभाजन कब हुआ?|1945 ई.|1947 ई.|1950 ई.|1952 ई.|1947 ई.|History_C14|30
3|भारत के विभाजन का मुख्य आधार क्या था?|भाषा|जाति|धर्म|क्षेत्र|धर्म|History_C14|30
4|द्वि-राष्ट्र सिद्धांत (Two-Nation Theory) किसने दिया था?|महात्मा गाँधी|जवाहरलाल नेहरू|मुहम्मद अली जिन्ना|मौलाना अबुल कलाम आज़ाद|मुहम्मद अली जिन्ना|History_C14|30
5|मुस्लिम लीग की स्थापना कब हुई थी?|1905 ई.|1906 ई.|1909 ई.|1916 ई.|1906 ई.|History_C14|30
6|मुस्लिम लीग ने 'प्रत्यक्ष कार्रवाई दिवस' (Direct Action Day) कब मनाया था?|16 अगस्त 1946|16 मई 1946|15 अगस्त 1947|22 मार्च 1940|16 अगस्त 1946|History_C14|30
7|'प्रत्यक्ष कार्रवाई दिवस' का मुख्य उद्देश्य क्या था?|गाँधीजी से मिलना|कैबिनेट मिशन का समर्थन|अलग मुस्लिम राष्ट्र की माँग मनवाना|ब्रिटिश शासन का विरोध|अलग मुस्लिम राष्ट्र की माँग मनवाना|History_C14|30
8|किस ब्रिटिश प्रधानमंत्री ने भारत को स्वतंत्रता देने की घोषणा की थी?|विंस्टन चर्चिल|क्लीमेंट एटली|नेविल चेम्बरलेन|हैरॉल्ड विल्सन|क्लीमेंट एटली|History_C14|30
9|भारत के अंतिम वायसराय कौन थे?|लॉर्ड वेवेल|लॉर्ड माउंटबेटन|लॉर्ड कैनिंग|लॉर्ड इरविन|लॉर्ड माउंटबेटन|History_C14|30
10|'कैबिनेट मिशन' भारत कब आया था?|1942 ई.|1945 ई.|1946 ई.|1947 ई.|1946 ई.|History_C14|30
11|कैबिनेट मिशन का मुख्य उद्देश्य क्या था?|भारत का विभाजन|संविधान निर्माण के लिए रूपरेखा तैयार करना|आर्थिक सुधार|सैन्य सुधार|संविधान निर्माण के लिए रूपरेखा तैयार करना|History_C14|30
12|किस वर्ष मुस्लिम लीग ने 'पाकिस्तान' प्रस्ताव पारित किया था?|1930 ई.|1940 ई.|1942 ई.|1946 ई.|1940 ई.|History_C14|30
13|पाकिस्तान प्रस्ताव कहाँ पारित हुआ था?|दिल्ली|लाहौर|कराची|ढाका|लाहौर|History_C14|30
14|'रेडक्लिफ रेखा' (Radcliffe Line) किन दो देशों के बीच की सीमा रेखा है?|भारत और चीन|भारत और पाकिस्तान|भारत और बांग्लादेश|भारत और म्यांमार|भारत और पाकिस्तान|History_C14|30
15|रेडक्लिफ रेखा का निर्धारण किसने किया था?|लॉर्ड माउंटबेटन|सर सिरिल रेडक्लिफ|जवाहरलाल नेहरू|मुहम्मद अली जिन्ना|सर सिरिल रेडक्लिफ|History_C14|30
16|विभाजन के समय पंजाब और बंगाल में सबसे अधिक क्या देखने को मिला?|आर्थिक विकास|सांप्रदायिक हिंसा|शिक्षा का प्रसार|शांतिपूर्ण समझौता|सांप्रदायिक हिंसा|History_C14|30
17|विभाजन के दौरान महिलाओं के साथ हुई त्रासदी का एक प्रमुख कारण क्या था?|सामूहिक विस्थापन|सामूहिक बलात्कार और अपहरण|राजनीतिक उदासीनता|आर्थिक असमानता|सामूहिक बलात्कार और अपहरण|History_C14|30
18|विभाजन के कारण कितने लोग विस्थापित हुए थे?|लगभग 10 लाख|लगभग 50 लाख|80 लाख से अधिक|2 करोड़ से अधिक|80 लाख से अधिक|History_C14|30
19|विभाजन के तुरंत बाद भारत और पाकिस्तान के बीच किस समस्या पर विवाद शुरू हुआ?|व्यापार|नदी जल|कश्मीर|सीमा सुरक्षा|कश्मीर|History_C14|30
20|मुहम्मद अली जिन्ना का शुरुआती राजनीतिक रुख कैसा था?|मुस्लिमों के लिए अलग देश की मांग|हिंदू-मुस्लिम एकता के समर्थक|ब्रिटिश शासन का समर्थन|केवल आर्थिक सुधार|हिंदू-मुस्लिम एकता के समर्थक|History_C14|30
21|किस कांग्रेस नेता ने विभाजन का सबसे कड़ा विरोध किया था?|जवाहरलाल नेहरू|सरदार वल्लभभाई पटेल|मौलाना अबुल कलाम आज़ाद|सी. राजगोपालाचारी|मौलाना अबुल कलाम आज़ाद|History_C14|30
22|'खुदाई खिदमतगार' (Khudai Khidmatgar) नामक संगठन का नेतृत्व किसने किया था, जिसने विभाजन का विरोध किया?|मुहम्मद अली जिन्ना|खान अब्दुल गफ्फार खान|सैयद अहमद खान|मौलाना आजाद|खान अब्दुल गफ्फार खान|History_C14|30
23|भारत के विभाजन के समय महात्मा गाँधी कहाँ थे?|दिल्ली|नोआखली (बंगाल)|साबरमती आश्रम|पुणे|नोआखली (बंगाल)|History_C14|30
24|विभाजन के दौरान हुए सांप्रदायिक दंगों की रिपोर्टिंग करने वाले एक प्रमुख पत्रकार कौन थे?|खुशवंत सिंह|सआदत हसन मंटो|अमृता प्रीतम|उपरोक्त सभी|उपरोक्त सभी|History_C14|30
25|विभाजन के परिणामस्वरूप भारतीय संविधान सभा में किस चुनौती का सामना करना पड़ा?|रियासतों का एकीकरण|सांप्रदायिक प्रतिनिधित्व|भाषा की समस्या|न्यायपालिका का गठन|रियासतों का एकीकरण|History_C14|30
26|'सरहद का गांधी' (Frontier Gandhi) किसे कहा जाता है?|मुहम्मद अली जिन्ना|खान अब्दुल गफ्फार खान|डॉ. राजेंद्र प्रसाद|बहादुर शाह ज़फ़र|खान अब्दुल गफ्फार खान|History_C14|30
27|विभाजन को 'इतिहास की सबसे बड़ी त्रासदी' किसने कहा है?|लॉर्ड माउंटबेटन|पंडित नेहरू|खुशवंत सिंह|लॉर्ड एटली|खुशवंत सिंह|History_C14|30
28|विभाजन के बाद भारत और पाकिस्तान को अपनी आबादी को कौन से दो भागों में विभाजित करना पड़ा?|हिंदू और मुस्लिम|मुस्लिम और गैर-मुस्लिम|भारतीय और पाकिस्तानी|बंगाली और पंजाबी|मुस्लिम और गैर-मुस्लिम|History_C14|30
29|विभाजन के समय पंजाब में किस भाषा को बोलने वाले लोग अधिक प्रभावित हुए?|उर्दू|पंजाबी|हिंदी|सिंधी|पंजाबी|History_C14|30
30|मुस्लिम लीग ने किस गोलमेज सम्मेलन (Round Table Conference) में भाग लिया था?|प्रथम|द्वितीय|तीनों में|किसी में नहीं|तीनों में|History_C14|30
31|किस ब्रिटिश राजनेता ने 'विभाजन की आवश्यकता' पर जोर दिया था?|लॉर्ड माउंटबेटन|विंस्टन चर्चिल|सर सिरिल रेडक्लिफ|क्लीमेंट एटली|लॉर्ड माउंटबेटन|History_C14|30
32|पाकिस्तान के प्रथम गवर्नर-जनरल कौन थे?|लियाकत अली खान|मुहम्मद अली जिन्ना|फजलुल हक|जुल्फिकार अली भुट्टो|मुहम्मद अली जिन्ना|History_C14|30
33|विभाजन के बाद महिलाओं की सुरक्षा के लिए भारत सरकार ने कौन सा कदम उठाया था?|विशेष पुलिस बल की स्थापना|पुनर्वास गृहों का निर्माण|अपहरण की गई महिलाओं की वापसी|उपरोक्त सभी|उपरोक्त सभी|History_C14|30
34|1940 में पाकिस्तान प्रस्ताव में 'पाकिस्तान' शब्द का प्रयोग किसने किया था?|मुहम्मद अली जिन्ना|रहमत अली|लियाकत अली खान|फजलुल हक|रहमत अली|History_C14|30
35|मुस्लिम लीग ने 'मुक्ति दिवस' (Day of Deliverance) कब मनाया था?|1937 में प्रांतीय चुनाव हारने के बाद|1939 में कांग्रेस मंत्रिमंडलों के इस्तीफे के बाद|1940 में पाकिस्तान प्रस्ताव के बाद|1946 में कैबिनेट मिशन की विफलता के बाद|1939 में कांग्रेस मंत्रिमंडलों के इस्तीफे के बाद|History_C14|30
36|विभाजन के समय, किस भारतीय रियासत के शासक ने भारत में शामिल होने से इनकार कर दिया था?|मैसूर|जूनागढ़|भोपाल|पटियाला|जूनागढ़|History_C14|30
37|विभाजन के दौरान 'पूरब' में किस प्रांत का विभाजन हुआ?|पंजाब|बंगाल|उत्तर प्रदेश|बिहार|बंगाल|History_C14|30
38|'कम्युनल अवार्ड' (Communal Award) की घोषणा किसने की थी?|लॉर्ड इरविन|रेमसे मैकडोनाल्ड|लॉर्ड माउंटबेटन|विंस्टन चर्चिल|रेमसे मैकडोनाल्ड|History_C14|30
39|विभाजन के बाद सांप्रदायिक हिंसा का एक प्रमुख केंद्र कौन सा शहर था?|लाहौर|कलकत्ता|दिल्ली|उपरोक्त सभी|उपरोक्त सभी|History_C14|30
40|'द ग्रेट डिवाइड' (The Great Divide) नामक वाक्यांश किस घटना को संदर्भित करता है?|बंगाल का विभाजन|भारत का विभाजन|1857 का विद्रोह|असहयोग आंदोलन|भारत का विभाजन|History_C14|30
41|विभाजन के बाद भारत के पहले प्रधानमंत्री कौन बने?|सरदार पटेल|जवाहरलाल नेहरू|बी.आर. अम्बेडकर|सी. राजगोपालाचारी|जवाहरलाल नेहरू|History_C14|30
42|1946 में 'अंतरिम सरकार' (Interim Government) का गठन किसके नेतृत्व में हुआ था?|मुहम्मद अली जिन्ना|जवाहरलाल नेहरू|महात्मा गाँधी|सरदार वल्लभभाई पटेल|जवाहरलाल नेहरू|History_C14|30
43|विभाजन के समय 'दंगा' शब्द का प्रयोग किसके लिए किया जाता था?|ब्रिटिश शासन के विरुद्ध विद्रोह|सांप्रदायिक हिंसा|किसान आंदोलन|शहरी हड़ताल|सांप्रदायिक हिंसा|History_C14|30
44|विभाजन के समय बंगाल में हिंदू और मुस्लिम जनसंख्या का वितरण कैसा था?|पूरी तरह से अलग|समान रूप से मिश्रित|मुस्लिम पूर्वी भाग में अधिक और हिंदू पश्चिमी भाग में अधिक|हिंदू पूर्वी भाग में अधिक और मुस्लिम पश्चिमी भाग में अधिक|मुस्लिम पूर्वी भाग में अधिक और हिंदू पश्चिमी भाग में अधिक|History_C14|30
