id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'The Artist' is a...|poem|essay|short story|drama|short story|English_C6|30
2|Who is the author of the short story 'The Artist'?|Bertrand Russell|Shiga Naoya|H.E. Bates|Pearl S. Buck|Shiga Naoya|English_C6|30
3|Shiga Naoya is a celebrated ______ short-story writer.|Chinese|Indian|Japanese|Malaysian|Japanese|English_C6|30
4|Who is the main character of 'The Artist'?|Seibei|An old woman|A curio dealer|A teacher|Seibei|English_C6|30
5|How old was Seibei?|Ten years old|Eleven years old|Twelve years old|Thirteen years old|Twelve years old|English_C6|30
6|What was Seibei's hobby?|Collecting stamps|Collecting coins|Collecting gourds|Collecting pictures|Collecting gourds|English_C6|30
7|Seibei lived in a...|village|harbour town|capital city|small hut|harbour town|English_C6|30
8|What would Seibei do as soon as he got home from school?|He would watch TV|He would do his homework|He would go out to play|He would start working on his gourds|He would start working on his gourds|English_C6|30
9|What did Seibei apply to the gourds to get the skin off?|Tea leaves|Sake|Water|Polish|Tea leaves|English_C6|30
10|What did Seibei's father work as?|A teacher|A carpenter|A farmer|A blacksmith|A carpenter|English_C6|30
11|What was his father's reaction to his hobby?|He supported him|He was indifferent|He was angry and disapproved|He was proud of him|He was angry and disapproved|English_C6|30
12|One day, Seibei bought a ______ inch gourd from an old woman.|five|six|seven|four|five|English_C6|30
13|How much did Seibei pay for the gourd?|Five sen|Ten sen|Fifteen sen|Twenty sen|Ten sen|English_C6|30
14|Where was Seibei caught polishing his gourd?|At home|In the market|At school|In the playground|At school|English_C6|30
15|During which class was Seibei caught?|Maths|History|Ethics|Science|Ethics|English_C6|30
16|What did the teacher do with the confiscated gourd?|He threw it away|He gave it to an old porter|He returned it to Seibei|He sold it himself|He gave it to an old porter|English_C6|30
17|What was Seibei's father's reaction when the teacher complained?|He laughed|He beat Seibei|He ignored the teacher|He defended his son|He beat Seibei|English_C6|30
18|What did Seibei's father do to all his finished gourds?|He sold them|He displayed them|He smashed them to pieces|He gave them away|He smashed them to pieces|English_C6|30
19|The porter sold the confiscated gourd to a curio-dealer for...|20 yen|30 yen|40 yen|50 yen|50 yen|English_C6|30
20|How much did the curio-dealer sell the gourd for to a wealthy collector?|100 yen|300 yen|500 yen|600 yen|600 yen|English_C6|30
21|The teacher who confiscated the gourd came from a different...|city|part of Japan|country|school|part of Japan|English_C6|30
22|What new hobby did Seibei take up after the incident?|Collecting stamps|Painting pictures|Playing the guitar|Reading books|Painting pictures|English_C6|30
