id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'I Have a Dream' is a speech delivered by...|Mahatma Gandhi|Nelson Mandela|Martin Luther King Jr.|Abraham Lincoln|Martin Luther King Jr.|English_C4|30
2|When and where was this famous speech delivered?|On the steps of the Lincoln Memorial in Washington D.C. in 1963|In front of the White House in 1965|At the United Nations in 1960|In Atlanta, Georgia in 1968|On the steps of the Lincoln Memorial in Washington D.C. in 1963|English_C4|30
3|Martin Luther King Jr. was a leader in which movement?|The American Civil Rights Movement|The Indian Independence Movement|The Anti-Apartheid Movement|The Women's Suffrage Movement|The American Civil Rights Movement|English_C4|30
4|The speech 'I Have a Dream' is about the dream of...|personal wealth and fame|a world without poverty|freedom and justice for African Americans|American world domination|freedom and justice for African Americans|English_C4|30
5|Martin Luther King Jr. was born in...|1929|1939|1949|1919|1929|English_C4|30
6|Martin Luther King Jr. was assassinated in...|1968|1978|1958|1988|1968|English_C4|30
7|King was the youngest person to receive the...|Nobel Peace Prize|Pulitzer Prize|Booker Prize|Oscar Award|Nobel Peace Prize|English_C4|30
8|The speech begins by referencing the...|Declaration of Independence|Emancipation Proclamation|US Constitution|Bill of Rights|Emancipation Proclamation|English_C4|30
9|What did the Emancipation Proclamation promise?|To free the slaves in the Confederacy|To give all Americans the right to vote|To end segregation in schools|To establish equal pay for equal work|To free the slaves in the Confederacy|English_C4|30
10|'One hundred years later, the Negro is still not free.' This line highlights the problem of...|poverty|unemployment|racial injustice|political instability|racial injustice|English_C4|30
11|King uses the metaphor of a 'bad check' to describe...|the broken promises of America to its black citizens|a financial crisis|a personal debt|a failed business deal|the broken promises of America to its black citizens|English_C4|30
12|What does the 'bad check' come back marked as?|'Sufficient funds'|'Payment stopped'|'Insufficient funds'|'Account closed'|'Insufficient funds'|English_C4|30
13|King believes that the 'Bank of Justice' is not...|bankrupt|open for business|fair to all|managed well|bankrupt|English_C4|30
14|'Now is the time to make real the promises of democracy.' This line is a call for...|gradual change|immediate action|violent protest|political compromise|immediate action|English_C4|30
15|What does King warn his people against?|Using hatred and violence|Trusting the white moderates|Giving up the struggle|Asking for too much at once|Using hatred and violence|English_C4|30
16|'Let us not seek to satisfy our thirst for freedom by drinking from the cup of bitterness and hatred.' This is an appeal for...|peaceful and dignified protest|violent revolution|economic boycott|political negotiation|peaceful and dignified protest|English_C4|30
17|King says the struggle must be conducted on the high plane of...|dignity and discipline|anger and frustration|political power|economic strength|dignity and discipline|English_C4|30
18|The speech repeatedly uses the phrase...|'I have a dream'|'Freedom and justice'|'We shall overcome'|'Black lives matter'|'I have a dream'|English_C4|30
19|What is King's dream deeply rooted in?|The American Dream|The socialist ideology|The capitalist system|The globalist agenda|The American Dream|English_C4|30
20|King dreams of a day when his four little children will be judged by...|the color of their skin|the content of their character|their family background|their wealth and possessions|the content of their character|English_C4|30
21|Which state does King mention as 'a state sweltering with the heat of injustice and oppression'?|Georgia|Alabama|Mississippi|Louisiana|Mississippi|English_C4|30
22|In his dream, what will Mississippi be transformed into?|An oasis of freedom and justice|A desert of despair|A land of industrial growth|A state of political power|An oasis of freedom and justice|English_C4|30
23|'With this faith, we will be able to hew out of the mountain of despair a stone of hope.' This is an example of...|metaphor|simile|personification|alliteration|metaphor|English_C4|30
24|King's speech is a powerful example of...|rhetoric and oratory|journalistic writing|historical fiction|scientific analysis|rhetoric and oratory|English_C4|30
