id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'The Soldier' is a...|love poem|war poem|nature poem|dramatic monologue|war poem|English_C17|30
2|Who is the poet of 'The Soldier'?|Walter de la Mare|T.S. Eliot|W.B. Yeats|Rupert Brooke|Rupert Brooke|English_C17|30
3|'The Soldier' is a ______ poem.|sonnet|lyric|ballad|epic|sonnet|English_C17|30
4|How many lines does a sonnet have?|Ten|Twelve|Fourteen|Sixteen|Fourteen|English_C17|30
5|The speaker in the poem is a...|doctor|teacher|sailor|soldier|soldier|English_C17|30
6|What country does the soldier belong to?|France|Germany|America|England|England|English_C17|30
7|If the soldier dies, he wants to be buried in...|his own country|a foreign land|the sea|a churchyard|a foreign land|English_C17|30
8|The soldier thinks that the corner of the foreign field where he is buried will be forever...|England|France|lost|forgotten|England|English_C17|30
9|What does the poet mean by 'a richer dust concealed'?|A wealthy person is buried there|The soil is very fertile|The dust of an English body is richer|A treasure is hidden there|The dust of an English body is richer|English_C17|30
10|What did England give to the soldier?|Life, flowers to love, and her ways to roam|Money and fame|A house and a car|Only a uniform|Life, flowers to love, and her ways to roam|English_C17|30
11|The soldier's body was 'washed by the rivers, blest by suns of...?'|home|the world|France|heaven|home|English_C17|30
12|The poem expresses the soldier's deep...|patriotism|hatred for the enemy|fear of death|desire to return home|patriotism|English_C17|30
13|The first part of the sonnet is called an...|octet (8 lines)|sestet (6 lines)|quatrain (4 lines)|couplet (2 lines)|octet (8 lines)|English_C17|30
14|The second part of the sonnet is called a...|octet (8 lines)|sestet (6 lines)|quatrain (4 lines)|couplet (2 lines)|sestet (6 lines)|English_C17|30
15|After his death, the soldier wants to give back to England...|his love|his thoughts and memories|his hatred for the enemy|his money|his thoughts and memories|English_C17|30
16|'A pulse in the eternal mind' refers to...|the soldier's beating heart|a memory living on in the universal consciousness|a signal from God|a historical record|a memory living on in the universal consciousness|English_C17|30
17|What does the soldier's heart, 'all evil shed away', become?|A part of England's heaven|Dust and ashes|A memory for his family|A symbol of war|A part of England's heaven|English_C17|30
18|The 'sights and sounds' and 'dreams happy as her day' were given to the soldier by...|his mother|his beloved|England|his friends|England|English_C17|30
19|What is the tone of the poem?|Angry and rebellious|Sad and melancholic|Patriotic and idealistic|Cynical and bitter|Patriotic and idealistic|English_C17|30
20|Rupert Brooke is often described as a ______ poet.|War|Romantic|Modernist|Metaphysical|War|English_C17|30
21|The poem was written during the early phase of...|World War II|The Vietnam War|The Crimean War|World War I|World War I|English_C17|30
22|Brooke died from...|a wound in battle|a disease (sepsis)|old age|a plane crash|a disease (sepsis)|English_C17|30
23|The 'foreign field' is a symbol of...|any place outside of England where the war is fought|a specific battlefield in France|the soldier's home|a place of peace|any place outside of England where the war is fought|English_C17|30
24|'Her flowers to love, her ways to roam'. Here 'Her' refers to...|the soldier's mother|the soldier's beloved|England|Nature|England|English_C17|30
25|The poem is a part of a sonnet sequence called...|1914|The Great War|In Flanders Fields|For the Fallen|1914|English_C17|30
