id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'Ode to Autumn' is a poem by...|W.H. Auden|Walt Whitman|John Donne|John Keats|John Keats|English_C15|30
2|John Keats was a ______ poet.|Metaphysical|Romantic|War|Modernist|Romantic|English_C15|30
3|The poem is addressed to the season of...|Spring|Summer|Autumn|Winter|Autumn|English_C15|30
4|Autumn is described as a 'season of mists and mellow...?'|sunshine|fruitfulness|showers|breezes|fruitfulness|English_C15|30
5|Autumn is the 'close bosom-friend' of the...|maturing sun|harvest moon|winter wind|spring rain|maturing sun|English_C15|30
6|What are the cottage-trees bending with?|Leaves|Flowers|Apples|Snow|Apples|English_C15|30
7|What are the vines loaded with?|Grapes|Flowers|Leaves|Birds|Grapes|English_C15|30
8|The poem is divided into how many stanzas?|Two|Three|Four|Five|Three|English_C15|30
9|Each stanza of the poem contains how many lines?|Ten|Eleven|Twelve|Fourteen|Eleven|English_C15|30
10|In the second stanza, Autumn is personified as a...|warrior|king|woman|child|woman|English_C15|30
11|Where can Autumn be found sitting carelessly?|On a river bank|On a granary floor|On a mountain top|In a forest|On a granary floor|English_C15|30
12|What is Autumn's hair 'soft-lifted' by?|The morning breeze|The winnowing wind|A gentle rain|Her own hand|The winnowing wind|English_C15|30
13|Autumn is also found 'sound asleep' on a...|half-reap'd furrow|bed of flowers|cloud|river|half-reap'd furrow|English_C15|30
14|What is Autumn watching by a 'cyder-press'?|The apples being crushed|The last oozings|The workers|The sunset|The last oozings|English_C15|30
15|In the third stanza, the poet asks, 'Where are the songs of...?'|Summer|Winter|Spring|Childhood|Spring|English_C15|30
16|The poet tells Autumn not to think of the songs of Spring because...|Autumn is not beautiful|Autumn has its own music|Spring is a sad season|The songs are forgotten|Autumn has its own music|English_C15|30
17|What provides the music of Autumn?|The wailful choir of small gnats|The chirping of crickets|The whistling of the robin|All of the above|All of the above|English_C15|30
18|The 'soft-dying day' is a reference to the...|morning|afternoon|sunset|night|sunset|English_C15|30
19|What kind of clouds 'bloom' the soft-dying day?|White clouds|Dark clouds|Rosy hue clouds|Rain clouds|Rosy hue clouds|English_C15|30
20|What are the 'stubble-plains'?|Fields covered in snow|Fields after the harvest|Plains full of flowers|Plains covered with trees|Fields after the harvest|English_C15|30
21|What kind of 'choir' do the small gnats make?|A joyful choir|A wailful choir|A loud choir|A silent choir|A wailful choir|English_C15|30
