id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|Who is the author of the prose piece 'Indian Civilization and Culture'?|Dr. Zakir Hussain|Mahatma Gandhi|Manohar Malgaonkar|Bertrand Russell|Mahatma Gandhi|English_C1|30
2|What is the main theme of 'Indian Civilization and Culture'?|A comparison of Indian and Western civilizations|The importance of industrialization|The history of the British Raj|The life of Mahatma Gandhi|A comparison of Indian and Western civilizations|English_C1|30
3|According to Gandhi, what is the distinguishing characteristic of modern civilization?|Moral elevation|Indefinite multiplicity of human wants|Spiritual awakening|Belief in a future state|Indefinite multiplicity of human wants|English_C1|30
4|What does Gandhi believe about the mind?|It is a restless bird|It is a source of peace|It is always satisfied|It is easy to control|It is a restless bird|English_C1|30
5|What did our ancestors dissuade us from?|Luxuries and pleasures|Hard work and labor|Spiritual pursuits|Education and learning|Luxuries and pleasures|English_C1|30
6|According to the essay, what is 'civilization' in the real sense of the term?|The multiplication of wants|The performance of duty and observance of morality|The pursuit of wealth|The adoption of Western culture|The performance of duty and observance of morality|English_C1|30
7|What does the Gujarati equivalent for 'civilization' mean?|Good conduct|Bad conduct|Intelligent conduct|Deliberate conduct|Good conduct|English_C1|30
8|What, according to Gandhi, has India's civilization and culture done?|It has been beaten in the world|It has elevated the moral being|It has encouraged materialism|It has become outdated|It has elevated the moral being|English_C1|30
9|What is the 'sheet anchor' of India's hope, according to the author?|Its ancient civilization|Its modern army|Its economic power|Its political leaders|Its ancient civilization|English_C1|30
10|What does Gandhi say about Western civilization?|It is fit to be copied by India|It is godless|It is based on spirituality|It promotes the well-being of all|It is godless|English_C1|30
11|Why did our ancestors set a limit to our indulgences?|Because they were unhappy|Because they saw that happiness was largely a mental condition|Because they were poor|Because they wanted us to suffer|Because they saw that happiness was largely a mental condition|English_C1|30
12|The charge against India is that her people are so...|uncivilized, ignorant and stolid|civilized and advanced|rich and powerful|lazy and unambitious|uncivilized, ignorant and stolid|English_C1|30
13|Gandhi says, 'We have had no system of life-corroding... what'?|Competition|Cooperation|Education|Religion|Competition|English_C1|30
14|What were our forefathers satisfied with?|Large cities|Big industries|Small villages|Foreign goods|Small villages|English_C1|30
15|What does 'plain living and high thinking' mean?|A simple life with noble thoughts|A luxurious life with simple thoughts|A simple life with simple thoughts|A luxurious life with noble thoughts|A simple life with noble thoughts|English_C1|30
16|What does Gandhi believe about the cities?|They are a snare and a useless encumbrance|They are the centers of progress|They are places of peace and quiet|They offer the best life|They are a snare and a useless encumbrance|English_C1|30
17|According to Gandhi, what is the tendency of Indian civilization?|To elevate the moral being|To propagate immorality|To encourage materialism|To destroy human life|To elevate the moral being|English_C1|30
18|What is the tendency of Western civilization?|To elevate the moral being|To propagate immorality|To believe in God|To base on spirituality|To propagate immorality|English_C1|30
19|Gandhi was a...|Politician|Spiritual leader|Politician more than a spiritual leader|Spiritual leader more than a politician|Spiritual leader more than a politician|English_C1|30
20|What is the 'golden fleece' mentioned in the text?|A symbol of wealth and power|A difficult thing to find|A mythological object|A type of Indian fabric|A difficult thing to find|English_C1|30
21|What does Gandhi advise India to do regarding Western civilization?|To copy it blindly|To shun it at all costs|To adapt it to Indian conditions|To ignore it completely|To shun it at all costs|English_C1|30
22|The world famous Attic civilization is in...|Greece|Italy|Spain|Portugal|Greece|English_C1|30
23|What, according to Gandhi, is the real happiness and health of man?|Wealth and luxury|The proper use of his hands and feet|Political power|Intellectual pursuits|The proper use of his hands and feet|English_C1|30
24|Gandhi says that 'A man is not necessarily happy because he is rich, or unhappy because he is...?'|poor|intelligent|strong|weak|poor|English_C1|30
25|What is the modern civilization the worship of?|Material|Brotherhood|Equality|Morality|Material|English_C1|30
26|'I am no hater of the...'|East|West|North|South|West|English_C1|30
