id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'The Earth' is a...|poem|essay|short story|play|short story|English_C9|30
2|Who is the author of the story 'The Earth'?|H.E. Bates|Germaine Greer|Dorothy L. Sayers|Shiga Naoya|H.E. Bates|English_C9|30
3|Who is the main character in 'The Earth'?|Johnson|Benjy|Florence|Mr. Sanders|Benjy|English_C9|30
4|What did the doctor advise Benjy's parents to let him do?|To keep him busy with some occupation|To send him to a special school|To give him medicine|To let him rest all day|To keep him busy with some occupation|English_C9|30
5|Benjy was considered to be...|very intelligent|cunning and wicked|simple-minded|a normal child|simple-minded|English_C9|30
6|What was the first thing Benjy's parents gave him to keep him occupied?|A piece of land|A dozen hens|A new book|Some toys|A dozen hens|English_C9|30
7|What did Benjy understand about the hens?|That they were for playing with|That they were for eating|That they lay eggs|That they were a nuisance|That they lay eggs|English_C9|30
8|Benjy's father, Johnson, was a...|carpenter|local preacher|shopkeeper|teacher|local preacher|English_C9|30
9|For many years, Benjy's parents saved the money from the eggs in a...|bank account|pass-book|piggy bank|cupboard|pass-book|English_C9|30
10|How old was Benjy when his parents gave him the pass-book?|18|21|25|30|21|English_C9|30
11|What did Benjy do with the money?|He bought a car|He bought more land|He gave it to his parents|He went on a trip|He bought more land|English_C9|30
12|Who was Florence?|Benjy's sister|Benjy's cousin|A girl who helped Benjy|A neighbor's daughter|A girl who helped Benjy|English_C9|30
13|What did Benjy's parents think of Florence?|They liked her|They thought she was ugly and unsuitable for Benjy|They were indifferent to her|They wanted Benjy to marry her immediately|They thought she was ugly and unsuitable for Benjy|English_C9|30
14|Benjy wanted to marry...|a girl of his parents' choice|a rich girl|Florence|a girl from the city|Florence|English_C9|30
15|After buying the land from Mr. Sanders, Benjy's parents expected him to...|give the land to them|thank them|share the profits|let them live on it|thank them|English_C9|30
16|What did Benjy do after his marriage?|He moved to a new city|He asked his parents to move out of the front room|He sold all the hens|He stopped working|He asked his parents to move out of the front room|English_C9|30
17|The story is about the...|laziness of a simple man|growth of a simple-minded boy into a ruthless man|love between parents and a child|life of a farmer|growth of a simple-minded boy into a ruthless man|English_C9|30
18|What was the name of the man from whom Johnson had rented the land for forty years?|Sanders|Williams|Thomas|Roberts|Sanders|English_C9|30
19|In the end, what did Benjy do to his parents?|He built them a new house|He took them on a pilgrimage|He drove them out of their own house|He gave them a lot of money|He drove them out of their own house|English_C9|30
