id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|Who is the author of the essay 'Ideas That Have Helped Mankind'?|Mahatma Gandhi|Dr. Zakir Hussain|Bertrand Russell|Shiga Naoya|Bertrand Russell|English_C5|30
2|Bertrand Russell was a philosopher, historian, and...|mathematician|scientist|artist|musician|mathematician|English_C5|30
3|According to Russell, what were the two broad categories of ideas that have helped mankind?|Knowledge and technique; moral and political|Scientific and artistic|Economic and social|Religious and philosophical|Knowledge and technique; moral and political|English_C5|30
4|What was the most important and difficult step in the progress of early man?|The invention of the wheel|The discovery of fire|The utilization of language|The beginning of agriculture|The utilization of language|English_C5|30
5|What, according to Russell, was one of the major benefits of the discovery of fire?|It provided light at night|It was used for cooking and providing warmth|It was used to frighten away wild animals|It was used in religious rituals|It was used for cooking and providing warmth|English_C5|30
6|The domestication of animals was initially for...|transportation|food and milk|religious sacrifices|companionship|food and milk|English_C5|30
7|What invention, according to Russell, was a prerequisite for the dawn of history?|The art of writing|The invention of the printing press|The development of agriculture|The use of metals|The art of writing|English_C5|30
8|Russell argues that in prehistoric times, man's survival was...|easy and secure|precarious and difficult|dependent on technology|based on social cooperation|precarious and difficult|English_C5|30
9|What was the primary concern of early humans?|Acquiring knowledge|Seeking pleasure|Gaining security|Building communities|Gaining security|English_C5|30
10|According to the essay, what idea was born of fear?|Religion|Morality|Politics|Science|Religion|English_C5|30
11|Which of the following does Russell consider more important for human happiness?|Conquest of nature|Moral progress|Technological advancement|Political stability|Moral progress|English_C5|30
12|The development of agriculture was a significant step because it...|made life more settled|increased the population|led to the creation of cities|All of the above|All of the above|English_C5|30
13|What does Russell say about congenital skills in humans?|Humans have many congenital skills|Humans have fewer congenital skills than animals|Humans and animals have the same number of congenital skills|Congenital skills are not important for humans|Humans have fewer congenital skills than animals|English_C5|30
14|What skill, acquired through intelligence, played a crucial role in human evolution?|The ability to fly|The ability to swim across oceans|The ability to pass on knowledge and skills to the next generation|The ability to communicate with animals|The ability to pass on knowledge and skills to the next generation|English_C5|30
15|Bertrand Russell was awarded the Nobel Prize in Literature in...|1945|1950|1955|1960|1950|English_C5|30
16|According to Russell, the ideas that have helped mankind have been mainly concerned with...|increasing the population|decreasing the population|controlling the population|studying the population|increasing the population|English_C5|30
17|What is the 'moral' idea that Russell emphasizes?|The idea of universal brotherhood|The idea that all men are equal|The idea that we should love our neighbor|The idea that the group is more important than the individual|The idea of universal brotherhood|English_C5|30
18|Russell believes that the progress of mankind depends on...|cooperation|competition|conflict|individualism|cooperation|English_C5|30
19|What is the role of 'forethought' in human progress?|It is not important|It is a major source of worry and trouble|It allows humans to plan for the future and avoid dangers|It is a characteristic of animals, not humans|It allows humans to plan for the future and avoid dangers|English_C5|30
20|The taming of domestic animals made life...|more pleasant and more secure|more difficult|more dangerous|less productive|more pleasant and more secure|English_C5|30
21|According to Russell, what is the greatest challenge facing mankind in the modern world?|Poverty and hunger|War and conflict|Overpopulation|Environmental pollution|War and conflict|English_C5|30
22|The author points out that the utilization of _____ was a milestone in human progress.|fire|water|language|stone|language|English_C5|30
