id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|विश्व में सर्वाधिक जनसंख्या किस महाद्वीप में निवास करती है?|अफ्रीका|एशिया|यूरोप|उत्तरी अमेरिका|एशिया|Geography_C2|30
2|जनसंख्या वितरण को प्रभावित करने वाला भौगोलिक कारक कौन सा है?|जल की उपलब्धता|खनिज|नगरीकरण|औद्योगीकरण|जल की उपलब्धता|Geography_C2|30
3|विश्व में सबसे अधिक जनसंख्या वाला देश कौन सा है?|भारत|चीन|संयुक्त राज्य अमेरिका|इंडोनेशिया|भारत|Geography_C2|30
4|किसी क्षेत्र की कुल जनसंख्या को कुल क्षेत्रफल से विभाजित करने पर क्या प्राप्त होता है?|जनसंख्या वृद्धि|जनसंख्या घनत्व|लिंगानुपात|साक्षरता दर|जनसंख्या घनत्व|Geography_C2|30
5|निम्नलिखित में से कौन सा विरल जनसंख्या वाला क्षेत्र नहीं है?|अटाकामा मरुस्थल|भूमध्यरेखीय प्रदेश|दक्षिण-पूर्वी एशिया|ध्रुवीय प्रदेश|दक्षिण-पूर्वी एशिया|Geography_C2|30
6|जनसंख्या वृद्धि का मुख्य कारण क्या है?|जन्म दर और मृत्यु दर में अंतर|केवल उच्च जन्म दर|केवल निम्न मृत्यु दर|प्रवास|जन्म दर और मृत्यु दर में अंतर|Geography_C2|30
7|जनांकिकीय संक्रमण सिद्धांत (Demographic Transition Theory) की पहली अवस्था में क्या होता है?|उच्च जन्म दर और उच्च मृत्यु दर|निम्न जन्म दर और निम्न मृत्यु दर|उच्च जन्म दर और निम्न मृत्यु दर|निम्न जन्म दर और उच्च मृत्यु दर|उच्च जन्म दर और उच्च मृत्यु दर|Geography_C2|30
8|'प्रवास' (Migration) का क्या अर्थ है?|लोगों का एक स्थान से दूसरे स्थान पर जाना|जन्म दर में वृद्धि|मृत्यु दर में कमी|जनसंख्या का स्थिर होना|लोगों का एक स्थान से दूसरे स्थान पर जाना|Geography_C2|30
9|लोगों को अपना निवास स्थान छुड़वाने वाले कारक क्या कहलाते हैं?|अपकर्ष कारक (Pull factors)|प्रतिकर्ष कारक (Push factors)|आर्थिक कारक|सामाजिक कारक|प्रतिकर्ष कारक (Push factors)|Geography_C2|30
10|लोगों को किसी स्थान पर आकर्षित करने वाले कारक क्या कहलाते हैं?|अपकर्ष कारक (Pull factors)|प्रतिकर्ष कारक (Push factors)|भौगोलिक कारक|सांस्कृतिक कारक|अपकर्ष कारक (Pull factors)|Geography_C2|30
