id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|भारत में गुच्छित (Clustered) ग्रामीण बस्तियाँ कहाँ पाई जाती हैं?|उत्तर भारत के मैदानों में|हिमालय के पर्वतीय क्षेत्रों में|राजस्थान के मरुस्थल में|पूर्वोत्तर की पहाड़ियों पर|उत्तर भारत के मैदानों में|Geography_C14|30
2|'पल्ली' या 'नगला' किस प्रकार की बस्तियों के स्थानीय नाम हैं?|पल्लीकृत बस्तियाँ (Hamleted)|गुच्छित बस्तियाँ|अर्ध-गुच्छित बस्तियाँ|प्रकीर्ण बस्तियाँ|पल्लीकृत बस्तियाँ (Hamleted)|Geography_C14|30
3|प्रकीर्ण (Dispersed) बस्तियाँ भारत के किन क्षेत्रों में पाई जाती हैं?|मेघालय, उत्तराखंड, हिमाचल प्रदेश|पंजाब, हरियाणा, उत्तर प्रदेश|गुजरात, राजस्थान|पश्चिम बंगाल, बिहार|मेघालय, उत्तराखंड, हिमाचल प्रदेश|Geography_C14|30
4|भारत में नगरीय बस्ती के लिए न्यूनतम जनसंख्या कितनी निर्धारित है?|5,000|10,000|1,000|20,000|5,000|Geography_C14|30
5|2011 की जनगणना के अनुसार, भारत में नगरीय जनसंख्या का प्रतिशत कितना है?|31.16%|28.53%|35.20%|40.11%|31.16%|Geography_C14|30
6|प्राचीन काल में विकसित हुए नगरों का एक उदाहरण कौन सा है?|पाटलिपुत्र (पटना)|मुंबई|चंडीगढ़|सूरत|पाटलिपुत्र (पटना)|Geography_C14|30
7|दिल्ली और हैदराबाद किस काल के नगरों के उदाहरण हैं?|मध्यकालीन नगर|प्राचीन नगर|आधुनिक नगर|औपनिवेशिक नगर|मध्यकालीन नगर|Geography_C14|30
8|अंग्रेजों द्वारा विकसित किए गए तटीय नगरों का एक उदाहरण क्या है?|मुंबई|आगरा|नागपुर|जयपुर|मुंबई|Geography_C14|30
9|जनसंख्या के आकार के आधार पर 1 लाख से अधिक जनसंख्या वाले नगर को क्या कहते हैं?|प्रथम वर्ग का नगर (Class I city)|द्वितीय वर्ग का नगर|तृतीय वर्ग का नगर|चतुर्थ वर्ग का नगर|प्रथम वर्ग का नगर (Class I city)|Geography_C14|30
10|'महानगर' या 'मेट्रोपॉलिटन सिटी' की जनसंख्या कितनी होती है?|10 लाख से 50 लाख|1 लाख से 5 लाख|50 लाख से अधिक|50 हजार से 1 लाख|10 लाख से 50 लाख|Geography_C14|30
11|'मेगा नगर' (Mega City) की जनसंख्या कितनी होनी चाहिए?|50 लाख से अधिक|10 लाख से अधिक|1 करोड़ से अधिक|20 लाख से अधिक|50 लाख से अधिक|Geography_C14|30
12|निम्नलिखित में से कौन सा एक 'प्रशासनिक नगर' है?|नई दिल्ली|जमशेदपुर|वाराणसी|शिमला|नई दिल्ली|Geography_C14|30
13|भारत का कौन सा शहर एक प्रमुख 'औद्योगिक नगर' है?|जमशेदपुर|चंडीगढ़|नैनीताल|अंबाला|जमशेदपुर|Geography_C14|30
14|'परिवहन नगर' का मुख्य कार्य क्या होता है?|आयात-निर्यात और परिवहन गतिविधियाँ|औद्योगिक उत्पादन|शैक्षिक केंद्र होना|प्रशासनिक मुख्यालय होना|आयात-निर्यात और परिवहन गतिविधियाँ|Geography_C14|30
15|निम्नलिखित में से कौन सा एक 'खनन नगर' (Mining Town) है?|रानीगंज|पिलानी|अलीगढ़|सहारनपुर|रानीगंज|Geography_C14|30
16|'गैरिसन' या छावनी नगर का एक उदाहरण क्या है?|अंबाला|मथुरा|आगरा|झांसी|अंबाला|Geography_C14|30
17|वाराणसी और पुष्कर किस प्रकार के नगर हैं?|धार्मिक और सांस्कृतिक नगर|औद्योगिक नगर|प्रशासनिक नगर|गैरिसन नगर|धार्मिक और सांस्कृतिक नगर|Geography_C14|30
18|'स्मार्ट सिटी मिशन' का मुख्य लक्ष्य क्या है?|शहरों में आधारभूत सुविधाएँ और सतत पर्यावरण प्रदान करना|केवल नए शहर बसाना|गाँवों को शहर बनाना|केवल प्रदूषण नियंत्रण|शहरों में आधारभूत सुविधाएँ और सतत पर्यावरण प्रदान करना|Geography_C14|30
19|एक 'नगरीय संकुल' (Urban Agglomeration) में क्या शामिल होता है?|एक नगर तथा उसके संलग्न नगरीय विस्तार|केवल एक नगर|दो या अधिक गाँव|एक गाँव और एक शहर|एक नगर तथा उसके संलग्न नगरीय विस्तार|Geography_C14|30
20|भारत में सबसे बड़ा नगरीय संकुल कौन सा है?|बृहत्तर मुंबई|दिल्ली|कोलकाता|चेन्नई|बृहत्तर मुंबई|Geography_C14|30
21|अर्ध-गुच्छित (Semi-clustered) बस्तियाँ कहाँ पाई जाती हैं?|गुजरात के मैदान और राजस्थान के कुछ भागों में|गंगा के मैदान में|केरल के तट पर|हिमालय की घाटियों में|गुजरात के मैदान और राजस्थान के कुछ भागों में|Geography_C14|30
22|भारत में ग्रामीण बस्तियों के विभिन्न प्रकारों के लिए कौन सा कारक उत्तरदायी है?|भौतिक लक्षण (भू-भाग, जलवायु)|सांस्कृतिक कारक (जाति, धर्म)|सुरक्षा संबंधी कारक|उपरोक्त सभी|उपरोक्त सभी|Geography_C14|30
23|भारत में 2011 तक कितने मिलियन-प्लस (10 लाख से अधिक) नगर थे?|53|43|35|63|53|Geography_C14|30
24|निम्नलिखित में से कौन सा एक पर्यटन नगर है?|शिमला|भोपाल|कानपुर|लखनऊ|शिमला|Geography_C14|30
25|भारत में अधिकांश मध्यकालीन नगर किसके रूप में विकसित हुए?|किला नगर (Fort towns)|बंदरगाह नगर|औद्योगिक नगर|नियोजित नगर|किला नगर (Fort towns)|Geography_C14|30
26|'फंक्शनल वर्गीकरण' के अनुसार नगरों को कैसे वर्गीकृत किया जाता है?|उनके प्रमुख कार्यों के आधार पर|उनकी जनसंख्या के आधार पर|उनके स्थान के आधार पर|उनकी ऐतिहासिकता के आधार पर|उनके प्रमुख कार्यों के आधार पर|Geography_C14|30
27|भारत में रुड़की किस प्रकार का नगर है?|शैक्षिक नगर|पर्यटन नगर|खनन नगर|औद्योगिक नगर|शैक्षिक नगर|Geography_C14|30
28|निम्नलिखित में से कौन-सा नगर नदी तट पर स्थित नहीं है?|भोपाल|आगरा|पटना|कोलकाता|भोपाल|Geography_C14|30
29|भारत में ग्रामीण बस्तियों की प्रमुख समस्या क्या है?|पेयजल और स्वच्छता की कमी|यातायात जाम|वायु प्रदूषण|अपराध दर|पेयजल और स्वच्छता की कमी|Geography_C14|30
30|भारत के नगरीय क्षेत्रों में 'गंदी बस्तियों' (Slums) के विकास का मुख्य कारण क्या है?|अनियंत्रित प्रवास और आवास की कमी|उच्च जन्म दर|औद्योगिक विकास की कमी|सरकारी नीतियां|अनियंत्रित प्रवास और आवास की कमी|Geography_C14|30
31|भारत में चंडीगढ़ किस प्रकार के नगर का उत्कृष्ट उदाहरण है?|नियोजित नगर|प्राचीन नगर|मध्यकालीन नगर|बंदरगाह नगर|नियोजित नगर|Geography_C14|30
32|सड़क, रेल लाइन या नदी के किनारे विकसित ग्रामीण बस्ती का प्रतिरूप क्या होता है?|रेखीय|वृत्ताकार|तारा-नुमा|आयताकार|रेखीय|Geography_C14|30
33|भारत में प्रथम वर्ग के नगरों में देश की कुल नगरीय जनसंख्या का कितना प्रतिशत रहता है?|लगभग 60%|लगभग 40%|लगभग 20%|लगभग 80%|लगभग 60%|Geography_C14|30
34|भारत में नगरीकरण की प्रवृत्ति कैसी है?|यह तेजी से बढ़ रहा है|यह घट रहा है|यह स्थिर है|कोई निश्चित प्रवृत्ति नहीं है|यह तेजी से बढ़ रहा है|Geography_C14|30
35|'पारा', 'पाना', 'नगला' जैसे शब्द किस प्रकार की बस्तियों से संबंधित हैं?|पल्लीकृत बस्तियाँ|गुच्छित बस्तियाँ|अर्ध-गुच्छित बस्तियाँ|प्रकीर्ण बस्तियाँ|पल्लीकृत बस्तियाँ|Geography_C14|30
36|भारत में नगरीय बस्ती घोषित होने के लिए जनसंख्या घनत्व का मानदंड क्या है?|400 व्यक्ति प्रति वर्ग किलोमीटर|100 व्यक्ति प्रति वर्ग किलोमीटर|500 व्यक्ति प्रति वर्ग किलोमीटर|1000 व्यक्ति प्रति वर्ग किलोमीटर|400 व्यक्ति प्रति वर्ग किलोमीटर|Geography_C14|30
37|विशाखापत्तनम किस प्रकार का नगर है?|परिवहन (पत्तन) नगर|प्रशासनिक नगर|शैक्षिक नगर|खनन नगर|परिवहन (पत्तन) नगर|Geography_C14|30
38|भारत में अधिकांश महानगरों को किस समस्या का सामना करना पड़ रहा है?|अत्यधिक भीड़, आवास की कमी और प्रदूषण|जनसंख्या की कमी|उद्योगों का अभाव|रोजगार की कमी|अत्यधिक भीड़, आवास की कमी और प्रदूषण|Geography_C14|30
39|सामाजिक-सांस्कृतिक कारक, जैसे जाति और धर्म, किस प्रकार की बस्तियों के निर्माण को प्रभावित करते हैं?|अर्ध-गुच्छित और पल्लीकृत बस्तियाँ|केवल गुच्छित बस्तियाँ|केवल प्रकीर्ण बस्तियाँ|इनमें से कोई नहीं|अर्ध-गुच्छित और पल्लीकृत बस्तियाँ|Geography_C14|30
40|भारत में 1901 में नगरीय जनसंख्या का प्रतिशत कितना था?|10.84%|5.12%|15.45%|20.01%|10.84%|Geography_C14|30
41|कौन सा नगर 'भारत की सिलिकॉन वैली' के रूप में जाना जाता है और एक सूचना प्रौद्योगिकी केंद्र है?|बेंगलुरु|हैदराबाद|पुणे|गुरुग्राम|बेंगलुरु|Geography_C14|30
42|ग्रामीण बस्तियों में घरों के निर्माण के लिए उपयोग की जाने वाली सामग्री किस पर निर्भर करती है?|स्थानीय रूप से उपलब्ध सामग्री पर|आयातित सामग्री पर|सरकारी आपूर्ति पर|बाजार की मांग पर|स्थानीय रूप से उपलब्ध सामग्री पर|Geography_C14|30
43|भारत में नगरीय केंद्रों का पदानुक्रम किस आधार पर निर्धारित होता है?|जनसंख्या का आकार और प्रदान की जाने वाली सेवाएँ|केवल क्षेत्रफल|केवल ऐतिहासिक महत्व|केवल जलवायु|जनसंख्या का आकार और प्रदान की जाने वाली सेवाएँ|Geography_C14|30
44|सूरत शहर का विकास किस उद्योग के कारण हुआ?|वस्त्र और हीरा तराशने का उद्योग|लौह-इस्पात उद्योग|ऑटोमोबाइल उद्योग|सूचना प्रौद्योगिकी|वस्त्र और हीरा तराशने का उद्योग|Geography_C14|30
45|भारत के शुष्क और अर्ध-शुष्क क्षेत्रों में ग्रामीण बस्तियों के लिए जल का क्या महत्व है?|यह बस्तियों की स्थिति और आकार को निर्धारित करने वाला एक प्रमुख कारक है|इसका कोई महत्व नहीं है|यह केवल पशुओं के लिए महत्वपूर्ण है|यह केवल कृषि को प्रभावित करता है|यह बस्तियों की स्थिति और आकार को निर्धारित करने वाला एक प्रमुख कारक है|Geography_C14|30
46|'मेट्रोपॉलिटन' शब्द का प्रयोग किसके लिए किया जाता है?|10 लाख से अधिक जनसंख्या वाले शहर|1 लाख से अधिक जनसंख्या वाले शहर|50 लाख से अधिक जनसंख्या वाले शहर|1 करोड़ से अधिक जनसंख्या वाले शहर|10 लाख से अधिक जनसंख्या वाले शहर|Geography_C14|30
47|भारत में नगरीय अपशिष्ट का निपटान एक बड़ी समस्या क्यों है?|बढ़ती जनसंख्या और अपर्याप्त सुविधाओं के कारण|अपशिष्ट की कमी के कारण|लोगों में जागरूकता के कारण|सख्त नियमों के कारण|बढ़ती जनसंख्या और अपर्याप्त सुविधाओं के कारण|Geography_C14|30
48|निम्नलिखित में से कौन सा शहर आधुनिक काल में विकसित नहीं हुआ है?|मदुरै|गोवा|मुंबई|चेन्नई|मदुरै|Geography_C14|30
49|एक बस्ती जहाँ अधिकांश निवासी प्राथमिक गतिविधियों में लगे होते हैं, क्या कहलाती है?|ग्रामीण बस्ती|नगरीय बस्ती|कस्बा|शहर|ग्रामीण बस्ती|Geography_C14|30
50|भारत में छोटे और मध्यम शहरों के विकास पर ध्यान क्यों दिया जा रहा है?|बड़े महानगरों पर जनसंख्या के दबाव को कम करने के लिए|ग्रामीण विकास को रोकने के लिए|केवल औद्योगिक विकास के लिए|कृषि को बढ़ावा देने के लिए|बड़े महानगरों पर जनसंख्या के दबाव को कम करने के लिए|Geography_C14|30
