id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|भारत में सड़कों का सर्वाधिक घनत्व किस राज्य में है?|केरल|पंजाब|उत्तर प्रदेश|गोवा|केरल|Geography_C20|30
2|'स्वर्णिम चतुर्भुज' (Golden Quadrilateral) परियोजना का संबंध किसके विकास से है?|राष्ट्रीय राजमार्ग|रेलवे|हवाई अड्डे|बंदरगाह|राष्ट्रीय राजमार्ग|Geography_C20|30
3|भारत का सबसे लंबा राष्ट्रीय राजमार्ग कौन सा है?|NH-44 (पुराना NH-7)|NH-48 (पुराना NH-8)|NH-27|NH-19 (पुराना NH-2)|NH-44 (पुराना NH-7)|Geography_C20|30
4|सीमा सड़क संगठन (BRO) की स्थापना कब की गई थी?|1960|1950|1970|1980|1960|Geography_C20|30
5|भारत में पहली रेलगाड़ी किन दो स्टेशनों के बीच चली थी?|मुंबई से थाणे|हावड़ा से हुगली|दिल्ली से मेरठ|चेन्नई से अरकोनम|मुंबई से थाणे|Geography_C20|30
6|भारतीय रेलवे को कितने जोनों (मंडलों) में विभाजित किया गया है?|18|16|17|19|18|Geography_C20|30
7|निम्नलिखित में से कौन सा रेलवे का मुख्यालय नहीं है?|हाजीपुर|बिलासपुर|जयपुर|इंदौर|इंदौर|Geography_C20|30
8|कोंकण रेलवे किन दो स्थानों को जोड़ता है?|रोहा (महाराष्ट्र) को मंगलौर (कर्नाटक) से|मुंबई को गोवा से|चेन्नई को कोच्चि से|कोलकाता को विशाखापत्तनम से|रोहा (महाराष्ट्र) को मंगलौर (कर्नाटक) से|Geography_C20|30
9|भारत का सबसे लंबा राष्ट्रीय जलमार्ग (National Waterway) कौन सा है?|NW-1 (इलाहाबाद-हल्दिया)|NW-2 (सादिया-धुबरी)|NW-3 (कोल्लम-कोट्टापुरम)|NW-4 (काकीनाडा-पुदुचेरी)|NW-1 (इलाहाबाद-हल्दिया)|Geography_C20|30
10|भारत का सबसे बड़ा बंदरगाह कौन सा है?|जवाहरलाल नेहरू पत्तन (न्हावा शेवा)|मुंबई|कांडला|चेन्नई|जवाहरलाल नेहरू पत्तन (न्हावा शेवा)|Geography_C20|30
11|कांडला बंदरगाह किस राज्य में स्थित है?|गुजरात|महाराष्ट्र|गोवा|कर्नाटक|गुजरात|Geography_C20|30
12|भारत का सबसे गहरा, स्थलबद्ध और संरक्षित बंदरगाह कौन सा है?|विशाखापत्तनम|पारादीप|तूतीकोरिन|हल्दिया|विशाखापत्तनम|Geography_C20|30
13|भारत में वायु परिवहन की शुरुआत कब हुई?|1911|1921|1933|1947|1911|Geography_C20|30
14|'पवन हंस' हेलीकॉप्टर लिमिटेड क्या सेवा प्रदान करता है?|अपतटीय क्षेत्रों में तेल और प्राकृतिक गैस अन्वेषण के लिए|यात्री परिवहन|माल ढुलाई|कृषि छिड़काव|अपतटी-क्षेत्रों में तेल और प्राकृतिक गैस अन्वेषण के लिए|Geography_C20|30
15|भारत का व्यस्ततम अंतर्राष्ट्रीय हवाई अड्डा कौन सा है?|इंदिरा गांधी अंतर्राष्ट्रीय हवाई अड्डा, दिल्ली|छत्रपति शिवाजी महाराज अंतर्राष्ट्रीय हवाई अड्डा, मुंबई|केम्पेगौड़ा अंतर्राष्ट्रीय हवाई अड्डा, बेंगलुरु|नेताजी सुभाष चंद्र बोस अंतर्राष्ट्रीय हवाई अड्डा, कोलकाता|इंदिरा गांधी अंतर्राष्ट्रीय हवाई अड्डा, दिल्ली|Geography_C20|30
16|निम्नलिखित में से कौन सा संचार का एक व्यक्तिगत साधन है?|इंटरनेट|रेडियो|टेलीविजन|समाचार पत्र|इंटरनेट|Geography_C20|30
17|भारत में रेडियो प्रसारण की शुरुआत कब हुई?|1923|1936|1947|1957|1923|Geography_C20|30
18|'आकाशवाणी' ने राष्ट्रीय प्रसारण सेवा कब शुरू की?|1982|1957|1936|1990|1982|Geography_C20|30
19|भारत की उपग्रह प्रणाली 'इन्सैट' (INSAT) का उपयोग किस लिए होता है?|दूरसंचार|मौसम पूर्वानुमान|आपदा चेतावनी|उपरोक्त सभी|उपरोक्त सभी|Geography_C20|30
20|हजीरा-विजयपुर-जगदीशपुर (HVJ) पाइपलाइन किसके परिवहन के लिए है?|गैस|पेट्रोलियम|जल|लौह अयस्क घोल|गैस|Geography_C20|30
21|नागपुर योजना (1943) का संबंध किससे है?|सड़कों का वर्गीकरण|रेलवे का विकास|हवाई अड्डों का निर्माण|बंदरगाहों का आधुनिकीकरण|सड़कों का वर्गीकरण|Geography_C20|30
