id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|भारत की जनगणना में प्रवास की गणना किस आधार पर की जाती है?|जन्म का स्थान|निवास का स्थान|दोनों (जन्म का स्थान और निवास का स्थान)|केवल कार्य का स्थान|दोनों (जन्म का स्थान और निवास का स्थान)|Geography_C12|30
2|2011 की जनगणना के अनुसार, भारत में कितने लोग प्रवासियों के रूप में दर्ज किए गए?|35 करोड़|45.6 करोड़|25 करोड़|55 करोड़|45.6 करोड़|Geography_C12|30
3|भारत में प्रवास की सबसे प्रमुख धारा कौन सी है?|ग्रामीण से ग्रामीण|ग्रामीण से नगरीय|नगरीय से ग्रामीण|नगरीय से नगरीय|ग्रामीण से ग्रामीण|Geography_C12|30
4|स्त्रियों के विवाह के बाद होने वाला प्रवास किस धारा का मुख्य कारण है?|ग्रामीण से ग्रामीण|ग्रामीण से नगरीय|नगरीय से ग्रामीण|नगरीय से नगरीय|ग्रामीण से ग्रामीण|Geography_C12|30
5|पुरुषों के प्रवास का मुख्य कारण क्या है?|काम और रोजगार|शिक्षा|विवाह|स्वास्थ्य|काम और रोजगार|Geography_C12|30
6|निम्नलिखित में से कौन सा एक 'प्रतिकर्ष कारक' (Push Factor) है?|बेरोजगारी|काम के बेहतर अवसर|शांति और स्थायित्व|अनुकूल जलवायु|बेरोजगारी|Geography_C12|30
7|निम्नलिखित में से कौन सा एक 'अपकर्ष कारक' (Pull Factor) है?|रहन-सहन की अच्छी दशाएँ|प्राकृतिक आपदाएँ|महामारियाँ|राजनीतिक उपद्रव|रहन-सहन की अच्छी दशाएँ|Geography_C12|30
8|भारत में किस पड़ोसी देश से आने वाले प्रवासियों की संख्या सर्वाधिक है?|बांग्लादेश|नेपाल|पाकिस्तान|श्रीलंका|बांग्लादेश|Geography_C12|30
9|'उत्प्रवास' (Emigration) का क्या अर्थ है?|एक स्थान से बाहर जाना|एक स्थान में आकर बसना|देश के भीतर घूमना|एक ही शहर में रहना|एक स्थान से बाहर जाना|Geography_C12|30
10|'आप्रवास' (Immigration) का क्या अर्थ है?|किसी नए स्थान पर आकर बसना|अपने मूल स्थान को छोड़ना|गाँव से शहर जाना|शहर से गाँव जाना|किसी नए स्थान पर आकर बसना|Geography_C12|30
11|प्रवास का प्रमुख आर्थिक परिणाम क्या है?|हुंडियाँ (Remittances)|भाषा का प्रसार|जनसंख्या का पुनर्वितरण|लिंगानुपात का असंतुलन|हुंडियाँ (Remittances)|Geography_C12|30
12|किन राज्यों से सर्वाधिक संख्या में प्रवासी दूसरे राज्यों में जाते हैं?|उत्तर प्रदेश और बिहार|केरल और तमिलनाडु|महाराष्ट्र और गुजरात|पंजाब और हरियाणा|उत्तर प्रदेश और बिहार|Geography_C12|30
13|किन राज्यों में प्रवासियों का आगमन सर्वाधिक होता है?|महाराष्ट्र और दिल्ली|बिहार और उत्तर प्रदेश|राजस्थान और मध्य प्रदेश|केरल और कर्नाटक|महाराष्ट्र और दिल्ली|Geography_C12|30
14|'ब्रेन ड्रेन' (Brain Drain) या 'प्रतिभा पलायन' का संबंध किससे है?|कुशल और प्रतिभाशाली लोगों का उत्प्रवास|अकुशल श्रमिकों का प्रवास|किसानों का प्रवास|महिलाओं का प्रवास|कुशल और प्रतिभाशाली लोगों का उत्प्रवास|Geography_C12|30
15|प्रवास का जनांकिकीय परिणाम क्या होता है?|नगरों और गाँवों की जनसंख्या संरचना में परिवर्तन|आर्थिक विकास में वृद्धि|प्रौद्योगिकी का विकास|संसाधनों का उपयोग|नगरों और गाँवों की जनसंख्या संरचना में परिवर्तन|Geography_C12|30
16|ग्रामीण क्षेत्रों से नगरीय क्षेत्रों में प्रवास का गाँवों पर क्या प्रभाव पड़ता है?|लिंगानुपात असंतुलित हो जाता है (पुरुषों की कमी)|लिंगानुपात संतुलित हो जाता है|जन्म दर बढ़ जाती है|मृत्यु दर बढ़ जाती है|लिंगानुपात असंतुलित हो जाता है (पुरुषों की कमी)|Geography_C12|30
17|नगरीय क्षेत्रों में अत्यधिक प्रवास का क्या पर्यावरणीय परिणाम होता है?|गंदी बस्तियों का विकास और प्रदूषण|वन क्षेत्र में वृद्धि|स्वच्छ वायु|जल संसाधनों में सुधार|गंदी बस्तियों का विकास और प्रदूषण|Geography_C12|30
18|प्रवास के कारण विभिन्न संस्कृतियों के लोगों का मिलना क्या कहलाता है?|सांस्कृतिक समिश्रण|सांस्कृतिक अलगाव|सामाजिक भेदभाव|क्षेत्रीयतावाद|सांस्कृतिक समिश्रण|Geography_C12|30
19|भारत में अंतर्राष्ट्रीय प्रवासियों में सर्वाधिक प्रतिशत किस महाद्वीप से है?|एशिया|यूरोप|अफ्रीका|उत्तरी अमेरिका|एशिया|Geography_C12|30
20|प्रवासियों द्वारा अपने घर भेजी गई धनराशि (हुंडी) का सबसे अधिक उपयोग किस कार्य में होता है?|भोजन, ऋण अदायगी, उपचार, विवाह|विलासिता की वस्तुओं पर|केवल मनोरंजन पर|केवल बचत|भोजन, ऋण अदायगी, उपचार, विवाह|Geography_C12|30
21|भारत में प्रवास संबंधी आँकड़े सबसे पहले किस जनगणना में एकत्रित किए गए थे?|1881|1872|1901|1951|1881|Geography_C12|30
22|1981 की जनगणना में प्रवास के कारणों की सूचना को क्यों शामिल किया गया?|प्रवास के कारणों को बेहतर ढंग से समझने के लिए|जनसंख्या गणना के लिए|लिंगानुपात जानने के लिए|साक्षरता दर जानने के लिए|प्रवास के कारणों को बेहतर ढंग से समझने के लिए|Geography_C12|30
23|भारत में अंतर्राज्यीय प्रवास (Interstate migration) में स्त्रियों का मुख्य प्रेरक कारण क्या है?|विवाह|रोजगार|शिक्षा|व्यवसाय|विवाह|Geography_C12|30
24|निम्नलिखित में से कौन सा प्रवास का सामाजिक परिणाम है?|नवीन प्रौद्योगिकी और विचारों का प्रसार|आय में वृद्धि|जनसंख्या घनत्व में परिवर्तन|प्राकृतिक संसाधनों पर दबाव|नवीन प्रौद्योगिकी और विचारों का प्रसार|Geography_C12|30
25|मुंबई, दिल्ली, कोलकाता जैसे महानगरों में जनसंख्या वृद्धि का एक प्रमुख कारण क्या है?|बाहरी राज्यों से प्रवास|उच्च जन्म दर|निम्न मृत्यु दर|सरकारी नीतियां|बाहरी राज्यों से प्रवास|Geography_C12|30
26|'स्ट्रीम' या 'धारा' शब्द का प्रयोग प्रवास के संदर्भ में किसके लिए किया जाता है?|प्रवास की दिशा (जैसे गाँव से नगर)|प्रवासियों की संख्या|प्रवास की अवधि|प्रवास का कारण|प्रवास की दिशा (जैसे गाँव से नगर)|Geography_C12|30
27|प्रवास के कारण महिलाओं के जीवन स्तर पर क्या सकारात्मक प्रभाव पड़ता है?|उनकी स्वायत्तता और भूमिका बढ़ती है|उन पर काम का बोझ बढ़ता है|वे सामाजिक रूप से अलग-थलग पड़ जाती हैं|उनकी शिक्षा रुक जाती है|उनकी स्वायत्तता और भूमिका बढ़ती है|Geography_C12|30
28|अकुशल प्रवासियों की अज्ञानता का नगरों में क्या परिणाम होता है?|उनका शोषण होता है|उन्हें उच्च वेतन मिलता है|वे जल्दी अमीर हो जाते हैं|उन्हें तुरंत आवास मिल जाता है|उनका शोषण होता है|Geography_C12|30
29|प्रवास के कारण होने वाले सामाजिक परिवर्तन का एक उदाहरण क्या है?|परिवार नियोजन और बालिका शिक्षा जैसे नए विचारों का प्रसार|परंपरागत विचारों का सुदृढ़ होना|जातिवाद का बढ़ना|क्षेत्रवाद का बढ़ना|परिवार नियोजन और बालिका शिक्षा जैसे नए विचारों का प्रसार|Geography_C12|30
30|भारत के किस राज्य को विदेशों से सर्वाधिक हुंडियाँ (Remittances) प्राप्त होती हैं?|केरल|पंजाब|तमिलनाडु|आंध्र प्रदेश|केरल|Geography_C12|30
