id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|2011 की जनगणना के अनुसार भारत की कुल जनसंख्या कितनी थी?|102.8 करोड़|121 करोड़|111 करोड़|130 करोड़|121 करोड़|Geography_C11|30
2|भारत में सबसे अधिक जनसंख्या वाला राज्य कौन सा है?|महाराष्ट्र|बिहार|उत्तर प्रदेश|पश्चिम बंगाल|उत्तर प्रदेश|Geography_C11|30
3|भारत का जनसंख्या घनत्व (2011) कितना है?|382 व्यक्ति प्रति वर्ग किमी|325 व्यक्ति प्रति वर्ग किमी|402 व्यक्ति प्रति वर्ग किमी|282 व्यक्ति प्रति वर्ग किमी|382 व्यक्ति प्रति वर्ग किमी|Geography_C11|30
4|निम्नलिखित में से किस राज्य का जनसंख्या घनत्व सर्वाधिक है?|पश्चिम बंगाल|केरल|उत्तर प्रदेश|बिहार|बिहार|Geography_C11|30
5|भारत का सबसे कम जनसंख्या घनत्व वाला राज्य कौन सा है?|सिक्किम|मिजोरम|अरुणाचल प्रदेश|गोवा|अरुणाचल प्रदेश|Geography_C11|30
6|भारत की जनसंख्या वृद्धि की कौन सी अवधि 'स्थिर प्रावस्था' (Stagnant Phase) के रूप में जानी जाती है?|1901-1921|1921-1951|1951-1981|1981-2011|1901-1921|Geography_C11|30
7|किस वर्ष को 'महान जनांकिकीय विभाजक' (Great Demographic Divide) कहा जाता है?|1911|1921|1931|1947|1921|Geography_C11|30
8|भारत की जनसंख्या वृद्धि की कौन सी अवधि 'जनसंख्या विस्फोट' (Population Explosion) की अवधि कहलाती है?|1921-1951|1951-1981|1981 से अब तक|1901-1921|1951-1981|Geography_C11|30
9|2011 की जनगणना के अनुसार, भारत की दशकीय वृद्धि दर कितनी थी?|21.54%|17.64%|23.87%|19.21%|17.64%|Geography_C11|30
10|भारत में किस राज्य की दशकीय वृद्धि दर सबसे अधिक रही है (2011)?|मेघालय|अरुणाचल प्रदेश|बिहार|जम्मू और कश्मीर|मेघालय|Geography_C11|30
11|किशोर जनसंख्या (Adolescent Population) का आयु वर्ग क्या है?|10 से 19 वर्ष|15 से 25 वर्ष|5 से 14 वर्ष|20 से 29 वर्ष|10 से 19 वर्ष|Geography_C11|30
12|राष्ट्रीय युवा नीति (National Youth Policy) कब लागू की गई?|फरवरी 2014|जनवरी 2015|अगस्त 2012|मार्च 2013|फरवरी 2014|Geography_C11|30
13|2011 की जनगणना के अनुसार भारत में ग्रामीण जनसंख्या का प्रतिशत कितना है?|72.2%|68.8%|80.1%|65.5%|68.8%|Geography_C11|30
14|भारत के किस राज्य में ग्रामीण जनसंख्या का प्रतिशत सर्वाधिक है?|बिहार|हिमाचल प्रदेश|असम|ओडिशा|हिमाचल प्रदेश|Geography_C11|30
15|भाषाई सर्वेक्षण के अनुसार भारत में कितनी प्रमुख भाषाएँ हैं?|22|18|24|14|22|Geography_C11|30
16|भारत में कौन सा भाषाई परिवार सबसे बड़ा है?|भारतीय-आर्य (Indo-Aryan)|द्रविड़ (Dravidian)|ऑस्ट्रिक (Austric)|चीनी-तिब्बती (Sino-Tibetan)|भारतीय-आर्य (Indo-Aryan)|Geography_C11|30
17|भारत में दूसरा सबसे बड़ा धार्मिक समूह कौन सा है?|मुस्लिम|ईसाई|सिख|बौद्ध|मुस्लिम|Geography_C11|30
18|भारत के किस राज्य में ईसाई जनसंख्या का प्रतिशत सर्वाधिक है?|गोवा|केरल|नागालैंड|मिजोरम|नागालैंड|Geography_C11|30
19|'मुख्य श्रमिक' (Main Worker) वह व्यक्ति है जो एक वर्ष में कम से कम कितने दिन काम करता है?|183 दिन|100 दिन|200 दिन|365 दिन|183 दिन|Geography_C11|30
20|'सीमांत श्रमिक' (Marginal Worker) वह व्यक्ति है जो एक वर्ष में कितने दिन से कम काम करता है?|183 दिन|100 दिन|200 दिन|50 दिन|183 दिन|Geography_C11|30
21|भारत की कुल श्रमजीवी जनसंख्या का कितना प्रतिशत कृषक और कृषि मजदूर हैं?|54.6%|65.2%|48.9%|70.1%|54.6%|Geography_C11|30
22|भारत के किस सेक्टर में सर्वाधिक श्रमिक संलग्न हैं?|प्राथमिक सेक्टर|द्वितीयक सेक्टर|तृतीयक सेक्टर|चतुर्थक सेक्टर|प्राथमिक सेक्टर|Geography_C11|30
23|'बेटी बचाओ, बेटी पढ़ाओ' अभियान का मुख्य उद्देश्य क्या है?|लिंगानुपात में सुधार करना|केवल शिक्षा को बढ़ावा देना|केवल स्वास्थ्य सुधारना|रोजगार प्रदान करना|लिंगानुपात में सुधार करना|Geography_C11|30
24|2011 की जनगणना के अनुसार भारत का लिंगानुपात कितना है?|943|933|927|950|943|Geography_C11|30
25|भारत के किस राज्य का लिंगानुपात सर्वाधिक है?|केरल|तमिलनाडु|आंध्र प्रदेश|छत्तीसगढ़|केरल|Geography_C11|30
