id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|जनसंख्या संघटन से क्या तात्पर्य है?|जनसंख्या की आयु-लिंग संरचना|जनसंख्या का घनत्व|जनसंख्या की वृद्धि दर|जनसंख्या का वितरण|जनसंख्या की आयु-लिंग संरचना|Geography_C3|30
2|लिंगानुपात (Sex Ratio) कैसे मापा जाता है?|प्रति हजार पुरुषों पर महिलाओं की संख्या|प्रति हजार महिलाओं पर पुरुषों की संख्या|प्रति हजार जनसंख्या पर महिलाओं की संख्या|प्रति हजार बच्चों पर महिलाओं की संख्या|प्रति हजार पुरुषों पर महिलाओं की संख्या|Geography_C3|30
3|विश्व में सर्वाधिक लिंगानुपात वाला देश कौन सा है?|लातविया|संयुक्त अरब अमीरात|चीन|भारत|लातविया|Geography_C3|30
4|आयु-लिंग पिरामिड क्या दर्शाता है?|जनसंख्या की आयु और लिंग संरचना|केवल जनसंख्या का आकार|केवल मृत्यु दर|केवल जन्म दर|जनसंख्या की आयु और लिंग संरचना|Geography_C3|30
5|एक देश की कार्यशील जनसंख्या किस आयु वर्ग में आती है?|0-14 वर्ष|15-59 वर्ष|60 वर्ष से अधिक|18-65 वर्ष|15-59 वर्ष|Geography_C3|30
6|विस्तारित होती जनसंख्या (Expanding Population) का पिरामिड कैसा होता है?|चौड़ा आधार और त्रिभुजाकार आकृति|संकीर्ण आधार|घंटी के आकार का|आयताकार|चौड़ा आधार और त्रिभुजाकार आकृति|Geography_C3|30
7|स्थिर जनसंख्या (Constant Population) का पिरामिड कैसा होता है?|घंटी के आकार का|त्रिभुजाकार|उल्टा त्रिभुजाकार|अंडाकार|घंटी के आकार का|Geography_C3|30
8|ह्रासमान जनसंख्या (Declining Population) का पिरामिड कैसा होता है?|संकीर्ण आधार और शुंडाकार शीर्ष|चौड़ा आधार|घंटी के आकार का|त्रिभुजाकार|संकीर्ण आधार और शुंडाकार शीर्ष|Geography_C3|30
9|ग्रामीण और नगरीय जनसंख्या में विभाजन का मुख्य आधार क्या है?|मुख्य व्यावसायिक गतिविधियाँ|भाषा|धर्म|जाति|मुख्य व्यावसायिक गतिविधियाँ|Geography_C3|30
10|ग्रामीण क्षेत्रों में लोगों का मुख्य व्यवसाय क्या होता है?|प्राथमिक क्रियाएँ (कृषि, मत्स्य पालन)|द्वितीयक क्रियाएँ (विनिर्माण)|तृतीयक क्रियाएँ (सेवाएँ)|चतुर्थक क्रियाएँ (अनुसंधान)|प्राथमिक क्रियाएँ (कृषि, मत्स्य पालन)|Geography_C3|30
11|नगरीय क्षेत्रों में जनसंख्या का घनत्व अधिक क्यों होता है?|रोजगार के अवसर और बेहतर सुविधाएँ|कृषि योग्य भूमि की अधिकता|शांत वातावरण|प्रदूषण की कमी|रोजगार के अवसर और बेहतर सुविधाएँ|Geography_C3|30
12|'साक्षरता' (Literacy) का क्या अर्थ है?|पढ़ने, लिखने और गणना करने की क्षमता|केवल पढ़ सकने की क्षमता|केवल लिख सकने की क्षमता|डिग्री प्राप्त करना|पढ़ने, लिखने और गणना करने की क्षमता|Geography_C3|30
