id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|भारत में पहली आधुनिक सूती मिल की स्थापना कहाँ हुई?|मुंबई|अहमदाबाद|कोलकाता|चेन्नई|मुंबई|Geography_C18|30
2|निम्नलिखित में से कौन सा एक कृषि आधारित उद्योग है?|चीनी उद्योग|लौह-इस्पात उद्योग|सीमेंट उद्योग|पेट्रो-रसायन उद्योग| चीनी उद्योग|Geography_C18|30
3|भारत का 'मैनचेस्टर' किस शहर को कहा जाता है?|अहमदाबाद|मुंबई|कानपुर|कोयंबटूर|अहमदाबाद|Geography_C18|30
4|टिस्को (TISCO) लौह-इस्पात संयंत्र की स्थापना कब हुई थी?|1907|1911|1899|1921|1907|Geography_C18|30
5|भिलाई इस्पात संयंत्र किस देश के सहयोग से स्थापित किया गया था?|रूस (सोवियत संघ)|जर्मनी|ब्रिटेन|संयुक्त राज्य अमेरिका|रूस (सोवियत संघ)|Geography_C18|30
6|राउरकेला इस्पात संयंत्र किस राज्य में स्थित है?|ओडिशा|झारखंड|छत्तीसगढ़|पश्चिम बंगाल|ओडिशा|Geography_C18|30
7|निम्नलिखित में से कौन सा एक निजी क्षेत्र का उद्योग है?|टिस्को (TISCO)|सेल (SAIL)|भेल (BHEL)|एचएमटी (HMT)|टिस्को (TISCO)|Geography_C18|30
8|चीनी उद्योग का उत्तर भारत से दक्षिण भारत में स्थानांतरित होने का मुख्य कारण क्या है?|गन्ने की अधिक पेराई अवधि और उच्च सुक्रोज मात्रा|सस्ता श्रम|बड़ा बाजार|सरकारी नीतियां|गन्ने की अधिक पेराई अवधि और उच्च सुक्रोज मात्रा|Geography_C18|30
9|भारत में नई औद्योगिक नीति की घोषणा कब की गई?|1991|1981|1971|2001|1991|Geography_C18|30
10|'इलेक्ट्रॉनिक राजधानी' के रूप में कौन सा शहर प्रसिद्ध है?|बेंगलुरु|हैदराबाद|पुणे|मुंबई|बेंगलuru|Geography_C18|30
11|उद्योगों की अवस्थिति को प्रभावित करने वाला प्रमुख कारक कौन सा है?|कच्चा माल|बाजार|श्रम|उपरोक्त सभी|उपरोक्त सभी|Geography_C18|30
12|'स्टील अथॉरिटी ऑफ इंडिया लिमिटेड' (SAIL) की स्थापना कब हुई?|1973|1964|1959|1984|1973|Geography_C18|30
13|भारत का कौन सा औद्योगिक प्रदेश 'भारत का रूर' (Ruhr of India) कहलाता है?|छोटानागपुर प्रदेश|मुंबई-पुणे प्रदेश|हुगली प्रदेश|गुजरात प्रदेश|छोटानागपुर प्रदेश|Geography_C18|30
14|निम्नलिखित में से कौन सा एक वन-आधारित उद्योग है?|कागज उद्योग|सीमेंट उद्योग|चीनी उद्योग|वस्त्र उद्योग|कागज उद्योग|Geography_C18|30
15|सलेम इस्पात संयंत्र किस राज्य में है?|तमिलनाडु|कर्नाटक|आंध्र प्रदेश|केरल|तमिलनाडु|Geography_C18|30
16|भारत में पहला सफल सीमेंट कारखाना कहाँ स्थापित किया गया था?|चेन्नई|पोरबंदर|कटनी|डालमियानगर|चेन्नई|Geography_C18|30
17|'उदारीकरण, निजीकरण और वैश्वीकरण' (LPG) किस औद्योगिक नीति का आधार था?|1991 की नीति|1956 की नीति|1948 की नीति|1980 की नीति|1991 की नीति|Geography_C18|30
18|भद्रावती में स्थित लौह-इस्पात संयंत्र का क्या नाम है?|विश्वेश्वरैया आयरन एंड स्टील वर्क्स (VISL)|टाटा आयरन एंड स्टील कंपनी|इंडियन आयरन एंड स्टील कंपनी|जिंदल स्टील|विश्वेश्वरैया आयरन एंड स्टील वर्क्स (VISL)|Geography_C18|30
19|भारत में जूट का पहला कारखाना कहाँ लगाया गया था?|रिशरा (कोलकाता के पास)|मुंबई|अहमदाबाद|कानपुर|रिशरा (कोलकाता के पास)|Geography_C18|30
20|'सॉफ्टवेयर टेक्नोलॉजी पार्क' का मुख्य उद्देश्य क्या है?|सॉफ्टवेयर निर्यात को बढ़ावा देना|हार्डवेयर का निर्माण करना|रोजगार प्रदान करना|प्रदूषण कम करना|सॉफ्टवेयर निर्यात को बढ़ावा देना|Geography_C18|30
21|निम्नलिखित में से कौन सा एक उपभोक्ता वस्तु उद्योग है?|चीनी उद्योग|लौह-इस्पात उद्योग|पेट्रो-रसायन उद्योग|एल्यूमीनियम उद्योग|चीनी उद्योग|Geography_C18|30
22|बोकारो इस्पात संयंत्र किस राज्य में स्थित है?|झारखंड|बिहार|ओडिशा|छत्तीसगढ़|झारखंड|Geography_C18|30
23|भारत में पेट्रो-रसायन उद्योग का सबसे बड़ा केंद्र कौन सा है?|मुंबई|जामनगर|हल्दिया|वडोदरा|जामनगर|Geography_C18|30
24|निम्नलिखित में से कौन सा उद्योग अक्सर कच्चे माल के स्रोत के निकट स्थित होता है?|चीनी उद्योग|सूती वस्त्र उद्योग|इलेक्ट्रॉनिक्स उद्योग|ऑटोमोबाइल उद्योग|चीनी उद्योग|Geography_C18|30
25|'भारत हैवी इलेक्ट्रिकल्स लिमिटेड' (BHEL) किस क्षेत्र का उपक्रम है?|सार्वजनिक क्षेत्र|निजी क्षेत्र|संयुक्त क्षेत्र|सहकारी क्षेत्र|सार्वजनिक क्षेत्र|Geography_C18|30
26|हुगली औद्योगिक प्रदेश का केंद्र क्या है?|कोलकाता-हावड़ा|पटना-गया|रांची-जमशेदपुर|दुर्गापुर-आसनसोल|कोलकाता-हावड़ा|Geography_C18|30
27|विशाखापत्तनम इस्पात संयंत्र की क्या विशेषता है?|यह भारत का पहला तट-आधारित संयंत्र है|यह सबसे पुराना संयंत्र है|यह निजी क्षेत्र में है|यह जर्मनी के सहयोग से बना है|यह भारत का पहला तट-आधारित संयंत्र है|Geography_C18|30
28|भारत में अधिकांश चीनी मिलें किस राज्य में स्थित हैं?|महाराष्ट्र|उत्तर प्रदेश|तमिलनाडु|कर्नाटक|महाराष्ट्र|Geography_C18|30
29|निम्नलिखित में से कौन सा एक 'स्वच्छंद उद्योग' (Footloose Industry) का उदाहरण है?|सॉफ्टवेयर उद्योग|चीनी उद्योग|सीमेंट उद्योग|जूट उद्योग|सॉफ्टवेयर उद्योग|Geography_C18|30
