id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|निम्नलिखित में से कौन सा प्रदूषण का एक प्राकृतिक स्रोत है?|ज्वालामुखी विस्फोट|उद्योगों से निकला धुआँ|वाहनों का धुआँ|कीटनाशकों का प्रयोग|ज्वालामुखी विस्फोट|Geography_C22|30
2|जल प्रदूषण का प्रमुख स्रोत क्या है?|औद्योगिक अपशिष्ट और नगरीय वाहित मल|कृषि में उर्वरकों का प्रयोग|वनों की कटाई|पशुओं को नहलाना|औद्योगिक अपशिष्ट और नगरीय वाहित मल|Geography_C22|30
3|वायु प्रदूषण के लिए मुख्य रूप से कौन सी गैस जिम्मेदार है?|कार्बन मोनोऑक्साइड और सल्फर डाइऑक्साइड|ऑक्सीजन|नाइट्रोजन|हाइड्रोजन|कार्बन मोनोऑक्साइड और सल्फर डाइऑक्साइड|Geography_C22|30
4|'अम्ल वर्षा' (Acid Rain) का मुख्य कारण क्या है?|वायु में सल्फर डाइऑक्साइड और नाइट्रोजन ऑक्साइड की उपस्थिति|वायु में कार्बन डाइऑक्साइड की अधिकता|वायु में मीथेन की उपस्थिति|ओजोन परत का क्षरण|वायु में सल्फर डाइऑक्साइड और नाइट्रोजन ऑक्साइड की उपस्थिति|Geography_C22|30
5|ध्वनि प्रदूषण को किस इकाई में मापा जाता है?|डेसिबल (dB)|हर्ट्ज (Hz)|पास्कल (Pa)|जूल (J)|डेसिबल (dB)|Geography_C22|30
6|नगरीय क्षेत्रों में ठोस अपशिष्ट (कचरा) निपटान की एक प्रमुख समस्या क्या है?|लैंडफिल साइट्स की कमी|कचरे की कमी|पुनर्चक्रण की अधिकता|लोगों का सहयोग|लैंडफिल साइट्स की कमी|Geography_C22|30
7|'धारावी', जो एशिया की सबसे बड़ी स्लम बस्ती है, किस शहर में स्थित है?|मुंबई|दिल्ली|कोलकाता|चेन्नई|मुंबई|Geography_C22|30
8|'गंदी बस्तियों' (Slums) की प्रमुख विशेषता क्या है?|अस्वास्थ्यकर परिस्थितियाँ और सुविधाओं का अभाव|बड़े और हवादार घर|चौड़ी सड़कें|पार्क और खेल के मैदान|अस्वास्थ्यकर परिस्थितियाँ और सुविधाओं का अभाव|Geography_C22|30
9|भूमि निम्नीकरण (Land Degradation) का क्या अर्थ है?|भूमि की उत्पादकता और गुणवत्ता में कमी आना|भूमि का उपजाऊपन बढ़ना|भूमि पर वृक्षारोपण करना|भूमि को समतल करना|भूमि की उत्पादकता और गुणवत्ता में कमी आना|Geography_C22|30
10|पंजाब और हरियाणा में भूमि निम्नीकरण का मुख्य कारण क्या है?|अत्यधिक सिंचाई से उत्पन्न जलाक्रांतता और लवणता|वनों की कटाई|खनन|अति-पशुचारण|अत्यधिक सिंचाई से उत्पन्न जलाक्रांतता और लवणता|Geography_C22|30
11|गंगा और यमुना नदियाँ भारत में सबसे अधिक प्रदूषित क्यों हैं?|बड़ी संख्या में शहरों से निकलने वाले मल-जल और औद्योगिक कचरे के कारण|कम वर्षा के कारण|बाढ़ आने के कारण|पर्यटन के कारण|बड़ी संख्या में शहरों से निकलने वाले मल-जल और औद्योगिक कचरे के कारण|Geography_C22|30
12|'नमामि गंगे' कार्यक्रम का मुख्य उद्देश्य क्या है?|गंगा नदी के प्रदूषण को कम करना और उसका संरक्षण करना|यमुना नदी को साफ करना|नदियों को जोड़ना|नहरों का निर्माण करना|गंगा नदी के प्रदूषण को कम करना और उसका संरक्षण करना|Geography_C22|30
13|वाहनों से निकलने वाला कौन सा प्रदूषक तंत्रिका तंत्र को नुकसान पहुँचा सकता है?|सीसा (Lead)|कार्बन डाइऑक्साइड|ऑक्सीजन|नाइट्रोजन|सीसा (Lead)|Geography_C22|30
14|'शहरी स्मॉग' (Urban Smog) का निर्माण कैसे होता है?|धुएँ और कोहरे के मिश्रण से|केवल धूल कणों से|केवल जल वाष्प से|ऑक्सीजन और नाइट्रोजन के मिश्रण से|धुएँ और कोहरे के मिश्रण से|Geography_C22|30
15|ग्रामीण क्षेत्रों से शहरों की ओर प्रवास का एक मुख्य नकारात्मक परिणाम क्या है?|अनियोजित गंदी बस्तियों का विकास|ग्रामीण विकास में तेजी|कृषि उत्पादन में वृद्धि|शहरों की जनसंख्या में कमी|अनियोजित गंदी बस्तियों का विकास|Geography_C22|30
16|'जल (प्रदूषण निवारण तथा नियंत्रण) अधिनियम' कब लागू हुआ?|1974|1981|1986|1992|1974|Geography_C22|30
17|'पर्यावरण संरक्षण अधिनियम' कब पारित किया गया?|1986|1974|1981|1990|1986|Geography_C22|30
18|'अनवीकरणीय संसाधन' का एक उदाहरण क्या है?|कोयला और पेट्रोलियम|सौर ऊर्जा|पवन ऊर्जा|जल|कोयला और पेट्रोलियम|Geography_C22|30
