id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|दो देशों के मध्य होने वाले व्यापार को क्या कहते हैं?|द्विपार्श्विक व्यापार|बहुपार्श्विक व्यापार|स्थानीय व्यापार|बाह्य व्यापार|द्विपार्श्विक व्यापार|Geography_C9|30
2|'स्लेव ट्रेड' या दास व्यापार का आरंभ किस शताब्दी में हुआ?|15वीं शताब्दी|14वीं शताब्दी|16वीं शताब्दी|17वीं शताब्दी|15वीं शताब्दी|Geography_C9|30
3|निम्नलिखित में से कौन सा अंतर्राष्ट्रीय व्यापार का आधार नहीं है?|स्थानीय परिवहन|संसाधनों में भिन्नता|जनसंख्या कारक|आर्थिक विकास की प्रावस्था|स्थानीय परिवहन|Geography_C9|30
4|'डंप करना' (Dumping) शब्द का क्या अर्थ है?|लागत की दृष्टि से भिन्न-भिन्न कीमतों पर किसी वस्तु को बेचना|वस्तुओं का विनाश करना|बंदरगाह पर माल उतारना|वस्तुओं का भंडारण करना|लागत की दृष्टि से भिन्न-भिन्न कीमतों पर किसी वस्तु को बेचना|Geography_C9|30
5|विश्व व्यापार संगठन (WTO) का मुख्यालय कहाँ स्थित है?|जेनेवा|न्यूयॉर्क|वियना|पेरिस|जेनेवा|Geography_C9|30
6|व्यापार संतुलन (Balance of Trade) क्या है?|एक देश के निर्यात और आयात का अंतर|केवल निर्यात का मूल्य|केवल आयात का मूल्य|कुल व्यापारिक मात्रा|एक देश के निर्यात और आयात का अंतर|Geography_C9|30
7|यदि किसी देश का आयात मूल्य, निर्यात मूल्य से अधिक हो, तो व्यापार संतुलन कैसा होगा?|ऋणात्मक (प्रतिकूल)|धनात्मक (अनुकूल)|शून्य|स्थिर|ऋणात्मक (प्रतिकूल)|Geography_C9|30
8|मुक्त व्यापार (Free Trade) का क्या तात्पर्य है?|व्यापारिक अवरोधों को हटाना|व्यापार पर कर लगाना|केवल एक देश से व्यापार|व्यापार को प्रतिबंधित करना|व्यापारिक अवरोधों को हटाना|Geography_C9|30
9|प्राचीन काल में रेशम मार्ग (Silk Route) किन दो क्षेत्रों को जोड़ता था?|रोम को चीन से|भारत को यूरोप से|अफ्रीका को एशिया से|चीन को अमेरिका से|रोम को चीन से|Geography_C9|30
10|गैट (GATT) का पूर्ण रूप क्या है?|प्रशुल्क एवं व्यापार पर सामान्य समझौता (General Agreement on Tariffs and Trade)|व्यापार के लिए वैश्विक समझौता|सभी व्यापार और शुल्क|व्यापार के लिए सामान्य संघ|प्रशुल्क एवं व्यापार पर सामान्य समझौता (General Agreement on Tariffs and Trade)|Geography_C9|30
