id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|मानव बस्तियों का मुख्य उद्देश्य क्या होता है?|मनुष्य के रहने और काम करने का स्थान|केवल कृषि करने का स्थान|केवल उद्योग लगाने का स्थान|पशुओं के रहने का स्थान|मनुष्य के रहने और काम करने का स्थान|Geography_C10|30
2|ग्रामीण बस्तियों का मुख्य आर्थिक आधार क्या है?|प्राथमिक क्रियाएँ (कृषि, पशुपालन)|द्वितीयक क्रियाएँ|तृतीयक क्रियाएँ|चतुर्थक क्रियाएँ|प्राथमिक क्रियाएँ (कृषि, पशुपालन)|Geography_C10|30
3|सघन या गुच्छित बस्तियाँ (Compact or Clustered Settlements) कहाँ पाई जाती हैं?|उपजाऊ जलोढ़ मैदानों में|मरुस्थलीय क्षेत्रों में|पहाड़ी क्षेत्रों में|घने वनों में|उपजाऊ जलोढ़ मैदानों में|Geography_C10|30
4|जब किसी बस्ती का विकास सड़कों, नदियों या नहरों के किनारे होता है, तो कौन सा प्रतिरूप बनता है?|रेखीय प्रतिरूप|वृत्ताकार प्रतिरूप|तारे के आकार का प्रतिरूप|आयताकार प्रतिरूप|रेखीय प्रतिरूप|Geography_C10|30
5|झीलों व तालाबों के चारों ओर विकसित बस्तियाँ किस प्रतिरूप की होती हैं?|वृत्ताकार प्रतिरूप|रेखीय प्रतिरूप|चौक-पट्टी प्रतिरूप|टी-आकार प्रतिरूप|वृत्ताकार प्रतिरूप|Geography_C10|30
6|प्रकीर्ण या एकाकी बस्तियाँ (Dispersed or Isolated Settlements) की क्या विशेषता है?|मकान दूर-दूर होते हैं|मकान पास-पास होते हैं|बस्ती एक सीधी रेखा में होती है|बस्ती एक केंद्र के चारों ओर होती है|मकान दूर-दूर होते हैं|Geography_C10|30
7|ग्रामीण बस्तियों की अवस्थिति को प्रभावित करने वाला कारक कौन सा है?|जल की आपूर्ति|उच्च भूमि|गृह निर्माण सामग्री|उपरोक्त सभी|उपरोक्त सभी|Geography_C10|30
8|नगरीय बस्तियों की मुख्य विशेषता क्या है?|गैर-प्राथमिक कार्यों में संलग्न जनसंख्या|कृषि कार्य में संलग्न जनसंख्या|कम जनसंख्या घनत्व| cottages का अभाव|गैर-प्राथमिक कार्यों में संलग्न जनसंख्या|Geography_C10|30
9|'नगर' (Town) की परिभाषा में जनसंख्या आकार के लिए भारत में क्या मानदंड है?|5,000 से अधिक व्यक्ति|1,000 से अधिक व्यक्ति|10,000 से अधिक व्यक्ति|50,000 से अधिक व्यक्ति|5,000 से अधिक व्यक्ति|Geography_C10|30
10|'शहर' (City) सामान्यतः नगरों से कैसे भिन्न होते हैं?|शहर नगरों से बड़े होते हैं और उनके आर्थिक कार्य अधिक जटिल होते हैं|शहर नगरों से छोटे होते हैं|शहरों में केवल कृषि होती है|शहरों में जनसंख्या घनत्व कम होता है|शहर नगरों से बड़े होते हैं और उनके आर्थिक कार्य अधिक जटिल होते हैं|Geography_C10|30
11|'संनगर' (Conurbation) शब्द का प्रयोग सबसे पहले किसने किया था?|पैट्रिक गेडीज|जीन गॉटमैन|लुईस ममफोर्ड|ग्रिफिथ टेलर|पैट्रिक गेडीज|Geography_C10|30
12|'विश्वनगरी' या 'मेगालोपोलिस' (Megalopolis) शब्द का क्या अर्थ है?|एक विशाल नगरीय प्रदेश जो कई संनगरों से मिलकर बना हो|एक छोटा कस्बा|एक ग्रामीण बस्ती|एक किला|एक विशाल नगरीय प्रदेश जो कई संनगरों से मिलकर बना हो|Geography_C10|30
13|भारत में मुंबई किस प्रकार की नगरीय बस्ती का उदाहरण है?|मेगा सिटी (Mega City)|संनगर|कस्बा|ग्रामीण केंद्र|मेगा सिटी (Mega City)|Geography_C10|30
14|ग्रामीण बस्तियों की एक प्रमुख समस्या क्या है?|आधारभूत सुविधाओं का अभाव|यातायात जाम|वायु प्रदूषण|अपशिष्ट निपटान की समस्या|आधारभूत सुविधाओं का अभाव|Geography_C10|30
15|नगरीय बस्तियों की एक प्रमुख पर्यावरणीय समस्या क्या है?|जल प्रदूषण और वायु प्रदूषण|रोजगार की कमी|शिक्षा का अभाव|पेयजल की कमी|जल प्रदूषण और वायु प्रदूषण|Geography_C10|30
