id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|बाल कल्याण का मुख्य उद्देश्य क्या है?|बच्चों को अनुशासित करना|बच्चों का सर्वांगीण विकास सुनिश्चित करना|बच्चों से काम करवाना|बच्चों को घर पर रखना|बच्चों का सर्वांगी- विकास सुनिश्चित करना|Home Science_C20|30
2|ICDS का पूरा नाम क्या है?|एकीकृत बाल सुरक्षा योजना|भारतीय बाल विकास योजना|एकीकृत बाल विकास सेवाएं|अंतर्राष्ट्रीय बाल विकास योजना|एकीकृत बाल विकास सेवाएं|Home Science_C20|30
3|भारत में बाल विवाह निषेध अधिनियम किस वर्ष लागू हुआ?|1929|1950|1986|2006|2006|Home Science_C20|30
4|बच्चों के लिए नि:शुल्क और अनिवार्य शिक्षा का अधिकार (RTE) अधिनियम कब लागू हुआ?|2005|2009|2012|2014|2009|Home Science_C20|30
5|'चाइल्डलाइन' (1098) क्या है?|बच्चों के लिए एक स्कूल|बच्चों के लिए एक अस्पताल|बच्चों के लिए एक 24 घंटे की आपातकालीन हेल्पलाइन सेवा|बच्चों के लिए एक खेल का मैदान|बच्चों के लिए एक 24 घंटे की आपातकालीन हेल्पलाइन सेवा|Home Science_C20|30
6|POCSO अधिनियम का संबंध किससे है?|बाल श्रम|बाल विवाह|बच्चों का यौन शोषण से संरक्षण|बाल शिक्षा|बच्चों का यौन शोषण से संरक्षण|Home Science_C20|30
7|एक बच्चे के लिए सबसे सुरक्षित स्थान कौन सा माना जाता है?|स्कूल|बाजार|परिवार और घर|खेल का मैदान|परिवार और घर|Home Science_C20|30
8|बच्चों के भावनात्मक विकास के लिए क्या आवश्यक है?|महंगे खिलौने|प्यार और सुरक्षा|सख्त अनुशासन|अकेलापन|प्यार और सुरक्षा|Home Science_C20|30
9|बाल श्रम (निषेध और विनियमन) अधिनियम के अनुसार, किस उम्र से कम के बच्चों से काम करवाना अपराध है?|12 वर्ष|14 वर्ष|16 वर्ष|18 वर्ष|14 वर्ष|Home Science_C20|30
10|बच्चों को खतरनाक बीमारियों से बचाने के लिए क्या किया जाता है?|उन्हें घर पर रखना|टीकाकरण|उन्हें स्कूल न भेजना|उन्हें बाहर खेलने न देना|टीकाकरण|Home Science_C20|30
11|'गुड टच' और 'बैड टच' के बारे में बच्चों को शिक्षित करना क्यों महत्वपूर्ण है?|उन्हें डराने के लिए|यौन शोषण से उनकी सुरक्षा के लिए|उन्हें भ्रमित करने के लिए|यह एक खेल है|यौन शोषण से उनकी सुरक्षा के लिए|Home Science_C20|30
12|किशोर न्याय (बच्चों की देखभाल और संरक्षण) अधिनियम का उद्देश्य क्या है?|कानून का उल्लंघन करने वाले बच्चों को दंडित करना|जरूरतमंद बच्चों की देखभाल और संरक्षण करना|बच्चों को जेल भेजना|बच्चों से जुर्माना वसूलना|जरूरतमंद बच्चों की देखभाल और संरक्षण करना|Home Science_C20|30
13|कुपोषण से बचाने के लिए बच्चों को कैसा आहार देना चाहिए?|जंक फूड|संतुलित और पौष्टिक आहार|केवल दूध|केवल फल|संतुलित और पौष्टिक आहार|Home Science_C20|30
14|बच्चों के शारीरिक विकास के लिए क्या जरूरी है?|हर समय पढ़ना|खेलकूद और शारीरिक गतिविधियां|टीवी देखना|मोबाइल चलाना|खेलकूद और शारीरिक गतिविधियां|Home Science_C20|30
15|अनाथ और बेसहारा बच्चों के लिए सरकार द्वारा क्या चलाए जाते हैं?|होटल|शिशु गृह और बाल गृह|मॉल|सिनेमा हॉल|शिशु गृह और बाल गृह|Home Science_C20|30
16|बच्चों के अधिकारों की घोषणा किसने की?|भारत सरकार|विश्व स्वास्थ्य संगठन (WHO)|संयुक्त राष्ट्र संघ (UNO)|यूनिसेफ (UNICEF)|संयुक्त राष्ट्र संघ (UNO)|Home Science_C20|30
17|बाल शोषण का क्या अर्थ है?|बच्चों को शारीरिक, भावनात्मक या यौन रूप से नुकसान पहुंचाना|बच्चों को पढ़ाना|बच्चों के साथ खेलना|बच्चों को घुमाने ले जाना|बच्चों को शारीरिक, भावनात्मक या यौन रूप से नुकसान पहुंचाना|Home Science_C20|30
