id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|वृद्धावस्था में होने वाला सामान्य शारीरिक परिवर्तन क्या है?|त्वचा का चमकदार होना|हड्डियों का मजबूत होना|पाचन शक्ति का कमजोर होना|बालों का काला होना|पाचन शक्ति का कमजोर होना|Home Science_C21|30
2|बुजुर्गों को किस प्रकार का आहार देना चाहिए?|तला हुआ और मसालेदार|सुपाच्य और पौष्टिक|बहुत मीठा|केवल तरल पदार्थ|सुपाच्य और पौष्टिक|Home Science_C21|30
3|वृद्धावस्था में हड्डियों के कमजोर होने की स्थिति क्या कहलाती है?|एनीमिया|ऑस्टियोपोरोसिस|मधुमेह|उच्च रक्तचाप|ऑस्टियोपोरोसिस|Home Science_C21|30
4|बुजुर्गों की देखभाल का मुख्य उद्देश्य क्या है?|उन्हें अकेला छोड़ना|उन्हें सम्मानजनक और स्वस्थ जीवन प्रदान करना|उनकी संपत्ति लेना|उन्हें नियंत्रित करना|उन्हें सम्मानजनक और स्वस्थ जीवन प्रदान करना|Home Science_C21|30
5|बुजुर्गों में अकेलेपन की भावना को कैसे दूर किया जा सकता है?|उन्हें डांटकर|उनके साथ समय बिताकर और बातचीत करके|उन्हें टीवी देखने के लिए कहकर|उन्हें कमरे में बंद करके|उनके साथ समय बिताकर और बातचीत करके|Home Science_C21|30
6|राष्ट्रीय वृद्धावस्था पेंशन योजना का उद्देश्य क्या है?|बुजुर्गों को मनोरंजन प्रदान करना|बुजुर्गों को वित्तीय सहायता प्रदान करना|बुजुर्गों को आवास प्रदान करना|बुजुर्गों को भोजन प्रदान करना|बुजुर्गों को वित्तीय सहायता प्रदान करना|Home Science_C21|30
7|बुजुर्गों के कमरे में प्रकाश की व्यवस्था कैसी होनी चाहिए?|बहुत मंद|बहुत तेज|पर्याप्त और बिना चकाचौंध वाली|रंग-बिरंगी|पर्याप्त और बिना चकाचौंध वाली|Home Science_C21|30
8|वृद्धावस्था में जोड़ों के दर्द की समस्या क्या कहलाती है?|मोतियाबिंद|गठिया (Arthritis)|बहरापन|स्कर्वी|गठिया (Arthritis)|Home Science_C21|30
9|बुजुर्गों के लिए घर का वातावरण कैसा होना चाहिए?|शोरगुल वाला|असुरक्षित|शांत, सुरक्षित और आरामदायक|अव्यवस्थित|शांत, सुरक्षित और आरामदायक|Home Science_C21|30
10|पीढ़ी अंतराल (Generation Gap) का क्या अर्थ है?|एक ही पीढ़ी के लोगों में अंतर|विभिन्न पीढ़ियों के बीच विचारों और मूल्यों में अंतर|माता-पिता और बच्चों की उम्र में अंतर|परिवार में सदस्यों की संख्या|विभिन्न पीढ़ियों के बीच विचारों और मूल्यों में अंतर|Home Science_C21|30
11|बुजुर्गों के आहार में किस पोषक तत्व की अधिक आवश्यकता होती है?|वसा|कैल्शियम और विटामिन डी|शर्करा|सोडियम|कैल्शियम और विटामिन डी|Home Science_C21|30
12|बुजुर्गों को गिरने से बचाने के लिए बाथरूम में क्या लगाना चाहिए?|कालीन|फिसलन-रोधी मैट और हैंडल|टाइलें|पौधे|फिसलन-रोधी मैट और हैंडल|Home Science_C21|30
13|वृद्धावस्था में कौन सी इंद्रिय कमजोर हो जाती है?|देखने की क्षमता|सुनने की क्षमता|स्वाद की क्षमता|उपरोक्त सभी|उपरोक्त सभी|Home Science_C21|30
14|बुजुर्गों के साथ कैसा व्यवहार करना चाहिए?|धैर्य और सम्मान के साथ|जल्दबाजी में|गुस्से से|लापरवाही से|धैर्य और सम्मान के साथ|Home Science_C21|30
15|'डे केयर सेंटर' (Day Care Center) बुजुर्गों के लिए क्यों उपयोगी हैं?|वहाँ वे अकेले रहते हैं|वे सामाजिक मेलजोल और गतिविधियों में भाग ले सकते हैं|वहाँ केवल इलाज होता है|वे वहाँ काम करते हैं|वे सामाजिक मेलजोल और गतिविधियों में भाग ले सकते हैं|Home Science_C21|30
16|बुजुर्गों को वित्तीय रूप से सुरक्षित महसूस कराने के लिए क्या महत्वपूर्ण है?|उनकी बचत और निवेश|उनसे पैसे लेना|उन्हें कर्ज लेने के लिए कहना|उनके खर्चों पर रोक लगाना|उनकी बचत और निवेश|Home Science_C21|30
17|वृद्धावस्था में कब्ज की समस्या से बचने के लिए क्या खाना चाहिए?|मैदा|रेशेयुक्त भोजन (फाइबर)|तला हुआ भोजन|जंक फूड|रेशेयुक्त भोजन (फाइबर)|Home Science_C21|30
18|बुजुर्ग व्यक्ति की दवाइयों का ध्यान कैसे रखना चाहिए?|उन्हें कभी-कभी दवा देनी चाहिए|समय पर और सही मात्रा में दवा देनी चाहिए|दवाइयां छिपा देनी चाहिए|कोई भी दवा दे देनी चाहिए|समय पर और सही मात्रा में दवा देनी चाहिए|Home Science_C21|30
19|मनोरंजन बुजुर्गों के लिए क्यों आवश्यक है?|यह उन्हें मानसिक रूप से सक्रिय और प्रसन्न रखता है|यह समय की बर्बादी है|यह उन्हें थका देता है|यह अनावश्यक है|यह उन्हें मानसिक रूप से सक्रिय और प्रसन्न रखता है|Home Science_C21|30
20|अल्जाइमर रोग का संबंध किससे है?|हड्डियों से|हृदय से|याददाश्त कमजोर होने से|पाचन से|याददाश्त कमजोर होने से|Home Science_C21|30
21|बुजुर्गों को नियमित स्वास्थ्य जांच के लिए क्यों ले जाना चाहिए?|बीमारियों का समय पर पता लगाने और इलाज के लिए|पैसे खर्च करने के लिए|यह एक औपचारिकता है|घूमने-फिरने के लिए|बीमारियों का समय पर पता लगाने और इलाज के लिए|Home Science_C21|30
22|परिवार में बुजुर्गों की क्या भूमिका होती है?|वे बोझ होते हैं|वे अनुभव और ज्ञान के स्रोत होते हैं|उनकी कोई भूमिका नहीं होती|वे केवल आराम करते हैं|वे अनुभव और ज्ञान के स्रोत होते हैं|Home Science_C21|30
23|बुजुर्गों के कपड़ों का चयन करते समय क्या ध्यान रखना चाहिए?|कपड़े फैशनेबल हों|कपड़े आरामदायक और पहनने-उतारने में आसान हों|कपड़े चुस्त हों|कपड़े सिंथेटिक हों|कपड़े आरामदायक और पहनने-उतारने में आसान हों|Home Science_C21|30
24|बुजुर्गों के प्रति समाज का क्या कर्तव्य है?|उनकी उपेक्षा करना|उन्हें सम्मान और सहायता प्रदान करना|उन्हें वृद्धाश्रम भेजना|उनसे दूरी बनाना|उन्हें सम्मान और सहायता प्रदान करना|Home Science_C21|30
25|कौन सी गतिविधि बुजुर्गों के लिए उपयुक्त है?|तेज दौड़ना|वजन उठाना|सुबह-शाम टहलना|पहाड़ चढ़ना|सुबह-शाम टहलना|Home Science_C21|30
26|बुजुर्गों को भावनात्मक सहारा देने का सबसे अच्छा तरीका क्या है?|उन्हें अकेला छोड़ना|उनकी बातों को ध्यान से सुनना|उन्हें पैसे देना|उन्हें सलाह देना|उनकी बातों को ध्यान से सुनना|Home Science_C21|30
27|मोतियाबिंद (Cataract) शरीर के किस अंग की बीमारी है?|कान|नाक|आंख|त्वचा|आंख|Home Science_C21|30
28|वृद्धाश्रम (Old Age Home) क्या है?|एक अस्पताल|एक स्कूल|बेसहारा बुजुर्गों के लिए एक आवासीय घर|एक पार्क|बेसहारा बुजुर्गों के लिए एक आवासीय घर|Home Science_C21|30
29|बुजुर्गों के लिए बनाए गए कानूनों का उद्देश्य क्या है?|उन्हें दंडित करना|उनके अधिकारों की रक्षा करना|उन पर नियंत्रण रखना|उन्हें अलग-थलग करना|उनके अधिकारों की रक्षा करना|Home Science_C21|30
30|सेवानिवृत्ति (Retirement) के बाद व्यक्ति को क्या करना चाहिए?|निराश हो जाना चाहिए|नई रुचियों और गतिविधियों में संलग्न होना चाहिए|घर पर बेकार बैठना चाहिए|समाज से कट जाना चाहिए|नई रुचियों और गतिविधियों में संलग्न होना चाहिए|Home Science_C21|30
31|बुजुर्गों में पानी की कमी (Dehydration) को रोकने के लिए क्या करना चाहिए?|उन्हें कम पानी पीने के लिए कहना चाहिए|नियमित अंतराल पर तरल पदार्थ देते रहना चाहिए|केवल ठोस भोजन देना चाहिए|उन्हें कोल्ड ड्रिंक देनी चाहिए|नियमित अंतराल पर तरल पदार्थ देते रहना चाहिए|Home Science_C21|30
