id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|ऊर्जा संरक्षण का क्या अर्थ है?|ऊर्जा का अधिक उपयोग करना|ऊर्जा का दुरुपयोग करना|ऊर्जा का सावधानीपूर्वक उपयोग करके उसे बचाना|ऊर्जा का उत्पादन करना|ऊर्जा का सावधानीपूर्वक उपयोग करके उसे बचाना|Home Science_C17|30
2|निम्नलिखित में से कौन सा ऊर्जा का नवीकरणीय स्रोत है?|कोयला|पेट्रोल|सौर ऊर्जा|प्राकृतिक गैस|सौर ऊर्जा|Home Science_C17|30
3|बिजली बचाने के लिए किस प्रकार के बल्ब का प्रयोग करना चाहिए?|साधारण बल्ब (Incandescent)|सीएफएल (CFL)|एलईडी (LED)|हैलोजन बल्ब|एलईडी (LED)|Home Science_C17|30
4|खाना पकाने के लिए किस बर्तन का प्रयोग करने से ऊर्जा की बचत होती है?|खुला बर्तन|पतले तले वाला बर्तन|प्रेशर कुकर|चौड़े मुंह वाला बर्तन|प्रेशर कुकर|Home Science_C17|30
5|ऊर्जा संरक्षण क्यों आवश्यक है?|पर्यावरण की सुरक्षा के लिए|पैसे बचाने के लिए|ऊर्जा संसाधनों को भविष्य के लिए बचाने के लिए|उपरोक्त सभी|उपरोक्त सभी|Home Science_C17|30
6|ISI मार्क क्या सुनिश्चित करता है?|उत्पाद की कीमत|उत्पाद की सुरक्षा और गुणवत्ता|उत्पाद का रंग|उत्पाद का वजन|उत्पाद की सुरक्षा और गुणवत्ता|Home Science_C17|30
7|LPG का पूरा नाम क्या है?|तरलीकृत पेट्रोलियम गैस|प्राकृतिक गैस|संपीड़ित प्राकृतिक गैस|तरल पेट्रोल गैस|तरलीकृत पेट्रोलियम गैस|Home Science_C17|30
8|फ्रिज का दरवाजा बार-बार खोलने से क्या होता है?|ऊर्जा की बचत होती है|ऊर्जा की खपत बढ़ती है|फ्रिज ठंडा रहता है|कोई फर्क नहीं पड़ता|ऊर्जा की खपत बढ़ती है|Home Science_C17|30
9|खाना पकाने से पहले दाल-चावल भिगोने से क्या होता है?|स्वाद खराब हो जाता है|पोषक तत्व नष्ट हो जाते हैं|ईंधन और समय की बचत होती है|खाना देर से पकता है|ईंधन और समय की बचत होती है|Home Science_C17|30
10|सौर कुकर किस ऊर्जा का उपयोग करता है?|पवन ऊर्जा|जल ऊर्जा|सौर ऊर्जा|बायोगैस|सौर ऊर्जा|Home Science_C17|30
11|उपयोग में न होने पर बिजली के उपकरणों का स्विच बंद क्यों कर देना चाहिए?|उपकरण खराब हो सकता है|बिजली की बचत के लिए|यह एक अच्छी आदत है|घर सुंदर दिखता है|बिजली की बचत के लिए|Home Science_C17|30
