id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|बाल्यावस्था (Childhood) की अवधि क्या है?|0−3 वर्ष|3−12 वर्ष|12−18 वर्ष|18−25 वर्ष|3−12 वर्ष|Home_Science_C4|30
2|बाल्यावस्था को किस नाम से जाना जाता है?|तर्कसंगतता की अवधि|गिरोह की आयु (Gang Age)|तेज़ वृद्धि की अवधि|संक्रमण की अवधि|गिरोह की आयु (Gang Age)|Home_Science_C4|30
3|इस अवस्था में शारीरिक विकास की गति शैशवावस्था की तुलना में कैसी होती है?|बहुत तेज़|धीमी और स्थिर|अस्थिर|रुकी हुई|धीमी और स्थिर|Home_Science_C4|30
4|बच्चों में 'स्थायी दाँत' (Permanent Teeth) किस आयु के आसपास निकलना शुरू होते हैं?|3 वर्ष|6 वर्ष|10 वर्ष|12 वर्ष|6 वर्ष|Home_Science_C4|30
5|पियाजे के अनुसार, बाल्यावस्था का मुख्य भाग किस संज्ञानात्मक चरण में आता है?|संवेदी-गामक|पूर्व-संक्रियात्मक और मूर्त संक्रियात्मक|औपचारिक संक्रियात्मक|उत्तर संक्रियात्मक|पूर्व-संक्रियात्मक और मूर्त संक्रियात्मक|Home_Science_C4|30
6|'सकल गत्यात्मक कौशल' (Gross Motor Skills) का पूर्ण विकास किस अवस्था में होता है?|शैशवावस्था|बाल्यावस्था|किशोरावस्था|वृद्धावस्था|बाल्यावस्था|Home_Science_C4|30
7|'सूक्ष्म गत्यात्मक कौशल' (Fine Motor Skills) का सबसे अच्छा उदाहरण क्या है?|दौड़ना|चलना|लिखना और चित्र बनाना|कूदना|लिखना और चित्र बनाना|Home_Science_C4|30
8|किस आयु में बच्चे 'तर्क' (Reasoning) और 'तुलना' (Comparison) करना शुरू कर देते हैं?|1−2 वर्ष|6−7 वर्ष|15−16 वर्ष|20 वर्ष|6−7 वर्ष|Home_Science_C4|30
9|'सामाजिक विकास' (Social Development) में इस अवस्था में कौन सा कारक सबसे महत्वपूर्ण है?|परिवार|स्कूल और दोस्त (Peer Group)|मीडिया|आनुवंशिकता|स्कूल और दोस्त (Peer Group)|Home_Science_C4|30
10|बाल्यावस्था में 'खेल' (Play) का सबसे महत्वपूर्ण कार्य क्या है?|केवल समय बिताना|सामाजिक कौशल और सहयोग सीखना|केवल शारीरिक शक्ति बढ़ाना|नींद लेना|सामाजिक कौशल और सहयोग सीखना|Home_Science_C4|30
