id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|भोजन को खराब होने से बचाने की विधि को क्या कहते हैं?|खाद्य प्रसंस्करण|खाद्य संरक्षण|खाद्य अपमिश्रण|खाद्य स्वच्छता|खाद्य संरक्षण|Home Science_C8|30
2|नमी वाले खाद्य पदार्थों को खराब करने वाला मुख्य कारक क्या है?|हवा|रोशनी|सूक्ष्मजीव|तापमान|सूक्ष्मजीव|Home Science_C8|30
3|दूध को उबालना संरक्षण की कौन सी विधि है?|पाश्चुरीकरण|निर्जलीकरण|किण्वन|सुखाना|पाश्चुरीकरण|Home Science_C8|30
4|नमक लगाकर खाद्य पदार्थों को संरक्षित करना क्या कहलाता है?|शक्कर मिलाना|तेल मिलाना|लवणन (Salting)|धूम्रपान|लवणन (Salting)|Home Science_C8|30
5|फलों से जैम और जेली बनाना संरक्षण की किस विधि पर आधारित है?|नमक का उपयोग|चीनी का उपयोग|तेल का उपयोग|सिरके का उपयोग|चीनी का उपयोग|Home Science_C8|30
6|भोजन पकाने से पहले हाथ धोना किसका हिस्सा है?|खाद्य संरक्षण|व्यक्तिगत स्वच्छता|रसोई की स्वच्छता|खाद्य खरीदारी|व्यक्तिगत स्वच्छता|Home Science_C8|30
7|निम्नलिखित में से कौन एक प्राकृतिक परिरक्षक (preservative) है?|सोडियम बेंजोएट|सिरका|सल्फर डाइऑक्साइड|पोटेशियम मेटाबाइसल्फाइट|सिरका|Home Science_C8|30
8|भोजन को फ्रिज में रखना संरक्षण की कौन सी विधि है?|प्रशीतन (Refrigeration)|हिमीकरण (Freezing)|सुखाना|डिब्बाबंदी|प्रशीतन (Refrigeration)|Home Science_C8|30
9|भोजन में जानबूझकर कोई सस्ता पदार्थ मिलाना क्या कहलाता है?|संरक्षण|प्रसंस्करण|अपमिश्रण|स्वच्छता|अपमिश्रण|Home Science_C8|30
10|काली मिर्च में पपीते के बीज मिलाना किसका उदाहरण है?|खाद्य संरक्षण|खाद्य स्वच्छता|खाद्य अपमिश्रण|खाद्य मानकीकरण|खाद्य अपमिश्रण|Home Science_C8|30
