id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|कौन सा रोग वायु द्वारा फैलता है?|हैजा|टाइफाइड|तपेदिक|मलेरिया|तपेदिक|Home Science_C7|30
2|मलेरिया रोग किस मच्छर के काटने से होता है?|एडीज एजिप्टी|मादा एनोफिलीज|क्यूलेक्स|इनमें से कोई नहीं|मादा एनोफिलीज|Home Science_C7|30
3|जल के माध्यम से फैलने वाला रोग कौन सा है?|खसरा|हैजा|टिटनेस|चेचक|हैजा|Home Science_C7|30
4|शरीर की रोगों से लड़ने की क्षमता को क्या कहते हैं?|संक्रमण|रोग प्रतिरोधक क्षमता|कुपोषण|स्वच्छता|रोग प्रतिरोधक क्षमता|Home Science_C7|30
5|बीसीजी (BCG) का टीका किस रोग से बचाव के लिए लगाया जाता है?|तपेदिक (टीबी)|पोलियो|खसरा|हेपेटाइटिस|तपेदिक (टीबी)|Home Science_C7|30
6|ओ.आर.एस. (ORS) घोल का प्रयोग किस स्थिति में किया जाता है?|बुखार|खांसी|निर्जलीकरण (पानी की कमी)|सिरदर्द|निर्जलीकरण (पानी की कमी)|Home Science_C7|30
7|विश्व स्वास्थ्य संगठन (WHO) का मुख्यालय कहाँ स्थित है?|न्यूयॉर्क|लंदन|जेनेवा|पेरिस|जेनेवा|Home Science_C7|30
8|एड्स (AIDS) का कारण क्या है?|जीवाणु|विषाणु|फफूंद|प्रोटोजोआ|विषाणु|Home Science_C7|30
9|निम्न में से कौन सा रोग संक्रामक नहीं है?|इन्फ्लुएंजा|मधुमेह|चेचक|हैजा|मधुमेह|Home Science_C7|30
10|टिटनेस रोग का कारण क्या है?|विषाणु|जीवाणु|कवक|प्रोटोजोआ|जीवाणु|Home Science_C7|30
11|डी.पी.टी. (DPT) का टीका किन तीन रोगों से बचाता है?|डिप्थीरिया, पोलियो, टिटनेस|डिप्थीरिया, काली खांसी, टिटनेस|डेंगू, पोलियो, टाइफाइड|डिप्थीरिया, मलेरिया, टाइफाइड|डिप्थीरिया, काली खांसी, टिटनेस|Home Science_C7|30
12|हेपेटाइटिस रोग शरीर के किस अंग को प्रभावित करता है?|यकृत (लिवर)|फेफड़े|हृदय|मस्तिष्क|यकृत (लिवर)|Home Science_C7|30
13|व्यक्तिगत स्वच्छता के अंतर्गत क्या आता है?|प्रतिदिन स्नान करना|घर साफ रखना|खुले में शौच न करना|पानी उबाल कर पीना|प्रतिदिन स्नान करना|Home Science_C7|30
14|पर्यावरणीय स्वच्छता क्यों आवश्यक है?|बीमारियों को रोकने के लिए|सुंदर दिखने के लिए|पैसे बचाने के लिए|दूसरों को प्रभावित करने के लिए|बीमारियों को रोकने के लिए|Home Science_C7|30
15|कीटनाशकों का प्रयोग क्यों किया जाता है?|रोग फैलाने वाले कीड़ों को मारने के लिए|फसल बढ़ाने के लिए|पानी साफ करने के लिए|घर सजाने के लिए|रोग फैलाने वाले कीड़ों को मारने के लिए|Home Science_C7|30
16|हैजा रोग का मुख्य लक्षण क्या है?|तेज बुखार|लगातार खांसी|उल्टी और दस्त|त्वचा पर चकत्ते|उल्टी और दस्त|Home Science_C7|30
17|पोलियो का वायरस शरीर के किस तंत्र पर हमला करता है?|पाचन तंत्र|श्वसन तंत्र|तंत्रिका तंत्र|रक्त परिसंचरण तंत्र|तंत्रिका तंत्र|Home Science_C7|30
18|खाद्य पदार्थों को ढककर क्यों रखना चाहिए?|उन्हें गर्म रखने के लिए|उन्हें स्वादिष्ट बनाने के लिए|मक्खियों और धूल से बचाने के लिए|उन्हें सुंदर दिखाने के लिए|मक्खियों और धूल से बचाने के लिए|Home Science_C7|30
19|कुत्ते के काटने से कौन सा रोग हो सकता है?|रेबीज|मलेरिया|प्लेग|फाइलेरिया|रेबीज|Home Science_C7|30
20|टाइफाइड रोग का पता लगाने के लिए कौन सा परीक्षण किया जाता है?|विडाल टेस्ट|एलिसा टेस्ट|ब्लड शुगर टेस्ट|एक्स-रे|विडाल टेस्ट|Home Science_C7|30
21|प्राकृतिक प्रतिरक्षा (Natural Immunity) क्या है?|टीकाकरण से प्राप्त|जन्म से प्राप्त|दवाओं से प्राप्त|संक्रमण के बाद प्राप्त|जन्म से प्राप्त|Home Science_C7|30
22|मक्खियाँ कौन सा रोग फैला सकती हैं?|मलेरिया|डेंगू|हैजा|रेबीज|हैजा|Home Science_C7|30
23|चेचक (Smallpox) किस प्रकार के रोगाणु से होता है?|विषाणु|जीवाणु|प्रोटोजोआ|कवक|विषाणु|Home Science_C7|30
24|स्वस्थ रहने के लिए कैसा आहार लेना चाहिए?|वसायुक्त आहार|प्रोटीनयुक्त आहार|संतुलित आहार|कार्बोहाइड्रेट युक्त आहार|संतुलित आहार|Home Science_C7|30
25|रोगों से बचाव का सबसे उत्तम उपाय क्या है?|दवाइयाँ लेना|डॉक्टर के पास जाना|टीकाकरण और स्वच्छता|आराम करना|टीकाकरण और स्वच्छता|Home Science_C7|30
26|दूषित भोजन खाने से कौन सा रोग हो सकता है?|स्कर्वी|भोजन विषाक्तता (Food Poisoning)|बेरी-बेरी|रिकेट्स|भोजन विषाक्तता (Food Poisoning)|Home Science_C7|30
