id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|The Middle English period is generally considered to have started with what event?|The Viking Invasions|The Norman Conquest|The Black Death|The Hundred Years' War|The Norman Conquest|The_Story_of_English_C2|30
2|The Norman Conquest took place in the year...|1066|1154|1215|1381|1066|The_Story_of_English_C2|30
3|The Normans, led by William the Conqueror, came from a region in...|Germany|Italy|France|Spain|France|The_Story_of_English_C2|30
4|For about 300 years after the Norman Conquest, which language was the language of the court, law, and administration in England?|Latin|English|German|French|French|The_Story_of_English_C2|30
5|During the Middle English period, English was primarily the language of the...|nobility|clergy|common people|royal court|common people|The_Story_of_English_C2|30
6|The Middle English period saw a massive influx of words from which two languages?|Latin and Greek|French and Old Norse|Latin and French|Celtic and German|Latin and French|The_Story_of_English_C2|30
7|Words like 'government', 'justice', 'jury', and 'parliament' entered English from...|Latin|Old Norse|German|French|French|The_Story_of_English_C2|30
8|What was the most significant grammatical change from Old English to Middle English?|The creation of new tenses|The adoption of French word order|The loss of most grammatical inflections|The introduction of articles|The loss of most grammatical inflections|The_Story_of_English_C2|30
9|The loss of inflections meant that ______ became much more important in Middle English.|word order|pronunciation|spelling|vocabulary|word order|The_Story_of_English_C2|30
10|Which dialect of Middle English became the basis for Modern Standard English?|Northern|Southern|Kentish|East Midland|East Midland|The_Story_of_English_C2|30
11|The East Midland dialect gained prominence because it was the dialect of...|Oxford and Cambridge|London|the King's court|the Church|London|The_Story_of_English_C2|30
12|Who is considered the greatest writer of the Middle English period?|William Langland|John Gower|Geoffrey Chaucer|The Pearl Poet|Geoffrey Chaucer|The_Story_of_English_C2|30
13|Geoffrey Chaucer's most famous work is...|Piers Plowman|Confessio Amantis|Sir Gawain and the Green Knight|The Canterbury Tales|The Canterbury Tales|The_Story_of_English_C2|30
14|In what year did King John of England lose Normandy, weakening the linguistic ties with France?|1066|1204|1215|1337|1204|The_Story_of_English_C2|30
