id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|مرزا فرحت اللہ بیگ کا تعلق کس صنفِ ادب سے ہے؟|ناول|خاکہ نگاری|افسانہ|سوانح|خاکہ نگاری|Urdu_C1|30
2|'نذیر احمد کی کہانی...' کا تعلق کس صنف سے ہے؟|ناول|داستان|خاکہ|انشائیہ|خاکہ|Urdu_C1|30
3|اردو کا پہلا خاکہ نگار کسے تسلیم کیا جاتا ہے؟|رشید احمد صدیقی|مولوی عبدالحق|مرزا فرحت اللہ بیگ|خواجہ حسن نظامی|مرزا فرحت اللہ بیگ|Urdu_C1|30
4|مرزا فرحت اللہ بیگ کی پیدائش کب ہوئی؟|1883ء|1885ء|1881ء|1887ء|1885ء|Urdu_C1|30
5|مرزا فرحت اللہ بیگ کا انتقال کب ہوا؟|1947ء|1945ء|1949ء|1950ء|1947ء|Urdu_C1|30
6|مرزا فرحت اللہ بیگ کے والد کا کیا نام تھا؟|مرزا حشمت اللہ بیگ|مرزا نصراللہ بیگ|مرزا کرامت اللہ بیگ|مرزا عظمت اللہ بیگ|مرزا حشمت اللہ بیگ|Urdu_C1|30
7|مرزا فرحت اللہ بیگ کہاں پیدا ہوئے؟|آگرہ|دہلی|حیدرآباد|لکھنؤ|دہلی|Urdu_C1|30
8|مرزا فرحت اللہ بیگ نے کس کالج سے بی اے کیا؟|سینٹ اسٹیفنز کالج|دہلی کالج|اسلامیہ کالج|علی گڑھ مسلم یونیورسٹی|سینٹ اسٹیفنز کالج|Urdu_C1|30
9|مرزا فرحت اللہ بیگ کی تصانیف کس نام سے شائع ہوئیں؟|مضامینِ فرحت|دیوانِ فرحت|کلیاتِ فرحت|مقالاتِ فرحت|مضامینِ فرحت|Urdu_C1|30
10|'مضامینِ فرحت' کتنی جلدوں میں شائع ہوئی؟|پانچ|سات|آٹھ|دس|سات|Urdu_C1|30
11|نذیر احمد کون تھے؟|ناول نگار|شاعر|سیاستداں|مورخ|ناول نگار|Urdu_C1|30
12|ڈپٹی نذیر احمد کا شمار اردو ادب میں کس حیثیت سے ہوتا ہے؟|اولین ناول نگاروں میں|بہترین شاعروں میں|مشہور مورخین میں|عظیم ڈرامہ نگاروں میں|اولین ناول نگاروں میں|Urdu_C1|30
13|مرزا فرحت اللہ بیگ اور نذیر احمد میں کیا رشتہ تھا؟|استاد اور شاگرد|دوست|بھائی|والد اور بیٹے|استاد اور شاگرد|Urdu_C1|30
14|نذیر احمد کی کہانی میں مصنف کے ساتھ دوسرے طالب علم کون تھے؟|میاں دانی|میاں رانی|میاں شانی|میاں جانی|میاں دانی|Urdu_C1|30
15|فرحت اللہ بیگ، نذیر احمد کے گھر کیوں جاتے تھے؟|علم حاصل کرنے|کہانی سننے|گپ شپ کرنے|کھیلنے|علم حاصل کرنے|Urdu_C1|30
