id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'ولی دکنی' کو اردو شاعری کا کیا کہا جاتا ہے؟|شاعرِ انقلاب|بابائے اردو غزل|خدائے سخن|شاعرِ اعظم|بابائے اردو غزل|Urdu_C11|30
2|ولی دکنی کا دیوان دہلی کب پہنچا؟|1719|1720|1722|1725|1719|Urdu_C11|30
3|ولی دکنی کی شاعری میں کس زبان کا اثر نمایاں ہے؟|عربی|فارسی|دکنی اور گجراتی|پنجابی|دکنی اور گجراتی|Urdu_C11|30
4|'شغل بہتر ہے عشق بازی کا' - یہ مصرع کس شاعر کا ہے؟|میر تقی میر|سراج اورنگ آبادی|ولی دکنی|غالب|ولی دکنی|Urdu_C11|30
5|ولی دکنی کی غزل کا بنیادی موضوع کیا ہے؟|تصوف|حسن و عشق|فلسفہ|سیاست|حسن و عشق|Urdu_C11|30
6|سراج اورنگ آبادی کا اصل نام کیا تھا؟|سید سراج الدین|سید نظام الدین|سید محمد باقر|سید شاہ حسین|سید سراج الدین|Urdu_C11|30
7|سراج اورنگ آبادی کا تعلق کس سلسلے سے تھا؟|چشتیہ|قادریہ|سہروردیہ|نقشبندیہ|چشتیہ|Urdu_C11|30
8|'خبرِ تحیرِ عشق سن، نہ جنوں رہا نہ پری رہی' - یہ مشہور شعر کس کا ہے؟|میر درد|سراج اورنگ آبادی|آتش|سودا|سراج اورنگ آبادی|Urdu_C11|30
9|سراج اورنگ آبادی کی شاعری کا غالب رنگ کیا ہے؟|عشقیہ|تصوف اور معرفت|حقیقت پسندی|انقلابی|تصوف اور معرفت|Urdu_C11|30
10|سراج کی غزل میں 'پری' کس کی علامت ہے؟|خوبصورت عورت|دنیاوی معشوق|معشوقِ حقیقی (اللہ)|فرشتہ|معشوقِ حقیقی (اللہ)|Urdu_C11|30
11|اردو شاعری میں 'خدائے سخن' کسے کہا جاتا ہے؟|غالب|میر تقی میر|سودا|درد|میر تقی میر|Urdu_C11|30
12|میر تقی میر کہاں پیدا ہوئے؟|دہلی|لکھنؤ|آگرہ|امروہہ|آگرہ|Urdu_C11|30
13|میر کی شاعری کی سب سے بڑی خصوصیت کیا ہے؟|شوخی و ظرافت|سادگی اور سوز و گداز|فلسفیانہ گہرائی|لفظوں کی بازیگری|سادگی اور سوز و گداز|Urdu_C11|30
14|'الٹی ہو گئیں سب تدبیریں کچھ نہ دوا نے کام کیا' - یہ غزل کس کی ہے؟|غالب|مومن|میر تقی میر|ذوق|میر تقی میر|Urdu_C11|30
15|میر نے اپنی زندگی کا بڑا حصہ کہاں گزارا؟|آگرہ|دہلی|لکھنؤ|فیض آباد|لکھنؤ|Urdu_C11|30
16|ولی دکنی کا انتقال کہاں ہوا؟|دہلی|اورنگ آباد|احمد آباد|حیدرآباد|احمد آباد|Urdu_C11|30
