id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'انشائیہ کیا ہے؟' کس کی تصنیف ہے؟|رشید احمد صدیقی|پطرس بخاری|وزیر آغا|احمد جمال پاشا|وزیر آغا|Urdu_C4|30
2|وزیر آغا کی پیدائش کب ہوئی؟|1922ء|1920ء|1924ء|1926ء|1922ء|Urdu_C4|30
3|وزیر آغا کا انتقال کب ہوا؟|2008ء|2010ء|2012ء|2014ء|2010ء|Urdu_C4|30
4|وزیر آغا کہاں پیدا ہوئے؟|سرگودھا، پاکستان|لاہور، پاکستان|کراچی، پاکستان|سیالکوٹ، پاکستان|سرگودھا، پاکستان|Urdu_C4|30
5|انشائیہ کس قسم کی صنفِ ادب ہے؟|رسمی|غیر رسمی|سنجیدہ|علمی|غیر رسمی|Urdu_C4|30
6|انشائیہ کا موڈ کیسا ہوتا ہے؟|افسردہ|شگفتہ|سنجیدہ|غصہ ور|شگفتہ|Urdu_C4|30
7|انشائیہ اور مضمون میں بنیادی فرق کیا ہے؟|طوالت کا|اندازِ بیان اور موڈ کا|موضوع کا|زبان کا|اندازِ بیان اور موڈ کا|Urdu_C4|30
8|انشائیہ نگار کا مقصد کیا ہوتا ہے؟|علمی بحث کرنا|نتیجہ اخذ کرنا|مسائل کا حل پیش کرنا|خیال کو انگیخت دینا اور پڑھنے والے کو مسرور کرنا|خیال کو انگیخت دینا اور پڑھنے والے کو مسرور کرنا|Urdu_C4|30
9|'مقالات' کی نوعیت کیسی ہوتی ہے؟|سنجیدہ اور علمی|مزاحیہ اور طنزیہ|غیر رسمی اور ذاتی|افسانوی اور خیالی|سنجیدہ اور علمی|Urdu_C4|30
10|انشائیہ کی ایک اہم خوبی کیا ہے؟|عدم تکمیل کا تاثر|مکمل اور جامع ہونا|نتائج پیش کرنا|دلائل دینا|عدم تکمیل کا تاثر|Urdu_C4|30
11|انشائیہ میں کس قسم کا لہجہ اختیار کیا جاتا ہے؟|دوستانہ اور بے تکلف|عالمانہ اور مرعوب کن|طنزیہ اور جارحانہ|حاکمانہ اور سخت|دوستانہ اور بے تکلف|Urdu_C4|30
12|وزیر آغا کے مطابق انشائیہ کس چیز کی پیداوار ہے؟|فراغت کے لمحات کی|شدید مصروفیت کی|سائنسی تحقیق کی|تاریخی مطالعہ کی|فراغت کے لمحات کی|Urdu_C4|30
13|انشائیہ میں کس چیز سے گریز کیا جاتا ہے؟|شگفتگی اور ظرافت سے|سنجیدگی اور منطقی نتائج سے|ذاتی تاثرات سے|آسان زبان سے|سنجیدگی اور منطقی نتائج سے|Urdu_C4|30
14|انشائیہ کی ساخت کیسی ہوتی ہے؟|ڈھیلی ڈھالی اور غیر مربوط|سخت اور مربوط|پیچیدہ اور گنجلک|بالکل سیدھی اور سپاٹ|ڈھیلی ڈھالی اور غیر مربوط|Urdu_C4|30
15|اچھے انشائیہ کی پہچان کیا ہے؟|تازگی اور نیا پن|پرانے خیالات کا اعادہ|مشکل زبان کا استعمال|طوالت اور تفصیل|تازگی اور نیا پن|Urdu_C4|30
16|انشائیہ میں مصنف کس چیز کو چھوتا ہوا گزر جاتا ہے؟|موضوع کی گہرائی کو|موضوع کی سطح کو|مختلف موضوعات کو|نتیجہ کو|موضوع کی سطح کو|Urdu_C4|30
17|وزیر آغا نے کس صنف کو 'دماغ کی ترنگ' کہا ہے؟|انشائیہ|غزل|افسانہ|ناول|انشائیہ|Urdu_C4|30
18|انشائیہ کا آغاز و اختتام کیسا ہوتا ہے؟|غیر متوقع اور اچانک|طے شدہ اور روایتی|بہت طویل اور مفصل|ایک جیسا|غیر متوقع اور اچانک|Urdu_C4|30
19|انشائیہ نگار چیزوں کو کس نظر سے دیکھتا ہے؟|ایک نئی اور انوکھی نظر سے|روایتی اور پرانی نظر سے|سائنسی اور تحقیقی نظر سے|تاریخی اور سیاسی نظر سے|ایک نئی اور انوکھی نظر سے|Urdu_C4|30
20|'اردو ادب میں طنز و مزاح' کس کی تصنیف ہے؟|وزیر آغا|مشتاق احمد یوسفی|کنہیا لال کپور|ابنِ انشاء|وزیر آغا|Urdu_C4|30
21|انشائیہ میں مزاح کا عنصر کیسا ہوتا ہے؟|ہلکا پھلکا اور لطیف|قہقہہ آور اور پھکڑ پن|طنزیہ اور چبھتا ہوا|بالکل نہیں ہوتا|ہلکا پھلکا اور لطیف|Urdu_C4|30
22|انشائیہ کو مضمون کی کون سی قسم سمجھا جاتا ہے؟|شخصی یا ذاتی مضمون (Personal Essay)|علمی مضمون|تحقیقی مضمون|تنقیدی مضمون|شخصی یا ذاتی مضمون (Personal Essay)|Urdu_C4|30
23|انشائیہ میں مصنف کا رویہ کیسا ہوتا ہے؟|غیر جانبدار مبصر کا|ایک سخت استاد کا|ایک دوست اور ساتھی کا|ایک منصف کا|ایک دوست اور ساتھی کا|Urdu_C4|30
24|انشائیہ کس چیز کا متحمل نہیں ہو سکتا؟|سنجیدگی اور بوجھل پن|سادگی اور روانی|مزاح اور شگفتگی|اختصار اور جامعیت|سنجیدگی اور بوجھل پن|Urdu_C4|30
25|وزیر آغا کے مطابق، انشائیہ کا سفر کیسا ہوتا ہے؟|ایک وادی سے دوسری وادی میں بھٹکنے جیسا|سیدھے راستے پر چلنے جیسا|پہاڑ پر چڑھنے جیسا|دریا میں تیرنے جیسا|ایک وادی سے دوسری وادی میں بھٹکنے جیسا|Urdu_C4|30
26|انشائیہ میں مصنف کی ذات کس حد تک شامل ہوتی ہے؟|بہت گہرائی تک|صرف اشاروں میں|بالکل نہیں|صرف آخر میں|بہت گہرائی تک|Urdu_C4|30
27|کون سی صنف منطقی فکر اور استدلال کی پابند ہے؟|مقالہ|انشائیہ|غزل|افسانہ|مقالہ|Urdu_C4|30
