id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'باز پرانے لفظوں کی نئی تحقیق' کس کی تصنیف ہے؟|سید سلیمان ندوی|خواجہ حسن نظامی|مرزا فرحت اللہ بیگ|سرسید احمد خاں|سید سلیمان ندوی|Urdu_C3|30
2|یہ مضمون کس صنفِ ادب سے تعلق رکھتا ہے؟|تحقیقی و لسانی مضمون|انشائیہ|خاکہ|افسانہ|تحقیقی و لسانی مضمون|Urdu_C3|30
3|سید سلیمان ندوی کی پیدائش کب ہوئی؟|1884ء|1885ء|1886ء|1887ء|1884ء|Urdu_C3|30
4|سید سلیمان ندوی کا انتقال کب ہوا؟|1953ء|1954ء|1955ء|1956ء|1953ء|Urdu_C3|30
5|سید سلیمان ندوی کہاں پیدا ہوئے؟|دسنہ، بہار|پٹنہ، بہار|گیا، بہار|دربھنگہ، بہار|دسنہ، بہار|Urdu_C3|30
6|سید سلیمان ندوی کے والد کا کیا نام تھا؟|حکیم سید ابو الحسن|سید ابوظفر|سید احمد|سید محمود|حکیم سید ابو الحسن|Urdu_C3|30
7|سید سلیمان ندوی نے کس مشہور ادارے میں تعلیم حاصل کی؟|دارالعلوم ندوۃ العلماء، لکھنؤ|دارالعلوم دیوبند|جامعہ ملیہ اسلامیہ|علی گڑھ مسلم یونیورسٹی|دارالعلوم ندوۃ العلماء، لکھنؤ|Urdu_C3|30
8|سید سلیمان ندوی کے سب سے مشہور استاد کون تھے؟|شبلی نعمانی|حالی|آزاد|نذیر احمد|شبلی نعمانی|Urdu_C3|30
9|علامہ شبلی کی وفات کے بعد سید سلیمان ندوی نے ان کی کس نامکمل تصنیف کو مکمل کیا؟|سیرت النبی ﷺ|الفاروق|المامون|شعر العجم|سیرت النبی ﷺ|Urdu_C3|30
10|سید سلیمان ندوی کس ادارے سے تاعمر وابستہ رہے؟|دارالمصنفین، اعظم گڑھ|انجمن ترقی اردو|فورٹ ولیم کالج|دہلی کالج|دارالمصنفین، اعظم گڑھ|Urdu_C3|30
11|مضمون میں مصنف نے کن چیزوں پر تحقیق کی ہے؟|عام استعمال کے لفظوں پر|تاریخی واقعات پر|سائنسی ایجادات پر|جغرافیائی مقامات پر|عام استعمال کے لفظوں پر|Urdu_C3|30
12|مصنف کے مطابق، زبان میں لفظوں کا آنا جانا کیسا ہے؟|جیسے انسانوں کا آنا جانا|جیسے موسم کا بدلنا|جیسے دریا کا بہنا|جیسے ستاروں کا چمکنا|جیسے انسانوں کا آنا جانا|Urdu_C3|30
13|لفظ 'ناشتہ' کس زبان کا لفظ ہے؟|فارسی|عربی|ترکی|سنسکرت|فارسی|Urdu_C3|30
14|فارسی میں 'ناشتہ' کا کیا مطلب ہے؟|بغیر کھائے پئے ہونا، فاقہ|پیٹ بھرا ہونا|خوشبودار|میٹھی چیز|بغیر کھائے پئے ہونا، فاقہ|Urdu_C3|30
15|عرب لوگ صبح کے کھانے کو کیا کہتے ہیں؟|فطور|غداء|عشاء|سحور|فطور|Urdu_C3|30
16|لفظ 'فطور' کا کیا مطلب ہے؟|توڑنا (روزہ توڑنا)|جوڑنا|کھانا|پینا|توڑنا (روزہ توڑنا)|Urdu_C3|30
17|مصنف نے کس کھانے کو 'کلیجہ کا ناشتہ' کہا ہے؟|قلیہ|بریانی|کباب|حلوہ|قلیہ|Urdu_C3|30
18|لفظ 'قلیہ' کس زبان سے آیا ہے؟|عربی|فارسی|ترکی|ہندی|عربی|Urdu_C3|30
19|عربی میں 'قلیہ' کا کیا مطلب ہے؟|بھنی ہوئی چیز|ابلی ہوئی چیز|تلی ہوئی چیز|کچی چیز|بھنی ہوئی چیز|Urdu_C3|30
20|ہندوستان میں 'قلیہ' کسے کہتے ہیں؟|ایک قسم کا شوربے دار سالن|خشک گوشت|کباب|بریانی|ایک قسم کا شوربے دار سالن|Urdu_C3|30
21|مصنف کے مطابق، غریبوں کا قلیہ کیا ہوتا ہے؟|آلو گوشت کا شوربہ|نرگسی قلیہ|کوفتے کا قلیہ|مچھلی کا قلیہ|آلو گوشت کا شوربہ|Urdu_C3|30
22|اہلِ لکھنؤ نے قلیہ میں کیا جدت پیدا کی؟|گوشت میں مصالحے بھر کر پکانا|گوشت کو ابال کر پکانا|گوشت کو تل کر پکانا|بغیر مصالحے کے پکانا|گوشت میں مصالحے بھر کر پکانا|Urdu_C3|30
23|'احری' یا 'ہریرہ' کیا ہے؟|ایک قسم کی खिचڑی یا لئی|ایک قسم کی روٹی|ایک میٹھا پکوان|ایک مشروب|ایک قسم کی खिचڑی یا لئی|Urdu_C3|30
24|مصنف نے 'احری' کا تعلق کس قوم سے جوڑا ہے؟|اہیروں سے|مغلوں سے|راجپوتوں سے|ترکوں سے|اہیروں سے|Urdu_C3|30
25|اہیروں کا پیشہ کیا تھا؟|گھی، دودھ، دہی بیچنا|کھیتی باڑی کرنا|کپڑا بننا|تجارت کرنا|گھی، دودھ، دہی بیچنا|Urdu_C3|30
26|مصنف کے مطابق، 'چولہا' کس زبان کا لفظ ہے؟|پراکرت یا سنسکرت|عربی|فارسی|ترکی|پراکرت یا سنسکرت|Urdu_C3|30
27|لفظ 'سورج' کے بارے میں مصنف نے کیا کہا ہے؟|اس کے بہت سے نام ہیں|یہ عربی لفظ ہے|یہ فارسی لفظ ہے|اس کا کوئی اور نام نہیں|اس کے بہت سے نام ہیں|Urdu_C3|30
28|مصنف کے مطابق، زبانیں کیسے بنتی ہیں؟|مختلف زبانوں کے میل جول سے|صرف ایک زبان سے|حکومتی فیصلوں سے|جنگوں کی وجہ سے|مختلف زبانوں کے میل جول سے|Urdu_C3|30
29|سید سلیمان ندوی کی تحریر کا انداز کیسا ہے؟|تحقیقی اور مدلل|مزاحیہ اور طنزیہ|شاعرانہ اور جذباتی|افسانوی اور خیالی|تحقیقی اور مدلل|Urdu_C3|30
30|'نقوشِ سلیمانی' کس کی تصنیف ہے؟|سید سلیمان ندوی|شبلی نعمانی|حالی|آزاد|سید سلیمان ندوی|Urdu_C3|30
31|سید سلیمان ندوی کی وفات کہاں ہوئی؟|کراچی، پاکستان|لکھنؤ، ہندوستان|اعظم گڑھ، ہندوستان|دہلی، ہندوستان|کراچی، پاکستان|Urdu_C3|30
32|مصنف نے کن لوگوں کو 'زبان کا سوداگر' کہا ہے؟|جو لفظوں کو ایک ملک سے دوسرے ملک لے جاتے ہیں|جو کتابیں بیچتے ہیں|جو شاعری کرتے ہیں|جو تقریر کرتے ہیں|جو لفظوں کو ایک ملک سے دوسرے ملک لے جاتے ہیں|Urdu_C3|30
33|ہندوستان میں عربوں کی آمد سے زبان پر کیا اثر پڑا؟|بہت سے عربی الفاظ زبان میں شامل ہو گئے|زبان ختم ہو گئی|زبان مشکل ہو گئی|کوئی اثر نہیں پڑا|بہت سے عربی الفاظ زبان میں شامل ہو گئے|Urdu_C3|30
34|مصنف کے مطابق، لفظ 'کھانا' کا پرانا مطلب کیا تھا؟|صرف دسترخوان|ہر قسم کی خوراک|پانی پینا|پکانا|صرف دسترخوان|Urdu_C3|30
35|'لغت' کسے کہتے ہیں؟|ایسی کتاب جس میں لفظوں کے معنی ہوں|کہانیوں کی کتاب|شاعری کی کتاب|تاریخ کی کتاب|ایسی کتاب جس میں لفظوں کے معنی ہوں|Urdu_C3|30
36|مصنف نے لفظوں کی تاریخ جاننے کے لیے کس چیز کو ضروری قرار دیا ہے؟|پرانی کتابوں اور لغات کا مطالعہ|لوگوں سے بات چیت|سفر کرنا|قیاس آرائی کرنا|پرانی کتابوں اور لغات کا مطالعہ|Urdu_C3|30
37|'نہار منہ' کا کیا مطلب ہے؟|بغیر کچھ کھائے پئے|پیٹ بھر کر|جلدی جلدی|دیر سے|بغیر کچھ کھائے پئے|Urdu_C3|30
38|'ماہرِ لسانیات' کسے کہتے ہیں؟|زبان کا علم رکھنے والا|تاریخ کا علم رکھنے والا|سائنس کا علم رکھنے والا|ادب کا علم رکھنے والا|زبان کا علم رکھنے والا|Urdu_C3|30
39|مصنف کے نزدیک، ہر لفظ اپنے اندر کیا رکھتا ہے؟|ایک تاریخ اور تہذیب|صرف معنی|صرف آواز|صرف حروف|ایک تاریخ اور تہذیب|Urdu_C3|30
