id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|مرزا غالب کا اصل نام کیا تھا؟|اسد اللہ بیگ|نجم الدولہ|دبیر الملک|مرزا نوشہ|اسد اللہ بیگ|Urdu_C12|30
2|غالب کہاں پیدا ہوئے؟|دہلی|لکھنؤ|آگرہ|لاہور|آگرہ|Urdu_C12|30
3|'ہزاروں خواہشیں ایسی کہ ہر خواہش پہ دم نکلے' - یہ مصرع کس کا ہے؟|مومن|داغ|غالب|ذوق|غالب|Urdu_C12|30
4|غالب کی شاعری کی سب سے بڑی خصوصیت کیا ہے؟|سادگی|فلسفیانہ گہرائی اور جدتِ خیال|سوز و گداز|شوخی|فلسفیانہ گہرائی اور جدتِ خیال|Urdu_C12|30
5|'دیوانِ غالب' کے علاوہ، غالب کی اردو نثر کی مشہور کتاب کون سی ہے؟|عودِ ہندی|یادگارِ غالب|آبِ حیات|باغ و بہار|عودِ ہندی|Urdu_C12|30
6|مومن خان مومن کا تخلص کیا تھا؟|مومن|خان|مومن خان|کوئی نہیں|مومن|Urdu_C12|30
7|مومن کس چیز کے لیے مشہور ہیں؟|قصیدہ گوئی|مرثیہ گوئی|معاملہ بندی اور نازک خیالی|سادگی|معاملہ بندی اور نازک خیالی|Urdu_C12|30
8|'تم میرے پاس ہوتے ہو گویا جب کوئی دوسرا نہیں ہوتا' - یہ شعر کس کا ہے؟|غالب|میر|فیض|مومن|مومن|Urdu_C12|30
9|مومن کی وفات کیسے ہوئی؟|بیماری سے|جنگ میں|گھوڑے سے گر کر|کوٹھے سے گر کر|کوٹھے سے گر کر|Urdu_C12|30
10|مومن کس علم میں مہارت رکھتے تھے؟|طب|علم نجوم (ستارہ شناسی)|تاریخ|جغرافیہ|علم نجوم (ستارہ شناسی)|Urdu_C12|30
11|داغ دہلوی کا اصل نام کیا تھا؟|نواب مرزا خان|محمد ابراہیم|فصیح الملک|جہانگیر|نواب مرزا خان|Urdu_C12|30
12|داغ کس کے شاگرد تھے؟|غالب|مومن|ذوق|میر|ذوق|Urdu_C12|30
13|داغ کی شاعری کی پہچان کیا ہے؟|فلسفہ|تصوف|محاورے کا استعمال اور زبان کی صفائی|پیچیدہ خیالات|محاورے کا استعمال اور زبان کی صفائی|Urdu_C12|30
14|'اردو ہے جس کا نام ہم ہی جانتے ہیں داغ' - اس مصرعے میں داغ کس پر فخر کر رہے ہیں؟|اپنی دولت پر|اپنے خاندان پر|اپنی زبان دانی پر|اپنی بہادری پر|اپنی زبان دانی پر|Urdu_C12|30
15|داغ دہلوی کس ریاست کے درباری شاعر تھے؟|دہلی|لکھنؤ|حیدرآباد (رام پور)|بھوپال|حیدرآباد (رام پور)|Urdu_C12|30
16|غالب نے شاعری میں پہلے کیا تخلص اختیار کیا؟|بیگ|مرزا|اسد|نوشہ|اسد|Urdu_C12|30
17|'بازیچۂ اطفال ہے دنیا مرے آگے' - اس مصرعے میں 'بازیچۂ اطفال' کا کیا مطلب ہے؟|بچوں کا کھلونا|بچوں کا کھیل|بچوں کا باغ|بچوں کا گھر|بچوں کا کھیل|Urdu_C12|30
