id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'بھولا' کس کی تصنیف ہے؟|سعادت حسن منٹو|پریم چند|عصمت چغتائی|احمد ندیم قاسمی|سعادت حسن منٹو|Urdu_C6|30
2|'بھولا' کا تعلق کس صنفِ ادب سے ہے؟|افسانہ|ناول|ڈرامہ|خاکہ|افسانہ|Urdu_C6|30
3|سعادت حسن منٹو کی پیدائش کب ہوئی؟|1912ء|1910ء|1914ء|1916ء|1912ء|Urdu_C6|30
4|سعادت حسن منٹو کا انتقال کب ہوا؟|1955ء|1950ء|1960ء|1965ء|1955ء|Urdu_C6|30
5|سعادت حسن منٹو کہاں پیدا ہوئے؟|سمرالہ، لدھیانہ|لاہور|کراچی|دہلی|سمرالہ، لدھیانہ|Urdu_C6|30
6|افسانے کا مرکزی کردار کون ہے؟|بھولا|اس کی ماں|ماسٹر جی|رانو|بھولا|Urdu_C6|30
7|کہانی کے آغاز میں بھولا کی عمر کتنی تھی؟|نو سال|آٹھ سال|دس سال|گیارہ سال|نو سال|Urdu_C6|30
8|بھولا کی ماں کا کیا نام تھا؟|کہانی میں نام نہیں بتایا گیا|رانو|فاطمہ|زینب|کہانی میں نام نہیں بتایا گیا|Urdu_C6|30
9|بھولا کو سب بھولا کیوں کہتے تھے؟|کیونکہ وہ بھولا بھالا اور کم عقل تھا|کیونکہ وہ چیزیں بھول جاتا تھا|یہ اس کا اصل نام تھا|اس کی ماں اسے پیار سے کہتی تھی|کیونکہ وہ بھولا بھالا اور کم عقل تھا|Urdu_C6|30
10|بھولا کی ماں نے اسے کیا کہہ کر پکارا جب اسے اپنے پہلے شوہر کی یاد آئی؟|میرے راجہ|میرے بیٹے|میرے چاند|میرے لال|میرے راجہ|Urdu_C6|30
11|بھولا کے والد کا انتقال کیسے ہوا تھا؟|ریل کے حادثے میں|بیماری سے|لڑائی میں|ڈوبنے سے|ریل کے حادثے میں|Urdu_C6|30
12|بھولا کی ماں نے دوسری شادی کس سے کی؟|اپنے دیور سے|ایک ماسٹر سے|ایک زمیندار سے|ایک دکاندار سے|اپنے دیور سے|Urdu_C6|30
13|بھولا کا سوتیلا باپ اس کے ساتھ کیسا سلوک کرتا تھا؟|وہ اس سے محبت کرتا تھا|وہ اس سے نفرت کرتا تھا|وہ اسے نظر انداز کرتا تھا|وہ اسے مارتا پیٹتا تھا|وہ اس سے محبت کرتا تھا|Urdu_C6|30
14|بھولا کی ماں کی دوسری شادی کے بعد بھولا کیسا محسوس کرتا تھا؟|وہ خوش تھا|وہ اداس اور تنہا تھا|اسے کوئی فرق نہیں پڑا|وہ غصے میں تھا|وہ اداس اور تنہا تھا|Urdu_C6|30
15|نئے بچے کی پیدائش پر بھولا کا ردِ عمل کیا تھا؟|وہ بہت خوش تھا|وہ حسد محسوس کر رہا تھا|وہ لاتعلق تھا|وہ ڈر گیا تھا|وہ بہت خوش تھا|Urdu_C6|30
16|بھولا نے نئے بچے کو کیا سمجھا؟|ایک کھلونا|اپنا بھائی|ایک دشمن|ایک مہمان|ایک کھلونا|Urdu_C6|30
17|بھولا نے بچے کو کہاں لے جانے کی کوشش کی؟|ریل کی پٹری پر|بازار میں|کھیل کے میدان میں|اپنے کمرے میں|ریل کی پٹری پر|Urdu_C6|30
18|بھولا بچے کو ریل کی پٹری پر کیوں لے گیا؟|کیونکہ وہ اسے اپنے باپ سے ملوانا چاہتا تھا|کیونکہ وہ اسے مارنا چاہتا تھا|کیونکہ وہ اسے ریل گاڑی دکھانا چاہتا تھا|کیونکہ وہ اس کے ساتھ کھیلنا چاہتا تھا|کیونکہ وہ اسے اپنے باپ سے ملوانا چاہتا تھا|Urdu_C6|30
19|بھولا کے نزدیک اس کا باپ کہاں رہتا تھا؟|ریل گاڑی میں|آسمان پر|دوسرے شہر میں|قبر میں|ریل گاڑی میں|Urdu_C6|30
