id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'گیت' (Geet) صنف کا تعلق کس زبان کی شاعری سے ہے؟|عربی|فارسی|ہندی|ترکی|ہندی|Urdu_C19|30
2|فراق گورکھپوری کا اصل نام کیا تھا؟|شبیر حسن خان|رگھوپتی سہائے|آنند نرائن ملا|دھنپت رائے|رگھوپتی سہائے|Urdu_C19|30
3|فراق گورکھپوری کہاں پیدا ہوئے؟|لکھنؤ|الہ آباد|بنارس|گورکھپور|گورکھپور|Urdu_C19|30
4|نصاب میں شامل گیت کا عنوان کیا ہے؟|آج کی رات|آج کی بات|کل کی بات|یادیں|آج کی بات|Urdu_C19|30
5|فراق گورکھپوری کو گیان پیٹھ ایوارڈ کب ملا؟|1965|1969|1975|1980|1969|Urdu_C19|30
6|فراق کی شاعری میں کس دیوی کا ذکر کثرت سے ملتا ہے؟|لکشمی|سرسوتی|روپ کی دیوی|کالی|روپ کی دیوی|Urdu_C19|30
7|گیت میں شاعر کس سے مخاطب ہے؟|دوست سے|خود سے|محبوب سے| زمانے سے|محبوب سے|Urdu_C19|30
8|'آج کی بات' گیت کا مرکزی خیال کیا ہے؟|جدائی کا غم|محبت کا اقرار اور لمحاتِ وصال کی قدر|دنیا کی بے ثباتی|قدرت کا حسن|محبت کا اقرار اور لمحاتِ وصال کی قدر|Urdu_C19|30
9|فراق گورکھپوری کا انتقال کہاں ہوا؟|الہ آباد|لکھنؤ|گورکھپور|دہلی|دہلی|Urdu_C19|30
10|'گلِ نغمہ' کس کا شعری مجموعہ ہے؟|فیض|جوش|فراق|جگر|فراق|Urdu_C19|30
11|گیت میں 'رس' گھولنے سے کیا مراد ہے؟|شربت بنانا|باتوں میں مٹھاس پیدا کرنا|زہر ملانا|رنگ بھرنا|باتوں میں مٹھاس پیدا کرنا|Urdu_C19|30
12|شاعر نے محبوب کی قربت کو کیا کہا ہے؟|ایک خواب|ایک سراب|زندگی کا حاصل|ایک سزا|زندگی کا حاصل|Urdu_C19|30
13|فراق گورکھپوری بنیادی طور پر کس صنف کے شاعر ہیں؟|نظم|مرثیہ|قصیدہ|غزل|غزل|Urdu_C19|30
14|'سرمایۂ جاں' کا کیا مطلب ہے؟|جان کی قیمت|زندگی کا سرمایہ، سب سے قیمتی چیز|بہت ساری دولت|جان کا خطرہ|زندگی کا سرمایہ، سب سے قیمتی چیز|Urdu_C19|30
15|شاعر نے 'آج' پر زور کیوں دیا ہے؟|کیونکہ آج چھٹی ہے|کیونکہ کل کا کوئی بھروسہ نہیں|کیونکہ آج وہ خوش ہے|کیونکہ آج اس کی سالگرہ ہے|کیونکہ کل کا کوئی بھروسہ نہیں|Urdu_C19|30
16|فراق کی شاعری میں ہندوستانی عناصر کی جھلک کو کیا کہا جاتا ہے؟|ہند-اسلامی تہذیب|ہندی اساطیر|دھرتی رس|عجمی روایات|دھرتی رس|Urdu_C19|30
17|'نگاہیں اٹھتی ہیں، نگاہیں جھکتی ہیں' - یہ کس کیفیت کا بیان ہے؟|غصے کی|شرم و حیا اور محبت کی|نیند کی|حیرت کی|شرم و حیا اور محبت کی|Urdu_C19|30
18|فراق گورکھپوری کو ساہتیہ اکادمی ایوارڈ کس کتاب پر ملا؟|روحِ کائنات|گلِ نغمہ|رمز و کنایات|شبنمستان|گلِ نغمہ|Urdu_C19|30
19|گیت میں 'بندھن' کا لفظ کس معنی میں استعمال ہوا ہے؟|قید|رسی|محبت کا رشتہ|زنجیر|محبت کا رشتہ|Urdu_C19|30
20|شاعر کے مطابق زندگی کے بندھن کیسے ہیں؟|بہت مضبوط|بہت کمزور|اٹوٹ|عارضی|اٹوٹ|Urdu_C19|30
