id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'قطعات' کے شاعر کون ہیں؟|فیض احمد فیض|جوش ملیح آبادی|فراق گورکھپوری|اختر الایمان|جوش ملیح آبادی|Urdu_C17|30
2|جوش ملیح آبادی کا اصل نام کیا تھا؟|شبیر حسن خان|اکبر حسین خان|اصغر حسین خان|بشیر حسن خان|شبیر حسن خان|Urdu_C17|30
3|جوش ملیح آبادی کہاں پیدا ہوئے؟|لکھنؤ|امروہہ|ملیح آباد|الہ آباد|ملیح آباد|Urdu_C17|30
4|ادبی اصطلاح میں 'قطعہ' کسے کہتے ہیں؟|غزل کا آخری شعر|نظم کا ایک بند|کم از کم دو اشعار کا مجموعہ جس کا ایک ہی موضوع ہو|رباعی کا دوسرا نام|کم از کم دو اشعار کا مجموعہ جس کا ایک ہی موضوع ہو|Urdu_C17|30
5|'شہرِ آشوب' سے کیا مراد ہے؟|وہ نظم جس میں شہر کی تعریف ہو|وہ نظم جس میں شہر کی تباہی و بربادی کا ذکر ہو|وہ نظم جس میں شہر کے میلوں کا ذکر ہو|وہ نظم جس میں شہر کی تاریخ بیان ہو|وہ نظم جس میں شہر کی تباہی و بربادی کا ذکر ہو|Urdu_C17|30
6|جوش ملیح آبادی کو کس لقب سے یاد کیا جاتا ہے؟|شاعرِ مشرق|شاعرِ انقلاب|شاعرِ مزدور|شاعرِ عوام|شاعرِ انقلاب|Urdu_C17|30
7|جوش کی شاعری کا بنیادی رنگ کیا ہے؟|عشق و محبت|تصوف|انقلاب اور شباب|فلسفہ|انقلاب اور شباب|Urdu_C17|30
8|نصاب میں شامل قطعات میں جوش نے کس چیز پر طنز کیا ہے؟|سماجی گراوٹ اور منافقت پر|غربت پر|محبت کی ناکامی پر|تعلیم کی کمی پر|سماجی گراوٹ اور منافقت پر|Urdu_C17|30
9|جوش کے نزدیک لیڈروں اور رہنماؤں کی حالت کیسی ہے؟|بہت اچھی|بہت ایماندار|قول و فعل میں تضاد ہے|عوام کے ہمدرد ہیں|قول و فعل میں تضاد ہے|Urdu_C17|30
10|'یادوں کی بارات' کس کی خود نوشت سوانح ہے؟|فیض|فراق|جوش|جگر|جوش|Urdu_C17|30
11|جوش ملیح آبادی کا انتقال کہاں ہوا؟|کراچی|لاہور|اسلام آباد|لندن|اسلام آباد|Urdu_C17|30
12|قطعہ کے لیے کم سے کم کتنے اشعار ضروری ہیں؟|ایک|دو|تین|چار|دو|Urdu_C17|30
13|جوش نے 'اہلِ سیاست' کو کیا کہا ہے؟|رہنما|قوم کا معمار|مکاری اور عیاری کے ماہر|بہت نیک|مکاری اور عیاری کے ماہر|Urdu_C17|30
14|شاعر کے مطابق آج کل علم کا کیا حال ہے؟|بہت ترقی کر رہا ہے|پیٹ بھرنے کا ذریعہ بن گیا ہے|لوگوں کو مہذب بنا رہا ہے|مفت مل رہا ہے|پیٹ بھرنے کا ذریعہ بن گیا ہے|Urdu_C17|30
15|'اربابِ دانش' سے کون لوگ مراد ہیں؟|سیاستدان|فوجی|عقل و علم والے لوگ|تاجر|عقل و علم والے لوگ|Urdu_C17|30
16|جوش نے اپنی شاعری میں کس زبان کے الفاظ کا زیادہ استعمال کیا؟|عربی اور فارسی|ہندی|انگریزی|پنجابی|عربی اور فارسی|Urdu_C17|30
17|'ریا' کا کیا مطلب ہے؟|سچائی|ایمانداری|منافقت، دکھاوا|بہادری|منافقت، دکھاوا|Urdu_C17|30
