id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'رباعی' میں کل کتنے مصرعے ہوتے ہیں؟|دو|تین|چار|پانچ|چار|Urdu_C18|30
2|احمد فراز کا اصل نام کیا تھا؟|احمد فراز|سید احمد شاہ|فراز احمد|سید فراز حسین|سید احمد شاہ|Urdu_C18|30
3|احمد فراز کہاں پیدا ہوئے؟|لاہور|کراچی|سیالکوٹ|کوہاٹ|کوہاٹ|Urdu_C18|30
4|رباعی کے کون کون سے مصرعے ہم قافیہ ہوتے ہیں؟|پہلا، دوسرا اور تیسرا|پہلا، دوسرا اور چوتھا|دوسرا اور چوتھا|چاروں مصرعے|پہلا, دوسرا اور چوتھا|Urdu_C18|30
5|احمد فراز کس وجہ سے سب سے زیادہ مشہور ہیں؟|نظم گوئی|مرثیہ گوئی|غزل گوئی|رباعی گوئی|غزل گوئی|Urdu_C18|30
6|نصاب میں شامل پہلی رباعی میں شاعر کس چیز پر افسوس کا اظہار کر رہا ہے؟|جوانی کے گزر جانے پر|محبت کی ناکامی پر|دوستوں کی بے وفائی پر|وقت کے ضیاع پر|وقت کے ضیاع پر|Urdu_C18|30
7|'خراب' اور 'سراب' جیسے الفاظ رباعی میں کیا کہلاتے ہیں؟|ردیف|قافیہ|مطلع|مقطع|قافیہ|Urdu_C18|30
8|احمد فراز کا انتقال کب ہوا؟|2006|2008|2010|2012|2008|Urdu_C18|30
9|دوسری رباعی میں شاعر نے 'کم ظرف' کسے کہا ہے؟|دشمن کو|خود کو|رقیب کو|محبوب کو|محبوب کو|Urdu_C18|30
10|'تنہا تنہا' کس کا شعری مجموعہ ہے؟|فیض احمد فیض|پروین شاکر|احمد فراز|منیر نیازی|احمد فراز|Urdu_C18|30
11|رباعی کا کون سا مصرع سب سے زیادہ جاندار اور فیصلہ کن ہوتا ہے؟|پہلا|دوسرا|تیسرا|چوتھا|چوتھا|Urdu_C18|30
12|احمد فراز کی شاعری کا بنیادی موضوع کیا ہے؟|انقلاب|فلسفہ|تصوف|رومان اور مزاحمت|رومان اور مزاحمت|Urdu_C18|30
13|پہلی رباعی کے مطابق شاعر کی جوانی کیسے گزری؟|کھیل کود میں|علم حاصل کرنے میں|غفلت اور لاپرواہی میں|عبادت میں|غفلت اور لاپرواہی میں|Urdu_C18|30
14|'آب آب' کا کیا مطلب ہے؟|پانی پانی (شرمندہ)|آگ آگ|خوبصورت|بہت زیادہ پانی|پانی پانی (شرمندہ)|Urdu_C18|30
15|احمد فراز کس یونیورسٹی میں لیکچرر رہے؟|پنجاب یونیورسٹی|کراچی یونیورسٹی|پشاور یونیورسٹی|قائد اعظم یونیورسٹی|پشاور یونیورسٹی|Urdu_C18|30
16|شاعر نے محبوب کی بے وفائی کو کس چیز سے تشبیہ دی ہے؟|زہر سے|خنجر سے|ایک خواب سے|ایک سراب سے|ایک سراب سے|Urdu_C18|30
17|رباعی کے لیے کون سی بحر مخصوص ہے؟|بحرِ طویل|بحرِ ہزج|بحرِ رمل|بحرِ کامل|بحرِ ہزج|Urdu_C18|30
18|احمد فراز کو حکومتِ پاکستان نے کونسا بڑا ایوارڈ دیا؟|نشانِ حیدر|ستارۂ امتیاز|ہلالِ امتیاز|تمغۂ شجاعت|ہلالِ امتیاز|Urdu_C18|30
19|'حسابِ عمر' سے شاعر کی کیا مراد ہے؟|عمر کا حساب کتاب|زندگی کے اچھے برے اعمال|ریاضی کا سوال|وقت کی قیمت|زندگی کے اچھے برے اعمال|Urdu_C18|30
20|شاعر کے نزدیک اس نے زندگی بھر کیا کمایا؟|دولت|شہرت|صرف رسوائی اور گناہ|علم|صرف رسوائی اور گناہ|Urdu_C18|30
21|'درد آشوب' کس کی تصنیف ہے؟|جوش|فراز|فیض|ساحر|فراز|Urdu_C18|30
22|رباعی کس زبان سے اردو شاعری میں آئی؟|عربی|فارسی|ترکی|ہندی|فارسی|Urdu_C18|30
23|احمد فراز کی شاعری میں کس چیز کا عنصر نمایاں ہے؟|خوشی اور امید|غمِ جاناں اور غمِ دوراں|صرف ذاتی غم|صرف دنیا کا غم|غمِ جاناں اور غمِ دوراں|Urdu_C18|30
24|'گوہر' کا کیا مطلب ہے؟|پتھر|سونا|موتی|ہیرا|موتی|Urdu_C18|30
25|دوسری رباعی میں شاعر نے اپنے آنسوؤں کو کیا کہا ہے؟|بے قیمت|قیمتی موتی|پانی کے قطرے|خون کے آنسو|قیمتی موتی|Urdu_C18|30
26|احمد فراز نے کس فوجی آمر کے دور میں خود ساختہ جلاوطنی اختیار کی؟|ایوب خان|یحییٰ خان|ضیاء الحق|پرویز مشرف|ضیاء الحق|Urdu_C18|30
27|'نایاب' کا کیا مطلب ہے؟|جو آسانی سے مل جائے|جو کبھی نہ ملے|جو بہت قیمتی ہو|جو بہت عام ہو|جو بہت قیمتی ہو|Urdu_C18|30
28|شاعر نے اپنے محبوب کو 'کم ظرف' کیوں کہا؟|کیونکہ وہ غریب ہے|کیونکہ وہ آنسوؤں کی قیمت نہیں سمجھتا|کیونکہ وہ کم عقل ہے|کیونکہ وہ خوبصورت نہیں ہے|کیونکہ وہ آنسوؤں کی قیمت نہیں سمجھتا|Urdu_C18|30
29|اردو میں رباعی کا سب سے بڑا شاعر کسے مانا جاتا ہے؟|میر انیس|جوش ملیح آبادی|امجد حیدرآبادی|فراق گورکھپوری|میر انیس|Urdu_C18|30
30|احمد فراز کی شاعری کی زبان کیسی ہے؟|بہت مشکل اور پیچیدہ|سادہ، سلیس اور عام فہم|عامیانہ اور بازاری|صرف فارسی آمیز|سادہ, سلیس اور عام فہم|Urdu_C18|30
31|'شب خون' کس کا شعری مجموعہ ہے؟|فراز|ناصر کاظمی|مجید امجد|ابنِ انشا|فراز|Urdu_C18|30
32|پہلی رباعی کا مرکزی خیال کیا ہے؟|محبت کا اقرار|جوانی کی کوتاہیوں پر ندامت|دنیا کی بے ثباتی|دوستوں سے گلہ|جوانی کی کوتاہیوں پر ندامت|Urdu_C18|30
33|'دامن' میں موتی بھرنے سے کیا مراد ہے؟|بہت دولت مند ہونا|بہت زیادہ رونا|خوشیاں سمیٹنا|علم حاصل کرنا|بہت زیادہ رونا|Urdu_C18|30
34|احمد فراز کس تحریک سے متاثر تھے؟|علی گڑھ تحریک|ترقی پسند تحریک|حلقہ ارباب ذوق|جدیدیت|ترقی پسند تحریک|Urdu_C18|30
35|رباعی میں کتنے اوزان (meters) کی اجازت ہے؟|صرف ایک|دس|بیس|چوبیس|چوبیس|Urdu_C18|30
36|'خوابِ غفلت' کا کیا مطلب ہے؟|اچھا خواب|برا خواب|غفلت کی نیند|دن میں خواب دیکھنا|غفلت کی نیند|Urdu_C18|30
37|شاعر کو اپنی جوانی کس طرح یاد آتی ہے؟|ایک خوشگوار یاد کے طور پر|ایک خواب کی طرح|ایک افسوسناک باب کے طور پر|ایک سبق کے طور پر|ایک خواب کی طرح|Urdu_C18|30
38|'جاناں جاناں' کس کی کلیات کا نام ہے؟|پروین شاکر|احمد ندیم قاسمی|احمد فراز|کشور ناہید|احمد فراز|Urdu_C18|30
39|شاعر نے محبوب کے سامنے آنسو کیوں بہائے؟|اس کی ہمدردی حاصل کرنے کے لیے|اپنی محبت کا یقین دلانے کے لیے|اسے شرمندہ کرنے کے لیے|اپنی عادت کی وجہ سے|اپنی محبت کا یقین دلانے کے لیے|Urdu_C18|30
40|احمد فراز کا مزار کہاں ہے؟|لاہور|کراچی|پشاور|اسلام آباد|اسلام آباد|Urdu_C18|30
41|رباعی کے تیسرے مصرعے کا کیا کردار ہوتا ہے؟|قافیہ کو مکمل کرنا|چوتھے مصرعے کے لیے تمہید باندھنا|نتیجہ بیان کرنا|ایک الگ بات کہنا|چوتھے مصرعے کے لیے تمہید باندھنا|Urdu_C18|30
42|احمد فراز نے کس مشہور غزل سے عالمگیر شہرت پائی؟|رنجش ہی سہی|اب کے ہم بچھڑے|چپکے چپکے رات دن|گلوں میں رنگ بھرے|اب کے ہم بچھڑے|Urdu_C18|30
43|'عمرِ گریزاں' کا کیا مطلب ہے؟|لمبی عمر|بھاگتی ہوئی عمر|بچپن کا زمانہ|بڑھاپا|بھاگتی ہوئی عمر|Urdu_C18|30
44|شاعر اپنی زندگی کے اعمال نامے کو دیکھ کر کیا محسوس کرتا ہے؟|فخر|خوشی|شرمندگی اور ندامت|اطمینان|شرمندگی اور ندامت|Urdu_C18|30
45|احمد فراز کی شاعری میں 'شہر' کس کی علامت ہے؟|ترقی|محبوب کی ذات|بے حسی اور ظلم|گھر|بے حسی اور ظلم|Urdu_C18|30
46|رباعی کا موضوع کیا ہو سکتا ہے؟|صرف عشق و محبت|صرف تصوف|صرف فلسفہ|کوئی بھی موضوع ہو سکتا ہے|کوئی بھی موضوع ہو سکتا ہے|Urdu_C18|30
47|'بے سبب' کا کیا مطلب ہے؟|کسی وجہ سے|بغیر کسی وجہ کے|بہت سی وجوہات|خاص وجہ|بغیر کسی وجہ کے|Urdu_C18|30
48|شاعر کے مطابق محبوب نے اس کے قیمتی آنسوؤں کے ساتھ کیا کیا؟|انہیں سنبھال کر رکھا|ان کی قدر کی|انہیں بیکار سمجھ کر ضائع کر دیا|انہیں بیچ دیا|انہیں بیکار سمجھ کر ضائع کر دیا|Urdu_C18|30
49|احمد فراز کے والد کا نام کیا تھا؟|سید محمد شاہ برق|سید احمد شاہ|سید ہاشم شاہ|سید انور شاہ|سید محمد شاہ برق|Urdu_C18|30
50|نصاب میں شامل رباعیات سے احمد فراز کی شخصیت کا کونسا پہلو سامنے آتا ہے؟|ایک انقلابی رہنما|ایک فلسفی|ایک حساس اور خوددار انسان|ایک مزاحیہ شاعر|ایک حساس اور خوددار انسان|Urdu_C18|30
