id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|افسانہ 'ابراہیم سکہ' کے مصنف کون ہیں؟|سلام بن رزاق|جیلانی بانو|شفیع جاوید|شوکت حیات|سلام بن رزاق|Urdu_C9|30
2|سلام بن رزاق کا تعلق کس ریاست سے ہے؟|بہار|اتر پردیش|مہاراشٹر|آندھرا پردیش|مہاراشٹر|Urdu_C9|30
3|ابراہیم سکہ کا پیشہ کیا تھا؟|استاد|سقہ (پانی بھرنے والا)|کسان|تاجر|سقہ (پانی بھرنے والا)|Urdu_C9|30
4|'سکہ' کے کیا معنی ہیں؟|پانی پلانے والا|سکہ (Coin)|بادشاہ|غریب آدمی|پانی پلانے والا|Urdu_C9|30
5|افسانے کا مرکزی کردار کون ہے؟|عبداللہ بھٹیارا|بیگ نائی|ابراہیم سکہ|گاؤں کا مکھیا|ابراہیم سکہ|Urdu_C9|30
6|ابراہیم سکہ کس گاؤں کا رہنے والا تھا؟|دھورن گاؤں|رام پور|شام نگر|کمال پور|دھورن گاؤں|Urdu_C9|30
7|ابراہیم سکہ کی تعلیم کتنی تھی؟|بی اے پاس|میٹرک فیل|ان پڑھ|چوتھی جماعت پاس|چوتھی جماعت پاس|Urdu_C9|30
8|گاؤں والے ابراہیم سکہ کو کس نظر سے دیکھتے تھے؟|عزت کی نظر سے|حقارت اور نفرت سے|ایک عام آدمی کی طرح|خوف کی نظر سے|حقارت اور نفرت سے|Urdu_C9|30
9|کہانی کا بنیادی موضوع کیا ہے؟|گاؤں کی زندگی|فرقہ وارانہ فسادات اور انسانیت|غربت اور بھوک|تعلیم کی اہمیت|فرقہ وارانہ فسادات اور انسانیت|Urdu_C9|30
10|ابراہیم سکہ کو کس نے قتل کیا؟|چوروں نے|پولیس نے|فسادیوں کے ایک گروہ نے|اس کے دشمنوں نے|فسادیوں کے ایک گروہ نے|Urdu_C9|30
11|افسانے میں کس فساد کا ذکر ہے؟|1947 کا فساد|1992 کا فساد|گجرات کا فساد|ایک مقامی فساد|گجرات کا فساد|Urdu_C9|30
12|سلام بن رزاق کو کونسا بڑا ادبی ایوارڈ ملا؟|گیان پیٹھ ایوارڈ|غالب ایوارڈ|ساہتیہ اکادمی ایوارڈ|پدم بھوشن|ساہتیہ اکادمی ایوارڈ|Urdu_C9|30
13|ابراہیم سکہ کا کردار کیسا تھا؟|چالاک اور مکار|خود غرض اور لالچی|سادہ لوح، مخلص اور انسان دوست|بزدل اور ڈرپوک|سادہ لوح، مخلص اور انسان دوست|Urdu_C9|30
14|کہانی کا راوی ابراہیم سکہ کے بارے میں کیا محسوس کرتا ہے؟|نفرت|افسوس اور ہمدردی|غصہ|لاپرواہی|افسوس اور ہمدردی|Urdu_C9|30
