id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|مرثیہ کسے کہتے ہیں؟|وہ نظم جس میں کسی کی تعریف کی جائے|وہ نظم جس میں کسی کی موت پر غم کا اظہار کیا جائے|وہ نظم جس میں جنگ کے حالات بیان ہوں|وہ نظم جس میں عشق کا بیان ہو|وہ نظم جس میں کسی کی موت پر غم کا اظہار کیا جائے|Urdu_C13|30
2|الطاف حسین حالی نے کس کی موت پر مرثیہ لکھا؟|سرسید احمد خان|مرزا غالب|ذوق|بہادر شاہ ظفر|مرزا غالب|Urdu_C13|30
3|حالی اور غالب کا کیا رشتہ تھا؟|استاد اور شاگرد|دوست|بھائی|کوئی رشتہ نہیں|استاد اور شاگرد|Urdu_C13|30
4|وہ مرثیہ جو کسی شخص کی موت پر لکھا جائے، اسے کیا کہتے ہیں؟|کربلائی مرثیہ|رزمیہ مرثیہ|شخصی مرثیہ|واقعاتی مرثیہ|شخصی مرثیہ|Urdu_C13|30
5|الطاف حسین حالی کہاں پیدا ہوئے؟|دہلی|لکھنؤ|آگرہ|پانی پت|پانی پت|Urdu_C13|30
6|غالب کا مرثیہ حالی کی کس کتاب میں شامل ہے؟|مقدمہ شعر و شاعری|حیاتِ جاوید|یادگارِ غالب|مسدسِ حالی|یادگارِ غالب|Urdu_C13|30
7|حالی کے نزدیک غالب کی موت سے کیا نقصان ہوا؟|ایک دوست کا|ایک شاعر کا|اردو شاعری کا ایک عہد ختم ہو گیا|ایک امیر آدمی کا|اردو شاعری کا ایک عہد ختم ہو گیا|Urdu_C13|30
8|مرثیے کے آغاز میں حالی کس سے مخاطب ہیں؟|غالب سے|خود سے|یارانِ بزم (دوستوں) سے|آسمان سے|یارانِ بزم (دوستوں) سے|Urdu_C13|30
9|حالی نے غالب کو کیا کہہ کر پکارا ہے؟|نوا سنجِ شیراز|طوطیِ ہند|بلبلِ ہزار داستاں|خدائے سخن|نوا سنجِ شیراز|Urdu_C13|30
10|'یادگارِ غالب' صنف کے اعتبار سے کیا ہے؟|ناول|سوانح عمری|افسانہ|خطوط کا مجموعہ|سوانح عمری|Urdu_C13|30
11|الطاف حسین حالی کا انتقال کب ہوا؟|1912|1914|1916|1918|1914|Urdu_C13|30
12|مرثیے کے مطابق، غالب کی شاعری کیسی تھی؟|آسان اور عام فہم|سب سے الگ اور منفرد|پرانے شاعروں کی نقل|صرف تعریفوں پر مبنی|سب سے الگ اور منفرد|Urdu_C13|30
13|حالی کو کس شخصیت نے جدید نظم کی طرف راغب کیا؟|سرسید احمد خان|محمد حسین آزاد|شبلی نعمانی|ڈپٹی نذیر احمد|محمد حسین آزاد|Urdu_C13|30
14|مرثیے میں 'گوہر' (موتی) سے کسے تشبیہ دی گئی ہے؟|غالب کے دوستوں کو|غالب کے کلام کو|غالب کی دولت کو|غالب کے آنسوؤں کو|غالب کے کلام کو|Urdu_C13|30
